NO;kode_provinsi;kode_kabupaten_kota;koomoditi;luas_panen;satuan;tahun
173;15;1509;CABE MERAH;65,50;HEKTAR;2023
174;15;1509;CABE RAWIT;39,00;HEKTAR;2023
175;15;1509;KENTANG;0,00;HEKTAR;2023
176;15;1509;KUBIS;0,00;HEKTAR;2023
177;15;1509;SAWI;17,50;HEKTAR;2023
178;15;1509;SEMANGKA;55,75;HEKTAR;2023
179;15;1509;TOMAT;4,50;HEKTAR;2023
180;15;1509;WORTEL;0,00;HEKTAR;2023
181;15;1571;BAWANG MERAH;1,30;HEKTAR;2023
182;15;1571;CABE MERAH;17,69;HEKTAR;2023
183;15;1571;CABE RAWIT;7,60;HEKTAR;2023
184;15;1571;KENTANG;0,00;HEKTAR;2023
185;15;1571;KUBIS;0,00;HEKTAR;2023
186;15;1571;SAWI;169,95;HEKTAR;2023
187;15;1571;SEMANGKA;0,00;HEKTAR;2023
188;15;1571;TOMAT;3,11;HEKTAR;2023
189;15;1571;WORTEL;0,00;HEKTAR;2023
190;15;1572;BAWANG MERAH;46,00;HEKTAR;2023
191;15;1572;CABE MERAH;95,47;HEKTAR;2023
192;15;1572;CABE RAWIT;54,10;HEKTAR;2023
193;15;1572;KENTANG;8,00;HEKTAR;2023
194;15;1572;KUBIS;0,00;HEKTAR;2023
195;15;1572;SAWI;61,80;HEKTAR;2023
196;15;1572;SEMANGKA;0,00;HEKTAR;2023
197;15;1572;TOMAT;43,75;HEKTAR;2023
198;15;1572;WORTEL;0,00;HEKTAR;2023
