NO ;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode kecamatan;kode_kelurahan_desa;nilai_idm;status_idm
58;15;JAMBI;1501;150108;1501082002;0,6754;BERKEMBANG
59;15;JAMBI;1501;150108;1501082005;0,6773;BERKEMBANG
60;15;JAMBI;1501;150108;1501082006;0,6419;BERKEMBANG
61;15;JAMBI;1501;150109;1501092014;0,6732;BERKEMBANG
62;15;JAMBI;1501;150109;1501092017;0,6644;BERKEMBANG
63;15;JAMBI;1501;150109;1501092022;0,707;BERKEMBANG
64;15;JAMBI;1501;150109;1501092030;0,6641;BERKEMBANG
65;15;JAMBI;1501;150109;1501092047;0,7005;BERKEMBANG
66;15;JAMBI;1501;150109;1501092049;0,7016;BERKEMBANG
67;15;JAMBI;1501;150111;1501112004;0,7051;BERKEMBANG
68;15;JAMBI;1501;150111;1501112005;0,6684;BERKEMBANG
69;15;JAMBI;1501;150111;1501112006;0,6454;BERKEMBANG
70;15;JAMBI;1501;150111;1501112009;0,7054;BERKEMBANG
71;15;JAMBI;1501;150111;1501112010;0,6586;BERKEMBANG
72;15;JAMBI;1501;150111;1501112011;0,694;BERKEMBANG
73;15;JAMBI;1501;150111;1501112012;0,6946;BERKEMBANG
74;15;JAMBI;1501;150111;1501112014;0,707;BERKEMBANG
75;15;JAMBI;1501;150111;1501112015;0,6471;BERKEMBANG
76;15;JAMBI;1501;150111;1501112019;0,707;BERKEMBANG
77;15;JAMBI;1501;150111;1501112020;0,6697;BERKEMBANG
78;15;JAMBI;1501;150111;1501112023;0,6603;BERKEMBANG
79;15;JAMBI;1501;150111;1501112024;0,6844;BERKEMBANG
80;15;JAMBI;1501;150111;1501112025;0,6863;BERKEMBANG
81;15;JAMBI;1501;150111;1501112026;0,6768;BERKEMBANG
82;15;JAMBI;1501;150111;1501112027;0,6287;BERKEMBANG
83;15;JAMBI;1501;150111;1501112028;0,6197;BERKEMBANG
84;15;JAMBI;1501;150115;1501152002;0,7038;BERKEMBANG
85;15;JAMBI;1501;150115;1501152005;0,6965;BERKEMBANG
86;15;JAMBI;1501;150115;1501152009;0,7017;BERKEMBANG
87;15;JAMBI;1501;150115;1501152010;0,6998;BERKEMBANG
88;15;JAMBI;1501;150116;1501162004;0,6784;BERKEMBANG
89;15;JAMBI;1501;150116;1501162006;0,6267;BERKEMBANG
90;15;JAMBI;1501;150116;1501162010;0,6659;BERKEMBANG
91;15;JAMBI;1501;150116;1501162011;0,64;BERKEMBANG
92;15;JAMBI;1501;150116;1501162012;0,6952;BERKEMBANG
93;15;JAMBI;1501;150116;1501162019;0,6346;BERKEMBANG
94;15;JAMBI;1501;150116;1501162021;0,671;BERKEMBANG
95;15;JAMBI;1501;150116;1501162024;0,6214;BERKEMBANG
96;15;JAMBI;1501;150116;1501162025;0,6587;BERKEMBANG
97;15;JAMBI;1501;150116;1501162033;0,6692;BERKEMBANG
98;15;JAMBI;1501;150116;1501162035;0,6924;BERKEMBANG
99;15;JAMBI;1501;150116;1501162036;0,661;BERKEMBANG
100;15;JAMBI;1501;150116;1501162038;0,6886;BERKEMBANG
101;15;JAMBI;1501;150117;1501172002;0,6557;BERKEMBANG
102;15;JAMBI;1501;150117;1501172007;0,6565;BERKEMBANG
103;15;JAMBI;1501;150117;1501172012;0,6913;BERKEMBANG
104;15;JAMBI;1501;150117;1501172014;0,6525;BERKEMBANG
105;15;JAMBI;1501;150117;1501172015;0,6841;BERKEMBANG
106;15;JAMBI;1501;150117;1501172016;0,6824;BERKEMBANG
107;15;JAMBI;1501;150117;1501172017;0,6971;BERKEMBANG
108;15;JAMBI;1501;150117;1501172018;0,664;BERKEMBANG
109;15;JAMBI;1501;150118;1501182001;0,7063;BERKEMBANG
110;15;JAMBI;1501;150118;1501182002;0,6057;BERKEMBANG
111;15;JAMBI;1501;150118;1501182004;0,6363;BERKEMBANG
112;15;JAMBI;1501;150118;1501182005;0,6516;BERKEMBANG
113;15;JAMBI;1501;150118;1501182006;0,6116;BERKEMBANG
114;15;JAMBI;1501;150118;1501182007;0,6556;BERKEMBANG
115;15;JAMBI;1501;150118;1501182008;0,6235;BERKEMBANG
116;15;JAMBI;1501;150118;1501182011;0,6792;BERKEMBANG
117;15;JAMBI;1501;150118;1501182012;0,6997;BERKEMBANG
118;15;JAMBI;1501;150118;1501182014;0,6202;BERKEMBANG
119;15;JAMBI;1501;150119;1501192007;0,7054;BERKEMBANG
120;15;JAMBI;1501;150120;1501202005;0,6935;BERKEMBANG
121;15;JAMBI;1501;150120;1501202006;0,7067;BERKEMBANG
122;15;JAMBI;1501;150120;1501202007;0,6902;BERKEMBANG
123;15;JAMBI;1501;150120;1501202008;0,6416;BERKEMBANG
124;15;JAMBI;1501;150120;1501202009;0,6854;BERKEMBANG
125;15;JAMBI;1501;150120;1501202010;0,6708;BERKEMBANG
126;15;JAMBI;1501;150120;1501202011;0,6394;BERKEMBANG
127;15;JAMBI;1501;150120;1501202012;0,6086;BERKEMBANG
128;15;JAMBI;1501;150120;1501202013;0,6471;BERKEMBANG
129;15;JAMBI;1501;150120;1501202014;0,6738;BERKEMBANG
130;15;JAMBI;1501;150120;1501202015;0,7032;BERKEMBANG
131;15;JAMBI;1501;150121;1501212001;0,6651;BERKEMBANG
132;15;JAMBI;1501;150121;1501212002;0,7021;BERKEMBANG
133;15;JAMBI;1501;150121;1501212007;0,6379;BERKEMBANG
134;15;JAMBI;1501;150121;1501212008;0,6363;BERKEMBANG
135;15;JAMBI;1501;150121;1501212009;0,6346;BERKEMBANG
136;15;JAMBI;1501;150121;1501212010;0,6897;BERKEMBANG
137;15;JAMBI;1501;150121;1501212011;0,677;BERKEMBANG
138;15;JAMBI;1501;150122;1501222001;0,6735;BERKEMBANG
139;15;JAMBI;1501;150122;1501222002;0,651;BERKEMBANG
140;15;JAMBI;1501;150122;1501222003;0,6416;BERKEMBANG
141;15;JAMBI;1501;150122;1501222004;0,6451;BERKEMBANG
142;15;JAMBI;1501;150122;1501222009;0,6921;BERKEMBANG
143;15;JAMBI;1501;150122;1501222012;0,6587;BERKEMBANG
144;15;JAMBI;1502;150201;1502012003;0,6356;BERKEMBANG
145;15;JAMBI;1502;150201;1502012010;0,6603;BERKEMBANG
146;15;JAMBI;1502;150201;1502012023;0,653;BERKEMBANG
147;15;JAMBI;1502;150202;1502022008;0,6521;BERKEMBANG
148;15;JAMBI;1502;150203;1502032004;0,6954;BERKEMBANG
149;15;JAMBI;1502;150203;1502032007;0,6922;BERKEMBANG
150;15;JAMBI;1502;150203;1502032008;0,7021;BERKEMBANG
151;15;JAMBI;1502;150203;1502032011;0,6125;BERKEMBANG
152;15;JAMBI;1502;150203;1502032013;0,6194;BERKEMBANG
153;15;JAMBI;1502;150203;1502032015;0,6811;BERKEMBANG
154;15;JAMBI;1502;150203;1502032016;0,6233;BERKEMBANG
155;15;JAMBI;1502;150203;1502032017;0,6495;BERKEMBANG
156;15;JAMBI;1502;150203;1502032018;0,6922;BERKEMBANG
157;15;JAMBI;1502;150203;1502032021;0,7054;BERKEMBANG
158;15;JAMBI;1502;150203;1502032027;0,634;BERKEMBANG
159;15;JAMBI;1502;150203;1502032028;0,6998;BERKEMBANG
160;15;JAMBI;1502;150203;1502032029;0,6138;BERKEMBANG
161;15;JAMBI;1502;150204;1502042007;0,6602;BERKEMBANG
162;15;JAMBI;1502;150207;1502072012;0,6692;BERKEMBANG
163;15;JAMBI;1502;150207;1502072013;0,6425;BERKEMBANG
164;15;JAMBI;1502;150208;1502082005;0,6819;BERKEMBANG
165;15;JAMBI;1502;150208;1502082007;0,7044;BERKEMBANG
166;15;JAMBI;1502;150208;1502082008;0,6943;BERKEMBANG
167;15;JAMBI;1502;150209;1502092001;0,6659;BERKEMBANG
168;15;JAMBI;1502;150209;1502092002;0,6829;BERKEMBANG
169;15;JAMBI;1502;150209;1502092004;0,6624;BERKEMBANG
170;15;JAMBI;1502;150209;1502092005;0,6917;BERKEMBANG
171;15;JAMBI;1502;150209;1502092007;0,6587;BERKEMBANG
172;15;JAMBI;1502;150209;1502092008;0,6676;BERKEMBANG
173;15;JAMBI;1502;150209;1502092009;0,6298;BERKEMBANG
174;15;JAMBI;1502;150209;1502092012;0,643;BERKEMBANG
175;15;JAMBI;1502;150209;1502092013;0,6102;BERKEMBANG
176;15;JAMBI;1502;150209;1502092014;0,6568;BERKEMBANG
177;15;JAMBI;1502;150209;1502092015;0,6644;BERKEMBANG
178;15;JAMBI;1502;150211;1502112002;0,6814;BERKEMBANG
179;15;JAMBI;1502;150211;1502112003;0,6124;BERKEMBANG
180;15;JAMBI;1502;150211;1502112004;0,6624;BERKEMBANG
181;15;JAMBI;1502;150211;1502112005;0,6606;BERKEMBANG
182;15;JAMBI;1502;150211;1502112007;0,6137;BERKEMBANG
183;15;JAMBI;1502;150214;1502142004;0,6892;BERKEMBANG
184;15;JAMBI;1502;150214;1502142005;0,6929;BERKEMBANG
185;15;JAMBI;1502;150214;1502142006;0,6794;BERKEMBANG
186;15;JAMBI;1502;150214;1502142007;0,6252;BERKEMBANG
187;15;JAMBI;1502;150218;1502182001;0,6065;BERKEMBANG
188;15;JAMBI;1502;150218;1502182002;0,6903;BERKEMBANG
189;15;JAMBI;1502;150218;1502182004;0,634;BERKEMBANG
190;15;JAMBI;1502;150218;1502182005;0,6505;BERKEMBANG
191;15;JAMBI;1502;150218;1502182006;0,6067;BERKEMBANG
192;15;JAMBI;1502;150218;1502182012;0,6541;BERKEMBANG
193;15;JAMBI;1502;150218;1502182013;0,663;BERKEMBANG
194;15;JAMBI;1502;150218;1502182014;0,6329;BERKEMBANG
195;15;JAMBI;1502;150220;1502202004;0,7041;BERKEMBANG
196;15;JAMBI;1502;150221;1502212003;0,6983;BERKEMBANG
197;15;JAMBI;1502;150221;1502212004;0,684;BERKEMBANG
198;15;JAMBI;1502;150221;1502212005;0,6614;BERKEMBANG
199;15;JAMBI;1502;150221;1502212006;0,6465;BERKEMBANG
200;15;JAMBI;1502;150223;1502232004;0,6683;BERKEMBANG
201;15;JAMBI;1502;150223;1502232005;0,6349;BERKEMBANG
202;15;JAMBI;1502;150223;1502232008;0,6283;BERKEMBANG
203;15;JAMBI;1502;150223;1502232009;0,6032;BERKEMBANG
204;15;JAMBI;1502;150223;1502232010;0,6995;BERKEMBANG
205;15;JAMBI;1502;150223;1502232013;0,6521;BERKEMBANG
206;15;JAMBI;1502;150223;1502232014;0,6443;BERKEMBANG
207;15;JAMBI;1502;150224;1502242004;0,6256;BERKEMBANG
208;15;JAMBI;1502;150224;1502242005;0,6089;BERKEMBANG
209;15;JAMBI;1502;150224;1502242006;0,6254;BERKEMBANG
210;15;JAMBI;1503;150301;1503012001;0,6844;BERKEMBANG
211;15;JAMBI;1503;150301;1503012002;0,6438;BERKEMBANG
212;15;JAMBI;1503;150301;1503012003;0,6294;BERKEMBANG
213;15;JAMBI;1503;150301;1503012005;0,6922;BERKEMBANG
214;15;JAMBI;1503;150301;1503012007;0,701;BERKEMBANG
215;15;JAMBI;1503;150301;1503012008;0,6478;BERKEMBANG
216;15;JAMBI;1503;150301;1503012009;0,6267;BERKEMBANG
217;15;JAMBI;1503;150301;1503012010;0,6849;BERKEMBANG
218;15;JAMBI;1503;150301;1503012012;0,6752;BERKEMBANG
219;15;JAMBI;1503;150301;1503012013;0,6543;BERKEMBANG
220;15;JAMBI;1503;150301;1503012014;0,6768;BERKEMBANG
221;15;JAMBI;1503;150301;1503012015;0,6025;BERKEMBANG
222;15;JAMBI;1503;150301;1503012017;0,6949;BERKEMBANG
223;15;JAMBI;1503;150301;1503012018;0,6586;BERKEMBANG
224;15;JAMBI;1503;150301;1503012019;0,6641;BERKEMBANG
225;15;JAMBI;1503;150301;1503012020;0,6103;BERKEMBANG
226;15;JAMBI;1503;150301;1503012021;0,6029;BERKEMBANG
227;15;JAMBI;1503;150302;1503022006;0,6978;BERKEMBANG
228;15;JAMBI;1503;150302;1503022007;0,6719;BERKEMBANG
229;15;JAMBI;1503;150302;1503022008;0,6475;BERKEMBANG
230;15;JAMBI;1503;150302;1503022009;0,6637;BERKEMBANG
231;15;JAMBI;1503;150302;1503022013;0,5994;BERKEMBANG
232;15;JAMBI;1503;150302;1503022014;0,6383;BERKEMBANG
233;15;JAMBI;1503;150302;1503022017;0,6703;BERKEMBANG
234;15;JAMBI;1503;150302;1503022018;0,6727;BERKEMBANG
235;15;JAMBI;1503;150302;1503022022;0,7071;BERKEMBANG
236;15;JAMBI;1503;150303;1503032024;0,6819;BERKEMBANG
237;15;JAMBI;1503;150304;1503042001;0,6783;BERKEMBANG
238;15;JAMBI;1503;150304;1503042003;0,6565;BERKEMBANG
239;15;JAMBI;1503;150304;1503042004;0,646;BERKEMBANG
240;15;JAMBI;1503;150304;1503042009;0,6517;BERKEMBANG
241;15;JAMBI;1503;150304;1503042010;0,704;BERKEMBANG
242;15;JAMBI;1503;150304;1503042011;0,6105;BERKEMBANG
243;15;JAMBI;1503;150304;1503042020;0,6235;BERKEMBANG
244;15;JAMBI;1503;150304;1503042021;0,6144;BERKEMBANG
245;15;JAMBI;1503;150304;1503042022;0,6998;BERKEMBANG
246;15;JAMBI;1503;150305;1503052001;0,6011;BERKEMBANG
247;15;JAMBI;1503;150305;1503052003;0,65;BERKEMBANG
248;15;JAMBI;1503;150305;1503052005;0,6243;BERKEMBANG
249;15;JAMBI;1503;150305;1503052006;0,6813;BERKEMBANG
250;15;JAMBI;1503;150305;1503052007;0,6924;BERKEMBANG
251;15;JAMBI;1503;150305;1503052017;0,6983;BERKEMBANG
252;15;JAMBI;1503;150305;1503052021;0,6457;BERKEMBANG
253;15;JAMBI;1503;150305;1503052023;0,666;BERKEMBANG
254;15;JAMBI;1503;150306;1503062002;0,6908;BERKEMBANG
255;15;JAMBI;1503;150306;1503062004;0,6798;BERKEMBANG
256;15;JAMBI;1503;150306;1503062005;0,6905;BERKEMBANG
257;15;JAMBI;1503;150306;1503062006;0,6013;BERKEMBANG
258;15;JAMBI;1503;150306;1503062007;0,6771;BERKEMBANG
259;15;JAMBI;1503;150306;1503062009;0,7067;BERKEMBANG
260;15;JAMBI;1503;150306;1503062010;0,6843;BERKEMBANG
261;15;JAMBI;1503;150306;1503062011;0,639;BERKEMBANG
262;15;JAMBI;1503;150306;1503062012;0,6898;BERKEMBANG
263;15;JAMBI;1503;150306;1503062013;0,6765;BERKEMBANG
264;15;JAMBI;1503;150306;1503062020;0,687;BERKEMBANG
265;15;JAMBI;1503;150306;1503062021;0,6911;BERKEMBANG
266;15;JAMBI;1503;150306;1503062028;0,6611;BERKEMBANG
267;15;JAMBI;1503;150307;1503072001;0,7019;BERKEMBANG
268;15;JAMBI;1503;150307;1503072003;0,6979;BERKEMBANG
269;15;JAMBI;1503;150307;1503072004;0,6903;BERKEMBANG
270;15;JAMBI;1503;150307;1503072005;0,6821;BERKEMBANG
271;15;JAMBI;1503;150308;1503082003;0,6429;BERKEMBANG
272;15;JAMBI;1503;150308;1503082007;0,6724;BERKEMBANG
273;15;JAMBI;1503;150308;1503082010;0,624;BERKEMBANG
274;15;JAMBI;1503;150308;1503082013;0,6913;BERKEMBANG
275;15;JAMBI;1503;150308;1503082014;0,7003;BERKEMBANG
276;15;JAMBI;1503;150308;1503082015;0,6475;BERKEMBANG
277;15;JAMBI;1503;150310;1503102007;0,6448;BERKEMBANG
278;15;JAMBI;1503;150310;1503102008;0,6302;BERKEMBANG
279;15;JAMBI;1503;150310;1503102010;0,6602;BERKEMBANG
280;15;JAMBI;1503;150311;1503112001;0,6468;BERKEMBANG
281;15;JAMBI;1503;150311;1503112003;0,6895;BERKEMBANG
282;15;JAMBI;1503;150311;1503112006;0,6871;BERKEMBANG
283;15;JAMBI;1503;150311;1503112007;0,7011;BERKEMBANG
284;15;JAMBI;1503;150311;1503112010;0,6087;BERKEMBANG
285;15;JAMBI;1504;150402;1504022004;0,6278;BERKEMBANG
286;15;JAMBI;1504;150402;1504022009;0,696;BERKEMBANG
287;15;JAMBI;1504;150406;1504062001;0,6505;BERKEMBANG
288;15;JAMBI;1504;150406;1504062006;0,7062;BERKEMBANG
289;15;JAMBI;1504;150406;1504062015;0,6973;BERKEMBANG
290;15;JAMBI;1504;150406;1504062016;0,693;BERKEMBANG
291;15;JAMBI;1505;150502;1505022002;0,7071;BERKEMBANG
292;15;JAMBI;1505;150502;1505022012;0,6894;BERKEMBANG
293;15;JAMBI;1505;150503;1505032001;0,6656;BERKEMBANG
294;15;JAMBI;1505;150503;1505032002;0,621;BERKEMBANG
295;15;JAMBI;1505;150503;1505032003;0,6625;BERKEMBANG
296;15;JAMBI;1505;150503;1505032004;0,657;BERKEMBANG
297;15;JAMBI;1505;150503;1505032005;0,6537;BERKEMBANG
298;15;JAMBI;1505;150503;1505032007;0,6259;BERKEMBANG
299;15;JAMBI;1505;150503;1505032009;0,6498;BERKEMBANG
300;15;JAMBI;1505;150503;1505032010;0,6544;BERKEMBANG
301;15;JAMBI;1505;150503;1505032011;0,6598;BERKEMBANG
302;15;JAMBI;1505;150503;1505032013;0,6692;BERKEMBANG
303;15;JAMBI;1505;150503;1505032014;0,6968;BERKEMBANG
304;15;JAMBI;1505;150503;1505032016;0,6749;BERKEMBANG
305;15;JAMBI;1505;150503;1505032018;0,687;BERKEMBANG
306;15;JAMBI;1505;150503;1505032019;0,6371;BERKEMBANG
307;15;JAMBI;1505;150504;1505042017;0,6438;BERKEMBANG
308;15;JAMBI;1505;150504;1505042018;0,707;BERKEMBANG
309;15;JAMBI;1505;150504;1505042019;0,7011;BERKEMBANG
310;15;JAMBI;1505;150505;1505052002;0,6738;BERKEMBANG
311;15;JAMBI;1505;150505;1505052003;0,7003;BERKEMBANG
312;15;JAMBI;1505;150505;1505052004;0,7013;BERKEMBANG
313;15;JAMBI;1505;150505;1505052010;0,7056;BERKEMBANG
314;15;JAMBI;1505;150505;1505052011;0,7022;BERKEMBANG
315;15;JAMBI;1505;150505;1505052012;0,6697;BERKEMBANG
316;15;JAMBI;1505;150505;1505052018;0,6733;BERKEMBANG
317;15;JAMBI;1505;150506;1505062002;0,6924;BERKEMBANG
318;15;JAMBI;1505;150506;1505062004;0,706;BERKEMBANG
319;15;JAMBI;1505;150506;1505062008;0,6967;BERKEMBANG
320;15;JAMBI;1505;150506;1505062009;0,6803;BERKEMBANG
321;15;JAMBI;1505;150506;1505062010;0,689;BERKEMBANG
322;15;JAMBI;1505;150506;1505062011;0,6506;BERKEMBANG
323;15;JAMBI;1505;150506;1505062012;0,6568;BERKEMBANG
324;15;JAMBI;1505;150506;1505062014;0,6049;BERKEMBANG
325;15;JAMBI;1505;150506;1505062015;0,6533;BERKEMBANG
326;15;JAMBI;1505;150506;1505062017;0,6367;BERKEMBANG
327;15;JAMBI;1505;150506;1505062018;0,67;BERKEMBANG
328;15;JAMBI;1505;150508;1505082003;0,7024;BERKEMBANG
329;15;JAMBI;1505;150508;1505082004;0,704;BERKEMBANG
330;15;JAMBI;1505;150508;1505082015;0,7041;BERKEMBANG
331;15;JAMBI;1505;150509;1505092001;0,6997;BERKEMBANG
332;15;JAMBI;1505;150509;1505092002;0,6925;BERKEMBANG
333;15;JAMBI;1505;150509;1505092003;0,6737;BERKEMBANG
334;15;JAMBI;1505;150509;1505092004;0,6817;BERKEMBANG
335;15;JAMBI;1505;150509;1505092005;0,6721;BERKEMBANG
336;15;JAMBI;1505;150509;1505092006;0,6816;BERKEMBANG
337;15;JAMBI;1505;150509;1505092007;0,6902;BERKEMBANG
338;15;JAMBI;1505;150509;1505092008;0,656;BERKEMBANG
339;15;JAMBI;1505;150509;1505092010;0,6395;BERKEMBANG
340;15;JAMBI;1505;150509;1505092011;0,6762;BERKEMBANG
341;15;JAMBI;1505;150510;1505102002;0,6925;BERKEMBANG
342;15;JAMBI;1505;150510;1505102003;0,6989;BERKEMBANG
343;15;JAMBI;1505;150510;1505102004;0,6537;BERKEMBANG
344;15;JAMBI;1505;150510;1505102005;0,696;BERKEMBANG
345;15;JAMBI;1505;150510;1505102007;0,7021;BERKEMBANG
346;15;JAMBI;1505;150510;1505102008;0,6595;BERKEMBANG
347;15;JAMBI;1505;150510;1505102010;0,6775;BERKEMBANG
348;15;JAMBI;1505;150511;1505112005;0,676;BERKEMBANG
349;15;JAMBI;1505;150511;1505112006;0,6594;BERKEMBANG
350;15;JAMBI;1505;150511;1505112007;0,6889;BERKEMBANG
351;15;JAMBI;1505;150511;1505112008;0,6876;BERKEMBANG
352;15;JAMBI;1505;150511;1505112010;0,6652;BERKEMBANG
353;15;JAMBI;1506;150601;1506012001;0,6444;BERKEMBANG
354;15;JAMBI;1506;150601;1506012002;0,6295;BERKEMBANG
355;15;JAMBI;1506;150601;1506012003;0,6019;BERKEMBANG
356;15;JAMBI;1506;150601;1506012004;0,6702;BERKEMBANG
357;15;JAMBI;1506;150601;1506012006;0,656;BERKEMBANG
358;15;JAMBI;1506;150601;1506012019;0,697;BERKEMBANG
359;15;JAMBI;1506;150601;1506012020;0,6217;BERKEMBANG
360;15;JAMBI;1506;150601;1506012021;0,6686;BERKEMBANG
361;15;JAMBI;1506;150602;1506022003;0,6517;BERKEMBANG
362;15;JAMBI;1506;150602;1506022014;0,6797;BERKEMBANG
363;15;JAMBI;1506;150603;1506032006;0,7017;BERKEMBANG
364;15;JAMBI;1506;150603;1506032007;0,6792;BERKEMBANG
365;15;JAMBI;1506;150603;1506032008;0,6465;BERKEMBANG
366;15;JAMBI;1506;150603;1506032012;0,6214;BERKEMBANG
367;15;JAMBI;1506;150603;1506032013;0,6143;BERKEMBANG
368;15;JAMBI;1506;150603;1506032014;0,6303;BERKEMBANG
369;15;JAMBI;1506;150603;1506032015;0,6444;BERKEMBANG
370;15;JAMBI;1506;150603;1506032016;0,6479;BERKEMBANG
371;15;JAMBI;1506;150603;1506032017;0,6238;BERKEMBANG
372;15;JAMBI;1506;150603;1506032018;0,6589;BERKEMBANG
373;15;JAMBI;1506;150603;1506032019;0,6329;BERKEMBANG
374;15;JAMBI;1506;150603;1506032020;0,624;BERKEMBANG
375;15;JAMBI;1506;150604;1506042008;0,6306;BERKEMBANG
376;15;JAMBI;1506;150604;1506042010;0,6648;BERKEMBANG
377;15;JAMBI;1506;150604;1506042011;0,6746;BERKEMBANG
378;15;JAMBI;1506;150604;1506042012;0,6511;BERKEMBANG
379;15;JAMBI;1506;150604;1506042014;0,6721;BERKEMBANG
380;15;JAMBI;1506;150605;1506052005;0,6311;BERKEMBANG
381;15;JAMBI;1506;150605;1506052008;0,6292;BERKEMBANG
382;15;JAMBI;1506;150605;1506052020;0,6425;BERKEMBANG
383;15;JAMBI;1506;150606;1506062005;0,6592;BERKEMBANG
384;15;JAMBI;1506;150606;1506062008;0,6443;BERKEMBANG
385;15;JAMBI;1506;150607;1506072004;0,6698;BERKEMBANG
386;15;JAMBI;1506;150607;1506072006;0,6521;BERKEMBANG
387;15;JAMBI;1506;150607;1506072007;0,7021;BERKEMBANG
388;15;JAMBI;1506;150607;1506072008;0,599;BERKEMBANG
389;15;JAMBI;1506;150607;1506072009;0,6063;BERKEMBANG
390;15;JAMBI;1506;150607;1506072010;0,6706;BERKEMBANG
391;15;JAMBI;1506;150607;1506072011;0,666;BERKEMBANG
392;15;JAMBI;1506;150608;1506082002;0,6424;BERKEMBANG
393;15;JAMBI;1506;150608;1506082007;0,6865;BERKEMBANG
394;15;JAMBI;1506;150608;1506082008;0,6625;BERKEMBANG
395;15;JAMBI;1506;150608;1506082009;0,6719;BERKEMBANG
396;15;JAMBI;1506;150608;1506082010;0,6667;BERKEMBANG
397;15;JAMBI;1506;150610;1506102002;0,6179;BERKEMBANG
