id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kode_kelurahan_desa;koperasi;tanggal_badan_hukum;aktif;bentuk_koperasi;jenis_koperasi;kelompok_koperasi;sektor_usaha;klasifikasi;kesehatan;anggota_pria;anggota_wanita;tahun_industri_usaha;tahun
501;15;JAMBI;1502;150221;1502212001;Koperasi Manunggal Rasa;26/03/2003;TRUE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;14;10;2020;2023
502;15;JAMBI;1502;150221;1502122002;Koperasi Suka Jaya;04/11/2004;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
503;15;JAMBI;1502;150222;1502182010;Koperasi Pemasaran Usaha Bersama Tuntas;29/01/2018;TRUE;Primer Kabupaten/Kota;Pemasaran;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
504;15;JAMBI;1502;150222;1502222001;Koperasi Karyawan Citra Mandiri;27/02/2007;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;JASA LAINNYA;-;-;0;0;-;2023
505;15;JAMBI;1502;150222;1502222001;KOPERASI PRODUSEN PERIKANAN TIRTA BUDAYAN;22/04/2020;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INDUSTRI PENGOLAHAN;-;-;0;0;-;2023
506;15;JAMBI;1502;150222;0;Koperasi Pondok Pesantren Darul Fiqhi;30/03/2009;FALSE;Primer Kabupaten/Kota;Konsumen;Koppontren;JASA LAINNYA;-;-;0;0;-;2023
507;15;JAMBI;1502;150222;1502182010;Koperasi HarapaBaru;17/11/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
508;15;JAMBI;1502;150222;1502222005;Koperasi Bintang Muda Mandiri;27/04/2009;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
509;15;JAMBI;1502;150220;1502202004;KOPERASI PEMASARAN HARAPAN MAKMUR PLASMA;21/01/2022;TRUE;Primer Kabupaten/Kota;Pemasaran;Kop. Lainnya;PERKEBUNAN BUAH KELAPA SAWIT;-;-;0;0;-;2023
510;15;JAMBI;1502;150220;1502202003;Koperasi Cahaya Baru;03/11/2009;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
511;15;JAMBI;1502;150220;1502202003;Koperasi Unit Desa Suka Pembangunan;22/08/1994;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
512;15;JAMBI;1502;150220;1502202001;Koperasi Dua Puluh Dua Satu;29/09/2014;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
513;15;JAMBI;1502;150220;1502202001;Koperasi Simpan Pinjam Putra Jaya;09/07/2013;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
514;15;JAMBI;1502;150220;1502202001;Koperasi Sulthon Fattah;27/04/2011;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
515;15;JAMBI;1502;150220;1502202001;KOPERASI PRODUSEN UNIT DESA KELUARGA TANI;30/11/1982;TRUE;Primer Kabupaten/Kota;Produsen;KUD;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
516;15;JAMBI;1502;150220;1502182011;Koperasi Unit Desa Sidodadi;13/06/1995;FALSE;Primer Kabupaten/Kota;Produsen;KUD;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
517;15;JAMBI;1502;150219;1502192001;Koperasi Sentra Peternakan Rakyat Suka Maju (Ksprsm);14/04/2019;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
518;15;JAMBI;1502;150219;1502192003;Koperasi Unit Desa Sumber Jaya;13/10/1995;TRUE;Primer Kabupaten/Kota;Produsen;KUD;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
519;15;JAMBI;1502;150219;1502192004;Koperasi Unit Desa Tani Maju;01/01/1996;FALSE;Primer Kabupaten/Kota;Produsen;KUD;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
520;15;JAMBI;1502;150219;1502192004;Koperasi Usaha Karya Muda;16/05/2005;TRUE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Serba Usaha;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
521;15;JAMBI;1502;150219;1502192001;Koperasi Mekar Sari;28/04/2009;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
522;15;JAMBI;1502;150219;1502192001;Koperasi Unit Desa Rukun Makmur;01/01/2003;FALSE;Primer Kabupaten/Kota;Produsen;KUD;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
523;15;JAMBI;1502;150219;1502192002;Koperasi Simpan Pinjam Mirasa;20/05/2003;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
524;15;JAMBI;1502;150219;1502192002;Koperasi Unit Desa Dharma Bhakti;17/04/2003;TRUE;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;2023
525;15;JAMBI;1502;150224;1502242001;Koperasi Renah Gambir;02/02/2000;FALSE;Primer Kabupaten/Kota;Produsen;KUD;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
526;15;JAMBI;1502;150224;0;Koperasi Unit Desa Taman Jaya;01/01/1996;FALSE;Primer Kabupaten/Kota;Produsen;KUD;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
527;15;JAMBI;1502;150224;1502242006;Koperasi Sakai Mandiri;09/08/2009;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
528;15;JAMBI;1502;150224;1502242003;Koperasi Serba Usaha Beringin Mulya;02/09/2003;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;2023
529;15;JAMBI;1502;150224;1502242003;Koperasi Beringin Sejati;30/01/2008;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
530;15;JAMBI;1502;150224;1502242003;Koperasi Beringin Amanah Sejahtera;19/06/2019;TRUE;Primer Kabupaten/Kota;Pemasaran;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
531;15;JAMBI;1502;150208;1502082003;Koperasi Karyawan Aditya Sejahtera;18/01/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
532;15;JAMBI;1502;150208;1502082003;Koperasi Unit Desa Bina Karya;18/01/1984;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
533;15;JAMBI;1502;150208;1502082003;Koperasi Mitra Mandiri;04/11/2010;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;JASA KEUANGAN DAN ASURANSI;-;-;16;9;2022;2023
534;15;JAMBI;1502;150208;1502082003;Koperasi Miduk Jaya;09/08/2009;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
535;15;JAMBI;1502;150208;1502082006;Koperasi Unit Desa Tani Makmur;14/10/1986;FALSE;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
536;15;JAMBI;1502;150208;1502082006;Koperasi Wanita Sri Kandi;08/04/2008;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Wanita;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;2023
537;15;JAMBI;1502;150208;1502082001;KOPERASI SIMPAN PINJAM SARANA MAKMUR;19/05/2004;TRUE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;423;215;2022;2023
538;15;JAMBI;1502;150208;1502082001;Koperasi Sekunder Karber;03/06/2003;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
539;15;JAMBI;1502;150208;1502082001;KOPERASI PRODUSEN SARANA MAKMUR;30/08/1995;FALSE;Primer Kabupaten/Kota;Produsen;KUD;PERKEBUNAN BUAH KELAPA SAWIT;-;-;0;0;-;2023
540;15;JAMBI;1502;150208;1502082004;Koperasi Unit Desa Bina Usaha;05/05/2003;FALSE;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;2023
541;15;JAMBI;1502;150208;1502082002;KOPERASI PRODUSEN HITAM JAYA;24/10/1983;TRUE;Primer Kabupaten/Kota;Produsen;KUD;PERKEBUNAN BUAH KELAPA SAWIT;-;-;757;86;2022;2023
542;15;JAMBI;1502;150208;1502082004;Koperasi Unit Desa Usaha Jaya;31/08/1995;FALSE;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;2023
543;15;JAMBI;1502;150208;1502082005;KOPERASI JASA ANUGERAH MAJU JAYA BERSAMA;27/03/2023;TRUE;Primer Kabupaten/Kota;Jasa;Kop. Lainnya;PERDAGANGAN BESAR BUAH YANG MENGANDUNG MINYAK;-;-;0;0;-;2023
544;15;JAMBI;1502;150208;1502082005;KOPERASI PRODUSEN TANJUNG SEHATI LESTARI;25/07/2023;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
545;15;JAMBI;1502;150208;1502082007;KOPERASI PRODUSEN KUD BANGUN MULYO;01/09/2008;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;PERDAGANGAN BESAR BUAH YANG MENGANDUNG MINYAK;-;-;0;0;-;2023
546;15;JAMBI;1502;150208;1502152004;Koperasi Pegawai Negeri Permata;27/04/2005;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
547;15;JAMBI;1502;150223;1502232002;Koperasi Unit Desa Bintang Lima;28/08/1995;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Angkatan Darat;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
548;15;JAMBI;1502;150223;1502232002;Koperasi Pondok Pesantren Almunawaroh;01/11/2003;FALSE;Primer Kabupaten/Kota;Konsumen;Koppontren;JASA LAINNYA;-;-;0;0;-;2023
549;15;JAMBI;1502;150223;1502232001;Koperasi Serba Usaha Matahari Tabir;30/03/2009;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;JASA LAINNYA;-;-;0;0;-;2023
550;15;JAMBI;1502;150223;1502232001;Koperasi Unit Desa Bintang Tabir;30/11/1999;FALSE;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;2023
551;15;JAMBI;1502;150223;1502232001;Koperasi Unit Desa Mekar Jaya;21/12/2009;FALSE;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;2023
552;15;JAMBI;1502;150223;1502232007;Koperasi Unit Desa Bukit Pintu Koto;06/07/2005;FALSE;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;2023
553;15;JAMBI;1502;150223;1502232005;Koperasi Mitra Tani Sejahtera;19/09/2007;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
554;15;JAMBI;1502;150223;1502232006;Koperasi Telentam Mineral;03/11/2009;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
555;15;JAMBI;1502;150223;1502232006;Koperasi Telentam Limo Sakato;15/01/2019;FALSE;Primer Kabupaten/Kota;Jasa;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
556;15;JAMBI;1502;150223;1502232006;KOPERASI PRODUSEN MITRA PLASMA SEJATI;23/12/2021;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
557;15;JAMBI;1502;150223;1502232004;Koperasi Batang Kidul Mandiri;15/06/2009;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
558;15;JAMBI;1502;150223;1502232003;Koperasi Makmur Sentosa;23/02/2011;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
559;15;JAMBI;1502;150209;1502092009;Koperasi Pertanian Sepakat;23/06/1999;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
560;15;JAMBI;1502;150209;1502092001;Koperasi BKT Permata;07/03/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;2023
561;15;JAMBI;1502;150209;1502092007;Koperasi Batu Ampar Center;14/11/2007;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
562;15;JAMBI;1502;150209;1502092002;Koperasi Berugo Prima;20/06/2005;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
563;15;JAMBI;1502;150209;1502092003;Koperasi Sigindo Kuning;20/10/2003;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
564;15;JAMBI;1502;150209;1502092003;KOPERASI PRODUSEN PETANI INDONESIA MERANGIN;31/03/2020;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
565;15;JAMBI;1502;150209;1502092011;Koperasi Sinar Mulya;11/10/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;2023
566;15;JAMBI;1502;150209;0;Koperasi Pegawai Negeri Bina Usaha;30/04/2008;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
567;15;JAMBI;1503;150301;0;Koperasi Wahana Tani;11/04/1996;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
568;15;JAMBI;1503;150301;0;Koperasi Unit Desa Sekeladi;05/08/1996;TRUE;Primer Kabupaten/Kota;Produsen;KUD;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
569;15;JAMBI;1503;150301;1503012018;Koperasi Serba Usaha Sinar Kukup;06/03/2003;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;2023
570;15;JAMBI;1503;150301;1503012011;Koperasi Unit Desa Berdikari;23/01/2003;TRUE;Primer Kabupaten/Kota;Produsen;KUD;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
571;15;JAMBI;1503;150301;0;Koperasi Sumber Rezeki;17/05/2005;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
572;15;JAMBI;1503;150301;1503012014;Koperasi Unit Desa Nilam Sari;14/10/2002;TRUE;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;2023
573;15;JAMBI;1503;150301;1503012010;Koperasi Bukit Tempurung;10/02/2008;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
574;15;JAMBI;1503;150301;1503012003;Koperasi Bukit Papajn Jaya;01/07/2013;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
575;15;JAMBI;1503;150301;1503012016;Koperasi Permata Alam Jaya;25/03/2013;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
576;15;JAMBI;1503;150301;1503012010;KOPERASI PEMASARAN BUKIT TEMPURUNG AGROFORESTRY;27/09/2023;TRUE;Primer Kabupaten/Kota;Pemasaran;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
577;15;JAMBI;1503;150302;1503022005;Koperasi Unit Desa Harapan Kita;17/10/1995;TRUE;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
578;15;JAMBI;1503;150302;1503022005;Koperasi Pegawai Jaya Makmur;15/02/1996;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
579;15;JAMBI;1503;150302;1503022007;Koperasi Unit Desa Tiga Saudara;03/12/1998;TRUE;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
580;15;JAMBI;1503;150302;1503022009;Koperasi Tunas Harapan;04/10/2002;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Peternakan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
581;15;JAMBI;1503;150302;1503022012;Koperasi Mekar Makmur;07/08/2001;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
582;15;JAMBI;1503;150302;1503022008;Koperasi Unit Desa Setia Usaha;20/11/1995;TRUE;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;2023
583;15;JAMBI;1503;150302;1503022005;Koperasi Wanita Perdana;16/04/2006;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA LAINNYA;-;-;0;0;-;2023
584;15;JAMBI;1503;150302;0;Koperasi Unit Desa Makarti Jaya;21/01/2003;FALSE;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;2023
585;15;JAMBI;1503;150302;1503022014;Koperasi Tunas Baru;21/03/2005;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
586;15;JAMBI;1503;150302;1503022008;Koperasi Suka Damai;19/01/2006;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
587;15;JAMBI;1503;150302;1503022009;Koperasi Usaha Bersatau;08/04/2006;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
588;15;JAMBI;1503;150302;1503022013;Koperasi Damai Sejahtera Abadi;10/12/2007;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
589;15;JAMBI;1503;150302;1503022008;Koperasi Limun Jaya;24/12/2008;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
590;15;JAMBI;1503;150302;1503022017;Koperasi Mensao Sakti;17/11/2009;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
591;15;JAMBI;1503;150302;1503022022;Koperasi Bumi Mandiri;30/04/2010;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
592;15;JAMBI;1503;150302;0;Koperasi Limun Sawit Sejahtera;18/09/2019;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
593;15;JAMBI;1503;150302;1503022013;Koperasi Sepakat Sukse Bersama;02/03/2015;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
594;15;JAMBI;1503;150302;1503022005;JAYA MAKMUR;15/02/1996;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
595;15;JAMBI;1503;150302;1503022006;Koperasi Talang Bersatu;16/11/2011;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
596;15;JAMBI;1503;150302;1503022006;Koperasi Unit Desa Masurai;25/02/1994;TRUE;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
597;15;JAMBI;1503;150303;0;Koperasi Bina Tani;10/10/2001;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
598;15;JAMBI;1503;150303;1503031016;Koperasi Unit Desa Cahaya Baru;01/07/2003;TRUE;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
599;15;JAMBI;1503;150303;1503032002;Koperasi Pegawai Negeri Karya Sejahtera;29/09/1996;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
600;15;JAMBI;1503;150303;1503031025;Koperasi Rumpun Penyuluh;10/01/2012;TRUE;Primer Kabupaten/Kota;Jasa;Kop. Pertanian;JASA LAINNYA;-;-;0;0;-;2023
601;15;JAMBI;1503;150303;1503031025;Koperasi Alam Berajo;03/12/1999;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
602;15;JAMBI;1503;150303;1503031016;Koperasi Gunung Kembang;02/02/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
603;15;JAMBI;1503;150303;1503032004;Koperasi Unit Desa Keluarga Sejahtera;17/04/2002;TRUE;Primer Kabupaten/Kota;Konsumen;KUD;JASA LAINNYA;-;-;0;0;-;2023
604;15;JAMBI;1503;150303;1503031016;Koperasi Mega Gotong Royong;30/09/2001;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
605;15;JAMBI;1503;150303;0;Koperasi Mekar Sari;17/06/1999;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
606;15;JAMBI;1503;150303;1503032014;Koperasi Serumpun Jaya;24/04/1999;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
607;15;JAMBI;1503;150303;1503032014;Koperasi Tunas Mandiri;12/04/2012;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
608;15;JAMBI;1503;150303;1503031026;Koperasi Pegawai Negeri Melati;10/10/1995;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
609;15;JAMBI;1503;150303;1503031001;Koperasi Pegawai Negeri Mitra Manunggal;16/09/1996;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
610;15;JAMBI;1503;150303;1503031016;Koperasi Tuah Saiyo;12/04/2012;TRUE;Primer Kabupaten/Kota;Jasa;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
611;15;JAMBI;1503;150303;1503031025;Koperasi Pegawai Negeri Pemkasa (Pemda);30/06/2001;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
612;15;JAMBI;1503;150303;1503031025;Koperasi Pegawai Negeri Mitra Pendapatan Mandiri;06/05/2012;TRUE;Primer Kabupaten/Kota;Jasa;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
613;15;JAMBI;1503;150303;1503031016;Koperasi Simpan Pinjam Tuah Sekato;11/11/1998;TRUE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
614;15;JAMBI;1503;150303;1503031016;Koperasi Pegawai Negeri Tut Wuri Handayani;13/06/1994;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
615;15;JAMBI;1503;150303;1503031025;Koperasi Sarolangun Jaya;20/12/2012;TRUE;Primer Kabupaten/Kota;Jasa;Kop. Lainnya;TRANSPORTASI DAN PERGUDANGAN;-;-;0;0;-;2023
616;15;JAMBI;1503;150303;1503031019;Koperasi Serba Usaha Usaha Karya;29/03/2006;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;2023
617;15;JAMBI;1503;150303;1503032004;Koperasi Perkebunan Panti Jaya Sawit;31/12/2008;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;JASA LAINNYA;-;-;0;0;-;2023
618;15;JAMBI;1503;150303;1503031025;Koperasi Pegawai Negeri Bappeda;23/07/2003;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
619;15;JAMBI;1503;150303;1503031016;Koperasi Cipta Persada;29/07/2008;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
620;15;JAMBI;1503;150303;1503031026;Koperasi Jasa Persada Mas;16/01/2008;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Peternakan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
621;15;JAMBI;1503;150303;1503032002;Koperasi Putra Andalan Naenggolan;16/04/2013;TRUE;Primer Kabupaten/Kota;Jasa;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
622;15;JAMBI;1503;150303;1503031026;Koperasi Pondok Pesantren Al-Hidayah;12/01/2004;TRUE;Primer Kabupaten/Kota;Konsumen;Koppontren;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
623;15;JAMBI;1503;150303;0;Koperasi Pondok Pesantren Salaful Muhammad Jering;27/03/1999;TRUE;Primer Kabupaten/Kota;Konsumen;Koppontren;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
624;15;JAMBI;1503;150303;1503032005;Koperasi Pertanian Bina Karya Mandiri;30/06/2005;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
