id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kode_kelurahan_desa;koperasi;tanggal_badan_hukum;aktif;bentuk_koperasi;jenis_koperasi;kelompok_koperasi;sektor_usaha;klasifikasi;kesehatan;anggota_pria;anggota_wanita;tahun_industri_usaha;tahun
1518;15;JAMBI;1505;150502;1505021010;Koperasi Bina Mitra Usaha;01/01/2007;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
1519;15;JAMBI;1505;150502;1505021010;Koperasi Simpan Pinjam Karya Husada;19/09/2007;FALSE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
1520;15;JAMBI;1505;150502;1505021010;KOPERASI PRIMA MITRA;07/06/2005;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1521;15;JAMBI;1505;150502;1505021010;Koperasi Mandiri;01/01/2007;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
1522;15;JAMBI;1505;150502;1505021010;Koperasi Mukti Tama;25/05/2004;FALSE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
1523;15;JAMBI;1505;150502;1505021010;KOPERASI BERKAH USAHA;12/10/2005;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1524;15;JAMBI;1505;150502;1505021010;Koperasi Unit Desa Akso Dano;07/02/1978;TRUE;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
1525;15;JAMBI;1505;150502;1505021010;Koperasi Pegawai Negeri Banwasda;10/04/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
1526;15;JAMBI;1505;150502;1505021010;Koperasi Pegawai Negeri Dipenda;06/09/1989;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
1527;15;JAMBI;1505;150502;1505021010;Koperasi Perkebunan MITRA LESTARI;07/08/2004;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
1528;15;JAMBI;1505;150502;1505021010;Koperasi Karya Mandiri;16/09/2002;TRUE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;Cukup Berkualitas (CB);Cukup Sehat;25;15;2022;2023
1529;15;JAMBI;1505;150502;1505021010;Koperasi Pegawai Negeri Suka Maju;09/06/1989;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
1530;15;JAMBI;1505;150502;1505021010;KOPERASI KONSUMEN KONI MUARO JAMBI MANDIRI;03/09/2020;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;PENYEDIAAN MINUMAN KELILING/TEMPAT TIDAK TETAP;-;-;0;0;-;2023
1531;15;JAMBI;1505;150508;1505062017;Koperasi Mulya Indah;07/04/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
1532;15;JAMBI;1505;150508;1505082005;Koperasi Wanita Pengrajin Batu Bata Sido Muncul;28/12/2007;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA LAINNYA;-;-;0;0;-;2023
1533;15;JAMBI;1505;150508;1505082005;Koperasi Usaha Tani;16/06/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1534;15;JAMBI;1505;150508;1505082005;Koperasi Unit Desa Semoga Bahagia;15/05/1990;FALSE;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
1535;15;JAMBI;1505;150508;1505082005;Koperasi Pondok Pesantren An-Nur;19/09/2002;TRUE;Primer Kabupaten/Kota;Konsumen;Koppontren;JASA LAINNYA;-;-;0;0;-;2023
1536;15;JAMBI;1505;150508;1505082005;Koperasi Wanita Sejahtera;19/09/2007;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA LAINNYA;-;-;0;0;-;2023
1537;15;JAMBI;1505;150508;1505082005;KOPERASI PRODUSEN BUMI AYU AGUNG;05/07/2023;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1538;15;JAMBI;1505;150508;1505082010;Koperasi Sumber Jaya;25/03/2009;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1539;15;JAMBI;1505;150508;1505082010;Koperasi Sinar Harapan;31/01/2007;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1540;15;JAMBI;1505;150508;1505082010;Koperasi Unit Desa Manggar Jaya;31/12/1991;TRUE;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;Cukup Berkualitas (CB);Cukup Sehat;600;191;-;2023
1541;15;JAMBI;1505;150508;1505082010;Koperasi Karyawan Palm Sejahtera;20/12/1997;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;JASA LAINNYA;-;-;0;0;-;2023
1542;15;JAMBI;1505;150508;1505082007;Koperasi Karyawan Mitra Petaling Mandraguna;17/12/2018;TRUE;Primer Kabupaten/Kota;Konsumen;Kopkar;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
1543;15;JAMBI;1505;150508;1505082007;Koperasi Maju Bersama;13/11/2000;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;Cukup Berkualitas (CB);Cukup Sehat;3600;100;2021;2023
1544;15;JAMBI;1505;150508;1505082005;Koperasi Wanita Karya Bersama;18/12/2006;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA KEUANGAN DAN ASURANSI;Cukup Berkualitas (CB);Cukup Sehat;0;112;2020;2023
1545;15;JAMBI;1505;150508;1505082007;KOPERASI PRODUSEN PERISAI SINAR JAYA SUNGAI GELAM;08/06/2005;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1546;15;JAMBI;1505;150508;1505082007;Koperasi Sunan Jaya;19/03/2009;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1547;15;JAMBI;1505;150508;1505082007;Koperasi Bina Tani Mandiri;16/07/2013;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1548;15;JAMBI;1505;150508;1505082007;Koperasi Tuah Sekato;28/07/2008;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;150;0;2022;2023
1549;15;JAMBI;1505;150508;1505082007;Koperasi Perkebunan Multi Usaha Mandiri;16/03/2006;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
1550;15;JAMBI;1505;150508;1505082007;Koperasi Karyawan Kurnia Abadi;25/11/2011;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;JASA LAINNYA;-;-;0;0;-;2023
1551;15;JAMBI;1505;150508;1505082007;Koperasi Karisma Tani;08/09/2008;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1552;15;JAMBI;1505;150508;1505082007;Koperasi Bata Jaya Mandiri;13/09/2012;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1553;15;JAMBI;1505;150508;1505082002;Koperasi Perkebunan Belido Jaya;04/01/2000;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
1554;15;JAMBI;1505;150508;1505082007;Koperasi Karya Makmur;03/03/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1555;15;JAMBI;1505;150508;1505082007;Koperasi Gelam Sejahtera;25/08/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1556;15;JAMBI;1505;150508;1505082007;Koperasi Karya Tani;01/02/2011;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1557;15;JAMBI;1505;150508;1505082007;Koperasi Bersatu Arah Maju;22/03/2010;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;Cukup Berkualitas (CB);Cukup Sehat;380;0;2022;2023
1558;15;JAMBI;1505;150508;1505082007;Koperasi HTR Raja Mandiri;28/10/2008;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1559;15;JAMBI;1505;150508;1505082007;Koperasi Karya Sejahtera Mandiri;23/09/2008;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1560;15;JAMBI;1505;150508;1505082007;Koperasi Loh Jinawi;08/09/2008;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1561;15;JAMBI;1505;150508;1505082007;Koperasi Karya Maju;19/09/2007;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1562;15;JAMBI;1505;150508;1505082007;Koperasi Mufakat;12/11/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pemuda;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
1563;15;JAMBI;1505;150508;1505082007;Koperasi Nurul Hasanah;15/05/2001;FALSE;Primer Kabupaten/Kota;Pemasaran;Kop. Pasar;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;2023
1564;15;JAMBI;1505;150508;1505082007;Koperasi Perkebunan Usaha Sejahtera;30/05/2007;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1565;15;JAMBI;1505;150508;1505082007;Koperasi Karyawan Mekar Karya Inti;10/03/2006;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1566;15;JAMBI;1505;150508;1505082007;Koperasi Keluarga Sejahtera;30/05/2005;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1567;15;JAMBI;1505;150508;1505082007;Koperasi Inti Rezeki;05/05/2004;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1568;15;JAMBI;1505;150508;1505082007;Koperasi Pompa Air;04/04/2004;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;Cukup Berkualitas (CB);Cukup Sehat;85;0;2022;2023
1569;15;JAMBI;1505;150508;1505082007;Koperasi Pegawai Negri Aqua Cultura;13/05/1998;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;43;15;2020;2023
1570;15;JAMBI;1505;150508;1505082007;Koperasi Gelam Mandiri;18/11/1998;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Peternakan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
1571;15;JAMBI;1505;150508;1505082007;Koperasi Mangkuang Berlayar;19/07/2001;FALSE;Primer Kabupaten/Kota;Produsen;Kopinkra;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
1572;15;JAMBI;1505;150508;1505082007;KOPERASI PRODUSEN PETANI INDONESIA SUNGAI GELAM BERKAH;15/02/2021;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1573;15;JAMBI;1505;150508;1505082007;KOPERASI KONSUMEN SMP SATAP PETALING;08/03/2022;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;PERDAGANGAN ECERAN HASIL PENCETAKAN DAN PENERBITAN;-;-;0;0;-;2023
1574;15;JAMBI;1505;150508;1505082009;Koperasi Pasar Sejahtera;29/12/2014;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1575;15;JAMBI;1505;150508;1505082009;Koperasi Krida Buana;20/05/2009;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1576;15;JAMBI;1505;150508;1505082009;Koperasi Bumi Mutiara;20/05/2009;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1577;15;JAMBI;1505;150508;1505082009;Koperasi Unit Desa Marga Jaya;30/11/1988;TRUE;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;Cukup Berkualitas (CB);Cukup Sehat;257;142;2022;2023
1578;15;JAMBI;1505;150508;1505082003;Koperasi Bina Bersama;11/08/2009;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1579;15;JAMBI;1505;150508;1505082002;Koperasi Wanita Mandiri;02/02/2007;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
1580;15;JAMBI;1505;150508;1505082001;Koperasi Wanita Pertiwi;25/03/2009;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA LAINNYA;-;-;0;0;-;2023
1581;15;JAMBI;1505;150508;1505082001;Koperasi Pondok Pesantren Assalafiah;29/12/2014;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1582;15;JAMBI;1505;150508;1505082001;Koperasi Berkat Doa Bersama;02/08/2005;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1583;15;JAMBI;1505;150508;1505082001;Koperasi Wanita Tunas Harapan;19/03/2008;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA LAINNYA;-;-;0;0;-;2023
1584;15;JAMBI;1505;150508;1505082001;Koperasi Serba Usaha Pratama;07/10/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;JASA LAINNYA;-;-;0;0;-;2023
1585;15;JAMBI;1505;150508;1505082001;Koperasi Unit Desa Pangeran;13/03/1978;FALSE;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;2023
1586;15;JAMBI;1505;150508;1505082004;Koperasi Tani Makmur Sejahtera;07/03/2011;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1587;15;JAMBI;1505;150508;1505082011;Koperasi Indah Karya;25/03/2009;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1588;15;JAMBI;1505;150508;1505082011;KOPERASI MITRA INTI SUMBER MAKMUR;10/02/2001;TRUE;Primer Kabupaten/Kota;Produsen;KUD;PERDAGANGAN BESAR BUAH YANG MENGANDUNG MINYAK;Cukup Berkualitas (CB);Cukup Sehat;391;27;2022;2023
1589;15;JAMBI;1505;150508;1505082012;Koperasi Unit Desa Karya Mandiri;30/12/2009;TRUE;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;521;34;2020;2023
1590;15;JAMBI;1505;150508;1505082012;Koperasi Fajar Angso Duo;25/03/2009;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;2023
1591;15;JAMBI;1505;150508;1505082013;Koperasi Tunas Muda;30/12/2011;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1592;15;JAMBI;1505;150508;1505082013;Koperasi Simpan Pinjam Lamtiar Usaha Besahaja;10/10/2018;TRUE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;13;12;2021;2023
1593;15;JAMBI;1505;150508;1505082014;Koperasi Unit Desa Makarti;20/05/2013;TRUE;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;Cukup Berkualitas (CB);Cukup Sehat;333;105;2022;2023
1594;15;JAMBI;1505;150508;1505082014;Koperasi Karyawan Sumber Rejeki Berkah;14/01/2019;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
1595;15;JAMBI;1505;150508;1505082015;Koperasi Mukti Mandiri;30/12/2011;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
1596;15;JAMBI;1505;150501;0;Koperasi SEKUNDER NODHISWARA;01/02/2011;FALSE;Sekunder Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1597;15;JAMBI;1506;150606;1506062004;Koperasi Unit Desa Harapan Makmur;12/11/1998;TRUE;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;283;0;2022;2023
1598;15;JAMBI;1506;150605;1506052014;Koperasi FKKT;11/07/2003;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1599;15;JAMBI;1506;150605;1506052014;Koperasi Manunggal Jaya;28/03/2005;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;102;0;2022;2023
1600;15;JAMBI;1506;150605;1506052014;Koperasi Unit Desa Sari Bumi;21/09/1992;TRUE;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;375;0;2021;2023
1601;15;JAMBI;1506;150601;1506012001;Koperasi Tani Ruas;28/03/2005;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
1602;15;JAMBI;1506;150612;1506121001;Koperasi Nelayan Mina Jaya;28/04/1999;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Nelayan;JASA LAINNYA;-;-;0;0;-;2023
1603;15;JAMBI;1506;150612;1506121001;Koperasi Tuah Sakato;07/03/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
1604;15;JAMBI;1506;150612;1506121001;Koperasi Hutang Tani Deli Makmur;31/10/2000;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;JASA LAINNYA;-;-;0;0;-;2023
1605;15;JAMBI;1506;150612;1506121001;Koperasi Unit Desa Borneo Jaya;25/04/1988;TRUE;Primer Kabupaten/Kota;Konsumen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
1606;15;JAMBI;1506;150611;1506111001;Koperasi Al-Hikmah;16/11/2000;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1607;15;JAMBI;1506;150611;1506111001;Koperasi Karya Maju;11/04/2002;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1608;15;JAMBI;1506;150611;1506111001;Koperasi Mutiara Tungkal;11/03/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1609;15;JAMBI;1506;150611;1506111001;Koperasi Pelangi;10/02/2001;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
1610;15;JAMBI;1506;150611;1506111001;Koperasi Rukun Gawe Sentoso;27/10/1999;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;JASA LAINNYA;-;-;0;0;-;2023
1611;15;JAMBI;1506;150611;1506111001;Koperasi Rukun Sentosa;03/10/1999;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1612;15;JAMBI;1506;150611;1506111001;Koperasi Usaha Berkat;28/12/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1613;15;JAMBI;1506;150611;1506111001;Koperasi Pondok Pesantren Nurussaadah;14/04/2000;FALSE;Primer Kabupaten/Kota;Produsen;Koppontren;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
1614;15;JAMBI;1506;150611;1506111001;KOPERASI KONSUMEN SAREN SEJAHTERA BERSAMA;19/09/2023;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1615;15;JAMBI;1506;150602;1506111001;Koperasi KP Pengayoman;22/01/2008;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;JASA KEUANGAN DAN ASURANSI;-;-;63;0;2022;2023
1616;15;JAMBI;1506;150601;1506012017;Koperasi Perkebunan Maju Bersama;31/05/2004;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;JASA LAINNYA;-;-;129;0;2022;2023
1617;15;JAMBI;1506;150601;1506012017;Koperasi Cahaya Eka Sejahtera;03/07/2014;TRUE;Primer Kabupaten/Kota;Jasa;Kop. Perkebunan;JASA LAINNYA;-;-;0;0;-;2023
1618;15;JAMBI;1506;150601;1506012017;Koperasi Unit Desa Maju Lancar;18/11/2000;TRUE;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;221;0;2022;2023
1619;15;JAMBI;1506;150601;1506012017;Koperasi Baitul Maal Wattamwil (BMT) Maju Jaya;13/12/2004;TRUE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA LAINNYA;-;-;0;0;-;2023
1620;15;JAMBI;1506;150605;1506052013;Koperasi Unit Desa Karya Jaya;12/09/1992;TRUE;Primer Kabupaten/Kota;Konsumen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;538;0;2022;2023
1621;15;JAMBI;1506;150609;1506092004;KOPERASI PRODUSEN BERKAH MINA TANI;03/09/2021;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;JASA LAINNYA;-;-;31;0;2022;2023
1622;15;JAMBI;1506;150609;1506092004;Koperasi Unit Desa Argo Makmur;22/08/1994;TRUE;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;285;0;2022;2023
1623;15;JAMBI;1506;150602;1506112005;Koperasi Beram Itam Jaya;16/04/2001;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;JASA LAINNYA;-;-;0;0;-;2023
1624;15;JAMBI;1506;150606;1506062009;Koperasi Simpan Pinjam Makmur Bersama;31/05/2004;TRUE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;55;0;2022;2023
1625;15;JAMBI;1506;150606;1506062010;Koperasi Delima Mandiri;26/10/2015;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1626;15;JAMBI;1506;150606;1506062005;Koperasi Produsen Cahaya Restu Ibu;02/11/2016;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1627;15;JAMBI;1506;150609;1506092005;Koperasi Unit Desa Harapan Jaya;25/08/1995;TRUE;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;560;0;2020;2023
1628;15;JAMBI;1506;150607;1506072006;Koperasi Produsen Lantak Tumang Manunggal;11/06/2019;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1629;15;JAMBI;1506;150609;1506092007;Koperasi Produsen Kompon Jaya Tuntas;31/10/2017;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1630;15;JAMBI;1506;150604;1506041007;Koperasi Sido Muncul;10/01/2014;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Peternakan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;21;0;2022;2023
1631;15;JAMBI;1506;150608;1506082007;Koperasi Produsen Tani Hutan Karya Putra Mandaluh;24/10/2017;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
1632;15;JAMBI;1506;150604;1506042013;KOPERASI USAHA KARYA MANDIRI;10/01/2014;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Peternakan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;33;0;2022;2023
1633;15;JAMBI;1506;150604;1506042001;Koperasi Tani Hutan Buluh Lestari;24/03/2001;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Kehutanan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;63;0;2022;2023
1634;15;JAMBI;1506;150604;1506042001;Koperasi Pertanian Campur Sari (KOPURI);01/04/2000;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
1635;15;JAMBI;1506;150606;1506062002;Koperasi Karyawan Mitra Usaha;27/04/2016;TRUE;Primer Kabupaten/Kota;Konsumen;Kopkar;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
1636;15;JAMBI;1506;150609;1506091001;Koperasi Maju Jaya;27/04/2016;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
1637;15;JAMBI;1506;150608;1506082003;Koperasi Sinar Jaya Makmur;17/12/2018;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;JASA LAINNYA;-;-;22;0;2022;2023
1638;15;JAMBI;1506;150606;1506062005;Koperasi Simpam Pinjam Sri Makmur;07/04/2004;TRUE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
