id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;data_pokok;satuan;tahun_ajaran;status;bidang_pendidikan;jumlah
1;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TK;394
2;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;KB;304
3;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TPA;0
4;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SPS;18
5;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;PKBM;143
6;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SKB;0
7;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SD;2.345
8;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMP;578
9;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMA;272
10;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMK;49
11;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SLB;0
12;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TK;335
13;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;KB;308
14;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TPA;0
15;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SPS;17
16;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;PKBM;93
17;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SKB;0
18;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SD;2.189
19;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMP;563
20;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMA;226
21;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMK;29
22;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SLB;0
23;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TK;319
24;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;KB;239
25;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TPA;0
26;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SPS;0
27;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;PKBM;220
28;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SKB;0
29;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SD;1.834
30;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMP;452
31;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMA;372
32;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMK;148
33;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SLB;0
34;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TK;316
35;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;KB;249
36;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TPA;0
37;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SPS;0
38;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;PKBM;186
39;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SKB;0
40;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SD;1.732
41;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMP;526
42;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMA;379
43;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMK;93
44;15;JAMBI;1504;150404;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SLB;0
45;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TK;178
46;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;KB;135
47;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TPA;6
48;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SPS;0
49;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;PKBM;0
50;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SKB;0
51;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SD;868
52;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMP;236
53;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMA;111
54;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMK;68
55;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SLB;0
56;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TK;164
57;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;KB;119
58;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TPA;5
59;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SPS;0
60;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;PKBM;0
61;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SKB;0
62;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SD;778
63;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMP;211
64;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMA;74
65;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMK;31
66;15;JAMBI;1504;150408;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SLB;0
67;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TK;467
68;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;KB;265
69;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TPA;0
70;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SPS;16
71;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;PKBM;175
72;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SKB;0
73;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SD;2.102
74;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMP;509
75;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMA;380
76;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMK;197
77;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SLB;0
78;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TK;398
79;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;KB;234
80;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TPA;0
81;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SPS;10
82;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;PKBM;81
83;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SKB;0
84;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SD;1.917
85;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMP;442
86;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMA;408
87;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMK;226
88;15;JAMBI;1504;150406;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SLB;0
89;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TK;382
90;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;KB;314
91;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TPA;0
92;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SPS;0
93;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;PKBM;118
94;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SKB;0
95;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SD;1.709
96;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMP;336
97;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMA;215
98;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMK;101
99;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SLB;0
100;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TK;346
101;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;KB;330
102;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TPA;0
103;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SPS;0
104;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;PKBM;131
105;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SKB;0
106;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SD;1.570
107;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMP;343
108;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMA;205
109;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMK;42
110;15;JAMBI;1504;150401;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SLB;0
111;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TK;723
112;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;KB;249
113;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TPA;28
114;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SPS;37
115;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;PKBM;844
116;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SKB;62
117;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SD;3.275
118;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMP;1.641
119;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMA;1.276
120;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMK;823
121;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SLB;113
122;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TK;655
123;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;KB;233
124;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TPA;26
125;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SPS;37
126;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;PKBM;538
127;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SKB;21
128;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SD;3.076
129;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMP;1.495
130;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMA;1.441
131;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMK;782
132;15;JAMBI;1504;150403;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SLB;59
133;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TK;356
134;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;KB;321
135;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TPA;21
136;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SPS;154
137;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;PKBM;408
138;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SKB;0
139;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SD;1.977
140;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMP;593
141;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMA;309
142;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMK;0
143;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SLB;0
144;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TK;314
145;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;KB;316
146;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TPA;17
147;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SPS;150
148;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;PKBM;348
149;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SKB;0
150;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SD;1.847
151;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMP;623
152;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMA;382
153;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMK;0
154;15;JAMBI;1504;150402;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SLB;0
155;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TK;364
156;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;KB;247
157;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TPA;0
158;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SPS;0
159;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;PKBM;626
160;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SKB;0
161;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SD;1.985
162;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMP;920
163;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMA;373
164;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMK;221
165;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SLB;0
166;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TK;344
167;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;KB;253
168;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TPA;0
169;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SPS;0
170;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;PKBM;447
171;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SKB;0
172;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SD;1.812
173;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMP;939
174;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMA;452
175;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMK;187
176;15;JAMBI;1504;150405;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SLB;0
177;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TK;108
178;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;KB;120
179;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TPA;0
180;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SPS;0
181;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;PKBM;0
182;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SKB;0
183;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SD;601
184;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMP;137
185;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMA;86
186;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMK;0
187;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SLB;0
188;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TK;81
189;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;KB;115
190;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TPA;0
191;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SPS;0
192;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;PKBM;0
193;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SKB;0
194;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SD;545
195;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMP;113
196;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMA;80
197;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMK;0
198;15;JAMBI;1508;150815;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SLB;0
199;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TK;82
200;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;KB;144
201;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TPA;0
202;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SPS;14
203;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;PKBM;176
204;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SKB;93
205;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SD;1.362
206;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMP;482
207;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMA;114
208;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SMK;482
209;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SLB;0
210;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TK;79
211;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;KB;151
212;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;TPA;1
213;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SPS;13
214;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;PKBM;126
215;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SKB;78
216;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SD;1.238
217;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMP;481
218;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMA;103
219;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SMK;560
220;15;JAMBI;1508;150811;PESERTA DIDIK;JIWA;2023/2024 GENAP;P;SLB;0
221;15;JAMBI;1508;150814;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TK;26
222;15;JAMBI;1508;150814;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;KB;163
223;15;JAMBI;1508;150814;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;TPA;0
224;15;JAMBI;1508;150814;PESERTA DIDIK;JIWA;2023/2024 GENAP;L;SPS;13
