no;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kode_kelurahan_desa;nama_hotel;data;tenaga_kerja;jumlah_tenaga_kerja;fasilitas;jenis_kamar;jumlah;jumlah_tempat_tidur
189;15;JAMBI;1571;157103;1571031003;Hotel Tepian Angso;HOTEL NON BINTANG;P;1;3,7;Standar;5;8
190;15;JAMBI;1571;157101;1571011001;Hotel Sovia ;HOTEL NON BINTANG;P;2;0;Standar;5;12
191;15;JAMBI;1571;157101;1571011001;Hotel Al Aqso ;HOTEL NON BINTANG;P;1;3,7;Standar;6;12
192;15;JAMBI;1571;157104;1571041001;Hotel Bintang Timur ;HOTEL NON BINTANG;P;2;3,7;Standar;7;10
193;15;JAMBI;1571;157104;1571041004;Hotel Fortuna;HOTEL NON BINTANG;P;2;3,7;Standar;12;24
194;15;JAMBI;1571;157102;1571021004;Hotel Ratu Resident ;HOTEL NON BINTANG;P;3;3,7;Standar;13;25
195;15;JAMBI;1571;157104;1571041003;Hotel Wisma Bersaudara ;HOTEL NON BINTANG;P;2;3,7;Standar;6;10
196;15;JAMBI;1571;157103;1571031005;Hotel Evan ;HOTEL NON BINTANG;P;2;3,7;Standar;5;8
197;15;JAMBI;1571;157104;1571041004;Hotel Pundi Rezeki 3;HOTEL NON BINTANG;P;3;3,7;Standar;5;8
198;15;JAMBI;1571;157108;1571081003;Hotel Green House ;HOTEL NON BINTANG;P;2;3,7;Standar;6;10
199;15;JAMBI;1571;157111;1571111002;Hotel Jalan Baru ;HOTEL NON BINTANG;P;2;3,7;Standar;5;8
200;15;JAMBI;1571;157103;1571031003;Hotel J8 ;HOTEL NON BINTANG;P;3;3,7,10,13 ;Standar;15;15
201;15;JAMBI;1571;157104;1571041001;Hotel T-One ;HOTEL NON BINTANG;P;4;3,7,10,13 ;Standar, Deluxe Superior ;18;18
202;15;JAMBI;1571;157109;1571091003;Hotel Dani's 2 ;HOTEL NON BINTANG;P;5;3,7,10,13 ;Standar, Deluxe Superior ;24;38
203;15;JAMBI;1571;157109;1571091001;Hotel Pattimura ;HOTEL NON BINTANG;P;3;3,47,10,13 ;Standar, Deluxe Superior ;13;15
204;15;JAMBI;1571;157108;1571081003;Hotel Victory ;HOTEL NON BINTANG;P;0;3,13;Standar;25;35
205;15;JAMBI;1571;157102;1571021004;Hotel Formosa ;HOTEL NON BINTANG;P;0;3,13;Standar;6;6
206;15;JAMBI;1571;157101;1571011001;Hotel Putri Pinang MasaK;HOTEL NON BINTANG;P;0;3,13;Standar;15;20
207;15;JAMBI;1571;157104;1571041002;Hotel 99;HOTEL NON BINTANG;P;0;3,13;Standar, Deluxe ;25;30
208;15;JAMBI;1571;157111;1571111002;Hotel Raja Residence ;HOTEL NON BINTANG;P;0;3,13;Standar;17;25
209;15;JAMBI;1571;157104;1571041001;Hotel Sarina ;HOTEL NON BINTANG;P;0;3,13;Standar;20;36
210;15;JAMBI;1571;157104;1571041003;Hotel Surya ;HOTEL NON BINTANG;P;0;3,13;Standar;14;23
211;15;JAMBI;1571;157111;1571111005;Hotel Palem;HOTEL NON BINTANG;P;0;3,13;Standar;15;30
212;15;JAMBI;1571;157108;1503092004;Hotel Aini / PT. Aini Aziz;HOTEL NON BINTANG;P;0;3,13;Standar, Deluxe ;35;45
213;15;JAMBI;1571;157107;1571071004;Hotel Sephia ;HOTEL NON BINTANG;P;0;3,13;Standar;10;15
214;15;JAMBI;1571;157104;1571041004;Hotel Anggrek;HOTEL NON BINTANG;P;0;3,13;Standar, Deluxe ;37;43
215;15;JAMBI;1571;157109;1571091001;Hotel Dani's ;HOTEL NON BINTANG;P;0;3,13;Standar;20;25
216;15;JAMBI;1571;157104;1571041004;Hotel 88;HOTEL NON BINTANG;P;0;3,13;Standar;20;25
217;15;JAMBI;1571;157104;1571041004;Hotel Mexicana ;HOTEL NON BINTANG;P;0;3,13;Standar;5;9
218;15;JAMBI;1571;157104;1571041004;Hotel Mayang Sari I ;HOTEL NON BINTANG;P;0;3,13;Standar;6;6
219;15;JAMBI;1571;157111;1571111005;Hotel Makasar Bersinar ;HOTEL NON BINTANG;P;0;3,13;Standar;8;8
220;15;JAMBI;1571;157103;1571031004;Hotel Penawar ;HOTEL NON BINTANG;P;0;3,13;Standar;5;10
221;15;JAMBI;1571;157108;1503092004;Hotel Bungo Kincai ;HOTEL NON BINTANG;P;0;3,7,10,13 ;Standar;17;20
222;15;JAMBI;1571;157108;1571081001;Hotel Yuli ;HOTEL NON BINTANG;P;0;3,7,10,13 ;Standar, Superior ;19;36
223;15;JAMBI;1571;157110;1571101001;Hotel Al-Fath ;HOTEL NON BINTANG;P;0;3,7,10,13 ;Standar, Superior ;25;31
224;15;JAMBI;1571;157108;1571081004;Hotel Lestari ;HOTEL NON BINTANG;P;0;3,7,10,13 ;Standar, Superior ;22;35
225;15;JAMBI;1571;157103;1571031008;Hotel Aries ;HOTEL NON BINTANG;P;0;3,7,10,13,20 ;Standar, Superior, Deluxe ;28;43
226;15;JAMBI;1571;157103;1571031003;Hotel Satria ;HOTEL NON BINTANG;P;0;3,7,10,13,20 ;Standar, Superior, Deluxe ;29;47
227;15;JAMBI;1571;157104;1571041001;Hotel Anda Jaya ;HOTEL NON BINTANG;P;0;3,7,10,13,20 ;Standar, Superior, Deluxe, Suit ;33;55
228;15;JAMBI;1571;157109;1571091002;Hotel Amanah ;HOTEL NON BINTANG;P;0;1,3,7,10,13,20 ;Standar, Superior, Deluxe, Suit ;48;66
229;15;JAMBI;1571;157102;1571021003;Hotel Jayakarta ;HOTEL NON BINTANG;P;0;3,4,7,10,13,20 ;Standar, Superior, Deluxe, Suit ;30;50
230;15;JAMBI;1571;157102;1571021003;Hotel Mandamin ;HOTEL NON BINTANG;P;0;3,13;Standar;5;9
231;15;JAMBI;1571;157104;1571041004;Hotel Wisma Batang Hari;HOTEL NON BINTANG;P;2;3,7,10,13 ;Standar, Deluxe, Superior ;15;20
232;15;JAMBI;1571;157104;1571041001;Hotel Suka Jaya ;HOTEL NON BINTANG;P;1;3,7,10,13 ;Standar, Deluxe, Superior ;23;30
233;15;JAMBI;1571;157107;1571071001;Hotel Sederhana Dua ;HOTEL NON BINTANG;P;1;3,7,10,13 ;Standar, Deluxe, Superior ;8;8
234;15;JAMBI;1571;157109;1571091001;Hotel Katan Jayo ;HOTEL NON BINTANG;P;2;3,7,10,13 ;Standar, Deluxe, Superior ;5;8
235;15;JAMBI;1571;157103;1571031003;Hotel Jambi Prima;HOTEL NON BINTANG;P;1;3,7,10,13 ;Standar;5;8
236;15;JAMBI;1571;157104;1571041003;Hotel Sri Ramayana ;HOTEL NON BINTANG;P;1;3,4,7,10,13 ;Standar;6;8
237;15;JAMBI;1571;157109;1571091001;Hotel Mutiara ;HOTEL NON BINTANG;P;1;3,7,10,13 ;Standar;4;5
238;15;JAMBI;1571;157107;1571071005;Hotel Lingkar Barat ;HOTEL NON BINTANG;P;2;3,10,13 ;Standar, Deluxe, Superior ;8;8
239;15;JAMBI;1571;157108;1503092004;Bed Dan Breakfast Inn ;HOTEL NON BINTANG;P;1;3,7;Standar;5;5
240;15;JAMBI;1572;157201;1502182008;Arjuna Hotel ;HOTEL NON BINTANG;P;1;3,7;Standar;6;6
241;15;JAMBI;1572;157206;1572062005;Matahari 2;HOTEL NON BINTANG;P;1;3,13;Standar, Superior ;13;13
242;15;JAMBI;1572;157206;1572062005;Busana Hotel;HOTEL NON BINTANG;P;2;3,13;Standar, Superior ;18;18
243;15;JAMBI;1572;157206;1572062005;Mahkota Sutis Hotel & Resort ;HOTEL NON BINTANG;P;2;3,13;Standar, Superior ;17;17
244;15;JAMBI;1572;157208;1572082002;Jaya Wisata Hotel and Restaurant ;HOTEL NON BINTANG;P;2;3,13;Standar, Superior ;13;13
245;15;JAMBI;1572;157201;1572011001;Aroma Hotel;HOTEL NON BINTANG;P;3;3,13;Standar, Superior ;16;19
246;15;JAMBI;1572;157208;1501082002;Jaya Wisata 2 Hotel ;HOTEL NON BINTANG;P;3;3,10,13 ;Standar, Deluxe, Superior ;34;41
247;15;JAMBI;1572;157208;1572082002;Hotel Matahari ;HOTEL NON BINTANG;P;1;3,7;Standar;11;11
248;15;JAMBI;1572;157208;1572082002;Hotel Yani ;HOTEL NON BINTANG;P;2;3,7;Standar;22;30
249;15;JAMBI;1572;157208;1572082002;Kayu Manis;HOTEL NON BINTANG;P;1;3,7;Standar;25;30
250;15;JAMBI;1572;157208;1572082002;Masgo Kencana;HOTEL NON BINTANG;P;5;3,7;Standar;43;86
251;15;JAMBI;1572;157208;1572082002;Puri Asri;HOTEL NON BINTANG;P;3;3,7;Standar;40;76
252;15;JAMBI;1572;157208;1572082002;Kerinci;HOTEL NON BINTANG;P;2;3,7;Standar;25;32
253;15;JAMBI;1572;157201;1572011001;Green House;HOTEL NON BINTANG;P;1;3,7;Standar;26;33
254;15;JAMBI;1572;157204;1501022008;Penginapan Cantika;HOTEL NON BINTANG;P;2;3,7;Standar;28;39
255;15;JAMBI;1501;150109;1501092012;Timan Bakri Home stay;HOTEL NON BINTANG;P;4;3,7;Standar;22;24
256;15;JAMBI;1501;150122;1501222002;Mess Pemda;HOTEL NON BINTANG;P;1;3,7;Standar;10;11
257;15;JAMBI;1501;150109;1501092012;B Darmin Home Stay;HOTEL NON BINTANG;P;3;3,7,15 ;Standar, Deluxe, Superior ;25;45
258;15;JAMBI;1501;150109;1501092012;Subandi Homestay;HOTEL NON BINTANG;P;5;3,7,15 ;Standar, Deluxe, Superior ;45;75
259;15;JAMBI;1501;150109;1501092039;Family Home Stay;HOTEL NON BINTANG;P;5;3,7,15 ;Standar, Deluxe, Superior ;48;80
260;15;JAMBI;1501;150109;1501092039;Paiman Home Stay;HOTEL NON BINTANG;P;4;3,13;Standar, Superior, Delux ;20;30
261;15;JAMBI;1501;150115;1501152004;Krinci View Home stay;HOTEL NON BINTANG;P;3;3,7,10,13 ;Standar, Superior, Delux ;15;22
262;15;JAMBI;1501;150115;1501152004;Guest hause;HOTEL NON BINTANG;P;2;3,7,10,13 ;Standar, Superior, Delux ;18;26
263;15;JAMBI;1501;150119;1501192003;Aroma Pecco;HOTEL NON BINTANG;P;3;3,7,10,13 ;Standar, Superior, Delux ;13;20
264;15;JAMBI;1501;150119;1501192003;Zacky Homestay;HOTEL NON BINTANG;P;2;3,13;Standar;8;10
265;15;JAMBI;1501;150101;1501011004;Indah Wisma ;HOTEL NON BINTANG;P;2;3,7,10,13 ;Standar, Superior, Delux ;18;26
266;15;JAMBI;1501;150109;1501092025;Serambi Madinah;HOTEL NON BINTANG;P;4;3,7,10,13 ;Standar, Superior, Delux ;25;40
267;15;JAMBI;1501;150115;1501152002;Gunung Tujuh Hotel;HOTEL NON BINTANG;P;1;3,7,10,13 ;Standar, Superior, Delux ;19;28
268;15;JAMBI;1501;150115;1501152002;Zahza Hotel ;HOTEL NON BINTANG;P;3;3,7,10,13 ;Standar, Superior, Delux ;18;26
269;15;JAMBI;1501;150121;1501212001;Rindau 88 ;HOTEL NON BINTANG;P;2;3,7,10,13 ;Standar, Superior, Delux ;18;25
270;15;JAMBI;1502;150206;1502061008;Hotel Rizky ;HOTEL NON BINTANG;P;3;3,7,10,13 ;Standar, Superior, Delux ;17;22
271;15;JAMBI;1502;150202;1502021011;Penginapan Nawiba ;HOTEL NON BINTANG;P;1;3,13;Standar;6;6
272;15;JAMBI;1502;150202;1502021011;Hotel Cantika ;HOTEL NON BINTANG;P;1;3,13;Standar;6;6
273;15;JAMBI;1502;150202;1502021013;Hotel Bukit Indah ;HOTEL NON BINTANG;P;1;3,7;Standar, Deluxe,Superior ;18;36
274;15;JAMBI;1502;150202;1502021013;Hotel Keluarga ;HOTEL NON BINTANG;P;5;3,7;Standar, Deluxe,Superior ;38;72
275;15;JAMBI;1502;150202;1502021013;Hotel Family in ;HOTEL NON BINTANG;P;2;3,7;Standar, Deluxe, Superior ;12;26
276;15;JAMBI;1502;150202;1502021013;Hotel Deli ;HOTEL NON BINTANG;P;2;3,7;Standar, Deluxe ,Superior ;18;36
277;15;JAMBI;1502;150202;1502021013;Hotel Dahlia ;HOTEL NON BINTANG;P;1;3,7;Standar, Deluxe, Superior ;3;4
278;15;JAMBI;1502;150202;1502021013;Hotel Royal ;HOTEL NON BINTANG;P;1;3,7;Standar, Deluxe, Superior ;20;30
279;15;JAMBI;1502;150202;1502021011;Pinginapan Ibu Haji ;HOTEL NON BINTANG;P;1;3,7;Standar, Deluxe, Superior ;14;38
280;15;JAMBI;1502;150202;1502021013;Hotel Suslinda ;HOTEL NON BINTANG;P;1;3,7;Standar, Deluxe ;10;12
281;15;JAMBI;1502;150202;1502021013;Hotel Anisa ;HOTEL NON BINTANG;P;2;3,7;Standar, Deluxe, Superior ;35;75
282;15;JAMBI;1502;150202;1502021011;Losmen Bunda Arema ;HOTEL NON BINTANG;P;2;3,7;Standar, Deluxe, Superior ;14;28
283;15;JAMBI;1503;150303;1503031016;Beringin Penginapan ;HOTEL NON BINTANG;P;3;3,7;Standar, Deluxe, Superior ;25;41
284;15;JAMBI;1503;150303;1503031016;Tiga Putri Penginapan ;HOTEL NON BINTANG;P;3;3,7;Standar, Deluxe, Superior ;20;34
285;15;JAMBI;1503;150303;1503031016;Zalina Penginapan ;HOTEL NON BINTANG;P;3;3,7;Standar, Deluxe, Superior ;10;14
286;15;JAMBI;1503;150301;1503012011;Paniban Indah Hotel ;HOTEL NON BINTANG;P;2;3,7;Standar, Deluxe, Superior ;7;10
287;15;JAMBI;1503;150303;1503031026;Serantih Hotel ;HOTEL NON BINTANG;P;0;3,7;Standar, Deluxe, Superior ;5;5
288;15;JAMBI;1503;150303;1503031026;Ratu Hotel ;HOTEL NON BINTANG;P;2;3,7;Standar, Deluxe, Superior ;5;5
289;15;JAMBI;1503;150303;1503031026;Atika Hotel ;HOTEL NON BINTANG;P;0;3,7;Standar, Deluxe, Superior ;10;15
290;15;JAMBI;1503;150303;1503031026;Sayang Hotel ;HOTEL NON BINTANG;P;6;3,7;Standar, Deluxe, Superior ;22;28
291;15;JAMBI;1503;150303;1503031026;King Hotel ;HOTEL NON BINTANG;P;4;3,7;Standar, Deluxe, Superior ;17;23
292;15;JAMBI;1503;150303;1503031026;Nafiti Hotel ;HOTEL NON BINTANG;P;4;3,7;Standar, Deluxe, Superior ;15;20
293;15;JAMBI;1503;150303;1503031025;Golden Hotel ;HOTEL NON BINTANG;P;2;3,7;Standar, Deluxe, Superior ;13;19
294;15;JAMBI;1503;150303;1503031016;Abadi Hotel Sarolangun;HOTEL NON BINTANG;P;0;0;V.I.P Standar Ekonomi ;0;0
295;15;JAMBI;1503;150303;1503031025;Garden Hotel ;HOTEL NON BINTANG;P;0;0; Standar, Superior, Deluxe;0;0
296;15;JAMBI;1503;150303;1503032002;Surabaya Penginapan ;HOTEL NON BINTANG;P;0;0;Standar, Deluxe ;0;0
297;15;JAMBI;1504;150403;1504031005;Gemilang ;HOTEL NON BINTANG;P;0;0;Standar ;0;0
298;15;JAMBI;1504;150403;1504031004;Keluarga ;HOTEL NON BINTANG;P;0;0;Standar ;0;0
299;15;JAMBI;1504;150403;1504031001;PKK Wisma ;HOTEL NON BINTANG;P;0;0;Standar ;0;0
300;15;JAMBI;1504;150403;1504031005;Idola ;HOTEL NON BINTANG;P;0;0;Superior V.I.P Standar Ekonomi Plus Ekonomi ;0;0
301;15;JAMBI;1504;150403;1504031001;Penginapan Tugu Muda ;HOTEL NON BINTANG;P;0;0;V.I.P Standar Ekonomi ;0;0
302;15;JAMBI;1504;150402;1504021002;Penginapan Dhilla B&B ;HOTEL NON BINTANG;P;0;0;Suite Deluxe Superior Standar ;0;0
303;15;JAMBI;1504;150401;1504012016;Penginapan Amanah ;HOTEL NON BINTANG;P;0;0;Standar I Standar Ii Standar Iii;0;0
304;15;JAMBI;1505;150501;1505012013;Hotel La Rose ;HOTEL NON BINTANG;P;0;0;Standar, Superior, Standar Room;0;0
305;15;JAMBI;1506;150601;1506012006;Penginapan Rizal ;HOTEL NON BINTANG;P;0;0;Superior Room, Deluxe Room, Executive ;0;0
306;15;JAMBI;1506;150601;1506011005;Penginapan Berkah ;HOTEL NON BINTANG;P;0;0;Room Ac, Non AC;0;0
307;15;JAMBI;1507;150709;1507092005;Sinar Wajo ;HOTEL NON BINTANG;P;0;0;Deluxe Superior, V.I.P, Standar Ekonomi ,Plus Ekonomi ;0;0
308;15;JAMBI;1507;150702;1507021002;Kita Bersama ;HOTEL NON BINTANG;P;0;0;Vip Standar A, Standar B ;0;0
309;15;JAMBI;1507;150707;1507071004;Aulia ;HOTEL NON BINTANG;P;0;0;Executiv Superior ;0;0
310;15;JAMBI;1507;150707;1507071004;Putri ;HOTEL NON BINTANG;P;0;0;Deluxe, Standar ;0;0
311;15;JAMBI;1507;150707;1507071004;Ratu Masita ;HOTEL NON BINTANG;P;0;0;Deluxe Superior, Standar Ekonomi ;0;0
312;15;JAMBI;1506;150602;1506021006;Hotel Mulia ;HOTEL NON BINTANG;P;0;0;V.I.P Room, Standar Ekonomi ;0;0
313;15;JAMBI;1506;150602;1506021005;Hotel Mutiara Indah ;HOTEL NON BINTANG;P;0;0;Standar ;0;0
314;15;JAMBI;1506;150602;1506021004;Hotel Setia Jaya ;HOTEL NON BINTANG;P;0;0;Ekonomi, Standar, VIP;0;0
315;15;JAMBI;1506;150602;1506021016;Hotel Namber ;HOTEL NON BINTANG;P;0;0;Standar Ekonomi, Standar Bussines, Junior Bussines ;0;0
316;15;JAMBI;1506;150602;1506021004;Hotel Arriyadh ;HOTEL NON BINTANG;P;0;0;Standar Superior,Deluxe Junior Suite ;0;0
317;15;JAMBI;1506;150602;1506021005;Hotel Cahaya ;HOTEL NON BINTANG;P;0;0;Standar Junior Bisnis ;0;0
318;15;JAMBI;1506;150602;1506021004;Hotel Sungai Batang Indah;HOTEL NON BINTANG;P;0;0;Superior Deluxe ;0;0
319;15;JAMBI;1506;150602;1506021007;Penginapan Melati Jaya ;HOTEL NON BINTANG;P;0;0;Super Deluxe Deluxe Superior Standar;0;0
320;15;JAMBI;1506;150602;1506021017;Hotel City ;HOTEL NON BINTANG;P;0;0;Standar Superior Deluxe ;0;0
321;15;JAMBI;1506;150602;1506021004;Hotel Masa Kini ;HOTEL NON BINTANG;P;0;0;Deluxe, Standar ;0;0
322;15;JAMBI;1506;150602;1506021007;Penginapan Candi Agung ;HOTEL NON BINTANG;P;0;0;Ekonomi I Ekonomi Ii Standar Vip ;0;0
323;15;JAMBI;1506;150602;1506021007;Tungkal Hotel ;HOTEL NON BINTANG;P;0;0;Standar Room Superior Room Deluxe Room ;0;0
324;15;JAMBI;1506;150602;1506021017;Hotel Syariah ;HOTEL NON BINTANG;P;0;0;Standar Premium Superior Family ;0;0
325;15;JAMBI;1506;150602;1506021018;Hotel Rivoli ;HOTEL NON BINTANG;P;0;0;Ac Ekonomi ;0;0
326;15;JAMBI;1509;150901;1509012003;Hotel Nabila ;HOTEL NON BINTANG;P;0;0;Single Bad Double Bad Family ;0;0
327;15;JAMBI;1509;150901;1509012003;Hotel Alya ;HOTEL NON BINTANG;P;0;0;Standar ;0;0
328;15;JAMBI;1509;150901;1509012003;Hotel GN ;HOTEL NON BINTANG;P;0;0;AC Ekonomi;0;0
329;15;JAMBI;1509;150901;1509012003;Hotel Sederhana ;HOTEL NON BINTANG;P;0;0;Lantai 1 Lantai 2 Lantai 3;0;0
330;15;JAMBI;1509;150901;1509012003;Penginapan Kurnia;HOTEL NON BINTANG;P;0;0;Standard Superior Executive;0;0
331;15;JAMBI;1509;150904;1509041001;Hotel Yossi ;HOTEL NON BINTANG;P;0;0;AC Ekonomi;0;0
332;15;JAMBI;1509;150904;1509041001;Hotel Grand Ratu ;HOTEL NON BINTANG;P;0;0;Melati ;0;0
333;15;JAMBI;1509;150904;1509041001;Hotel Lestari ;HOTEL NON BINTANG;P;0;0;AC Ekonomi;0;0
334;15;JAMBI;1509;150904;1509041001;Hotel Melissa ;HOTEL NON BINTANG;P;0;0;Vip I Vip II Ac I Ac II Ekonomi I Ekonomi II;0;0
335;15;JAMBI;1509;150904;1509041001;Hotel Linda ;HOTEL NON BINTANG;P;0;0;Standar ;0;0
336;15;JAMBI;1509;150904;1509041001;Hotel family ;HOTEL NON BINTANG;P;0;0;Standar Ii Standar I ;0;0
337;15;JAMBI;1509;150909;1509092003;Penginapan Juanta;HOTEL NON BINTANG;P;0;0;Kamar AC Standar;0;0
338;15;JAMBI;1509;150901;1509012003;Penginapan Plita ;HOTEL NON BINTANG;P;0;0;AC Standar Ekonomi ;0;0
339;15;JAMBI;1508;150803;1508031008;Hotel One ;HOTEL NON BINTANG;P;0;0;AC Standar ;0;0
340;15;JAMBI;1508;150803;1508031008;Hotel Swarnabhumi ;HOTEL NON BINTANG;P;0;0;Standar ;0;0
341;15;JAMBI;1508;150813;1508131001;Hotel Indra ;HOTEL NON BINTANG;P;0;0;AC Standar ;0;0
342;15;JAMBI;1508;150803;1508031008;Hotel Nora ;HOTEL NON BINTANG;P;0;0;Suite Room Vip Room Standar Extra Bed Standar Ekonomi ;0;0
343;15;JAMBI;1508;150803;1508031008;Hotel Ketayo ;HOTEL NON BINTANG;P;0;0;Ekonomi Standar Iii Standar Ii Standar I ;0;0
344;15;JAMBI;1508;150803;1508031008;Hotel Anda ;HOTEL NON BINTANG;P;0;0;Standar Bisnis Eksekutif ;0;0
345;15;JAMBI;1508;150803;1508031007;Hotel Merlin Mini ;HOTEL NON BINTANG;P;0;0;Vip Standar ;0;0
346;15;JAMBI;1508;150812;1502042007;Penginapan Sury ;HOTEL NON BINTANG;P;0;0;Junior Suite Suite Deluxe Superior Standar ;0;0
347;15;JAMBI;1508;150803;1508031023;Hotel Pelangi ;HOTEL NON BINTANG;P;0;0;AC Ekonomi;0;0
348;15;JAMBI;1508;150803;1508031023;Hotel Bunda ;HOTEL NON BINTANG;P;0;0;Kamar AC ;0;0
349;15;JAMBI;1508;150812;1502042007;Hotel Bintang ;HOTEL NON BINTANG;P;0;0;Standar Ekonomi I Ekonomi Ii Ekonomi Iii ;0;0
350;15;JAMBI;1508;150803;1508031008;Hotel Ayudia Pala ;HOTEL NON BINTANG;P;0;0;Ac + Panas Dingin, Ac Ac Standar ;0;0
351;15;JAMBI;1508;150803;1508031008;Hotel Bungo Falm ;HOTEL NON BINTANG;P;0;0;Standar Ekonomi;0;0
352;15;JAMBI;1508;150812;1508121002;Assyifa Hotel ;HOTEL NON BINTANG;P;0;0;Kamar Ac Ekonomi ;0;0
353;15;JAMBI;1508;150813;1508131002;Hotel S. Marsya ;HOTEL NON BINTANG;P;0;0;Standar ;0;0
354;15;JAMBI;1508;150803;1508031007;Hotel Sepakat ;HOTEL NON BINTANG;P;0;0;Ekonomi Deluxe Standar ;0;0
355;15;JAMBI;1508;150813;1508131002;Permata Hotel ;HOTEL NON BINTANG;P;0;0;AC Ekonomi;0;0
356;15;JAMBI;1508;150811;1508111001;Sentosa Hotel;HOTEL NON BINTANG;P;0;0;Family Room A Room B, Vip,  Standar Ekonomi ;0;0
357;15;JAMBI;1508;150803;1508031023;Hotel Batang Bungo ;HOTEL NON BINTANG;P;0;0;Deluxe, Superior, Standar;0;0
358;15;JAMBI;1508;150813;1508131002;Fayadh Hotel ;HOTEL NON BINTANG;P;0;0;Kelas I Kelas Ii Kelas Iii;0;0
359;15;JAMBI;1508;150813;1508131001;Mitra Hotel ;HOTEL NON BINTANG;P;0;0;Deluxe Superior Standar ;0;0
360;15;JAMBI;1571;157104;1571041001;Hotel Makmjur ;HOTEL NON BINTANG;P;0;0;Kamar Ac Kamar Fan Kamar Fan Family Bed ;0;0
361;15;JAMBI;1571;157110;1571101001;Hotel Mega Indah ;HOTEL NON BINTANG;P;0;0;Single Double;0;0
362;15;JAMBI;1571;157104;1571041001;Hotel Marina ;HOTEL NON BINTANG;P;2;3,7,10,13 ;Standar, Deluxe Superior ;15;40
363;15;JAMBI;1571;157102;1571021004;Hotel Mayang Sari 2 ;HOTEL NON BINTANG;P;4;3,7,10,13 ;Standar, Deluxe Superior ;10;40
364;15;JAMBI;1571;157110;1571101004;Hotel Cattel ya ;HOTEL NON BINTANG;P;2;3,7,10,13 ;Standar, Deluxe Superior ;22;44
365;15;JAMBI;1571;157110;1571101004;Hotel Nusa Wijaya ;HOTEL NON BINTANG;P;2;2,3,4,5,7,10,1 3,14,15,17,20,26 ;Standar, Deluxe Superior ;34;59
366;15;JAMBI;1571;157104;1571041004;Hotel Da’lia ;HOTEL NON BINTANG;P;4;3,7,10,13 ;Standar, Deluxe Superior ;26;38
367;15;JAMBI;1571;157101;1571011001;Hotel Kursina ;HOTEL NON BINTANG;P;4;3,7,10,13 ;Standar, Deluxe Superior ;45;91
368;15;JAMBI;1571;157104;1571041004;Hotel Matahari 2 ;HOTEL NON BINTANG;P;2;3,7,10,13 ;Standar, Deluxe Superior ;10;12
369;15;JAMBI;1571;157104;1571041003;Hotel Pinang;HOTEL NON BINTANG;P;0;3,7,10,13 ;Standar, Deluxe Superior ;10;45
370;15;JAMBI;1571;157102;1571021005;Hotel Jasmine ;HOTEL NON BINTANG;P;1;3,7,10,13 ;Standar, Deluxe Superior ;15;39
371;15;JAMBI;1571;157104;1571041004;Hotel Camar;HOTEL NON BINTANG;P;0;3,7,10,13 ;Standar, Deluxe Superior ;18;45
372;15;JAMBI;1571;157104;1571041003;Hotel Sederhana ;HOTEL NON BINTANG;P;2;3,7,10,13 ;Standar, Deluxe Superior ;45;100
373;15;JAMBI;1571;157104;1571041004;Hotel Wisata ;HOTEL NON BINTANG;P;0;3,7,10,13 ;Standar, Deluxe Superior ;17;94
374;15;JAMBI;1571;157101;1571011010;Hotel Tepian Batang Hari ;HOTEL NON BINTANG;P;3;3,7,10,13 ;Standar, Deluxe Superior ;28;34
375;15;JAMBI;1571;157107;1571071004;Hotel Perdana ;HOTEL NON BINTANG;P;1;3,7;Standar ;6;6
376;15;JAMBI;1571;157107;1571071005;Hotel Sehat ;HOTEL NON BINTANG;P;1;3,7;Standar ;5;7
377;15;JAMBI;1571;157103;1571031003;Hotel Tepian Angso;HOTEL NON BINTANG;;;;;;
378;15;JAMBI;1571;157101;1571011001;Hotel Sovia ;HOTEL NON BINTANG;;;;;;
379;15;JAMBI;1571;157101;1571011001;Hotel Al Aqso ;HOTEL NON BINTANG;;;;;;
380;15;JAMBI;1571;157104;1571041001;Hotel Bintang Timur ;HOTEL NON BINTANG;;;;;;
381;15;JAMBI;1571;157104;1571041004;Hotel Fortuna;HOTEL NON BINTANG;;;;;;
382;15;JAMBI;1571;157102;1571021004;Hotel Ratu Resident ;HOTEL NON BINTANG;;;;;;
383;15;JAMBI;1571;157104;1571041003;Hotel Wisma Bersaudara ;HOTEL NON BINTANG;;;;;;
384;15;JAMBI;1571;157103;1571031005;Hotel Evan ;HOTEL NON BINTANG;;;;;;
385;15;JAMBI;1571;157104;1571041004;Hotel Pundi Rezeki 3;HOTEL NON BINTANG;;;;;;
386;15;JAMBI;1571;157108;1571081003;Hotel Green House ;HOTEL NON BINTANG;;;;;;
387;15;JAMBI;1571;157111;1571111002;Hotel Jalan Baru ;HOTEL NON BINTANG;;;;;;
388;15;JAMBI;1571;157103;1571031003;Hotel J8 ;HOTEL NON BINTANG;;;;;;
389;15;JAMBI;1571;157104;1571041001;Hotel T-One ;HOTEL NON BINTANG;;;;;;
390;15;JAMBI;1571;157109;1571091003;Hotel Dani's 2 ;HOTEL NON BINTANG;;;;;;
391;15;JAMBI;1571;157109;1571091001;Hotel Pattimura ;HOTEL NON BINTANG;;;;;;
392;15;JAMBI;1571;157108;1571081003;Hotel Victory ;HOTEL NON BINTANG;;;;;;
