id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;tanggal_kejadian;keterangan;satuan;jumlah_kejadian
1249;15;JAMBI;1504;150403;21/02/2023;JALAN;TITIK;0
1250;15;JAMBI;1504;150403;21/02/2023;JALAN;KM;0
1251;15;JAMBI;1504;150403;21/02/2023;IRIGASI;HA;0
1252;15;JAMBI;1504;150403;21/02/2023;KEBUN;HEKTAR;0
1253;15;JAMBI;1504;150403;21/02/2023;KOLAM;HA;0
1254;15;JAMBI;1504;150403;21/02/2023;SAWAH;HA;0
1255;15;JAMBI;1504;150403;21/02/2023;LAHAN TIDUR;HEKTAR;0
1256;15;JAMBI;1504;150403;05/01/2023;MENINGGAL DUNIA;JIWA;0
1257;15;JAMBI;1504;150403;05/01/2023;LUKA BERAT;JIWA;0
1258;15;JAMBI;1504;150403;05/01/2023;LUKA RINGAN;JIWA;0
1259;15;JAMBI;1504;150403;05/01/2023;RUSAK TOTAL;UNIT;0
1260;15;JAMBI;1504;150403;05/01/2023;RUMAH RUSAK BERAT;UNIT;0
1261;15;JAMBI;1504;150403;05/01/2023;RUMAH RUSAK RINGAN;UNIT;0
1262;15;JAMBI;1504;150403;05/01/2023;TERGENANG;UNIT;0
1263;15;JAMBI;1504;150403;05/01/2023;TERENDAM;UNIT;0
1264;15;JAMBI;1504;150403;05/01/2023;KIOS;UNIT;0
1265;15;JAMBI;1504;150403;05/01/2023;BANGUNAN LAIN;UNIT;0
1266;15;JAMBI;1504;150403;05/01/2023;KEPALA KELUARGA;JIWA;2
1267;15;JAMBI;1504;150403;05/01/2023;JIWA;JIWA;4
1268;15;JAMBI;1504;150403;05/01/2023;SEKOLAH;UNIT;0
1269;15;JAMBI;1504;150403;05/01/2023;KANTOR;UNIT;0
1270;15;JAMBI;1504;150403;05/01/2023;TEMPAT IBADAH;JIWA;0
1271;15;JAMBI;1504;150403;05/01/2023;SARANA KESEHATAN;UNIT;0
1272;15;JAMBI;1504;150403;05/01/2023;PASAR;UNIT;0
1273;15;JAMBI;1504;150403;05/01/2023;JEMBATAN;UNIT;0
1274;15;JAMBI;1504;150403;05/01/2023;JALAN;TITIK;0
1275;15;JAMBI;1504;150403;05/01/2023;JALAN;KM;0
1276;15;JAMBI;1504;150403;05/01/2023;IRIGASI;HA;0
1277;15;JAMBI;1504;150403;05/01/2023;KEBUN;HEKTAR;0
1278;15;JAMBI;1504;150403;05/01/2023;KOLAM;HA;0
1279;15;JAMBI;1504;150403;05/01/2023;SAWAH;HA;0
1280;15;JAMBI;1504;150403;05/01/2023;LAHAN TIDUR;HEKTAR;0
1281;15;JAMBI;1501;150106;17/11/2022;MENINGGAL DUNIA;JIWA;0
1282;15;JAMBI;1501;150106;17/11/2022;LUKA BERAT;JIWA;0
1283;15;JAMBI;1501;150106;17/11/2022;LUKA RINGAN;JIWA;0
1284;15;JAMBI;1501;150106;17/11/2022;RUSAK TOTAL;UNIT;0
1285;15;JAMBI;1501;150106;17/11/2022;RUMAH RUSAK BERAT;UNIT;0
1286;15;JAMBI;1501;150106;17/11/2022;RUMAH RUSAK RINGAN;UNIT;1
1287;15;JAMBI;1501;150106;17/11/2022;TERGENANG;UNIT;0
1288;15;JAMBI;1501;150106;17/11/2022;TERENDAM;UNIT;0
1289;15;JAMBI;1501;150106;17/11/2022;KIOS;UNIT;0
1290;15;JAMBI;1501;150106;17/11/2022;BANGUNAN LAIN;UNIT;0
1291;15;JAMBI;1501;150106;17/11/2022;KEPALA KELUARGA;JIWA;0
1292;15;JAMBI;1501;150106;17/11/2022;JIWA;JIWA;0
1293;15;JAMBI;1501;150106;17/11/2022;SEKOLAH;UNIT;0
1294;15;JAMBI;1501;150106;17/11/2022;KANTOR;UNIT;0
1295;15;JAMBI;1501;150106;17/11/2022;TEMPAT IBADAH;JIWA;0
1296;15;JAMBI;1501;150106;17/11/2022;SARANA KESEHATAN;UNIT;0
1297;15;JAMBI;1501;150106;17/11/2022;PASAR;UNIT;0
1298;15;JAMBI;1501;150106;17/11/2022;JEMBATAN;UNIT;0
1299;15;JAMBI;1501;150106;17/11/2022;JALAN;TITIK;0
1300;15;JAMBI;1501;150106;17/11/2022;JALAN;KM;0
1301;15;JAMBI;1501;150106;17/11/2022;IRIGASI;HA;0
1302;15;JAMBI;1501;150106;17/11/2022;KEBUN;HEKTAR;0
1303;15;JAMBI;1501;150106;17/11/2022;KOLAM;HA;0
1304;15;JAMBI;1501;150106;17/11/2022;SAWAH;HA;0
1305;15;JAMBI;1501;150106;17/11/2022;LAHAN TIDUR;HEKTAR;0
1306;15;JAMBI;1502;150212;08/11/2022;MENINGGAL DUNIA;JIWA;0
1307;15;JAMBI;1502;150212;08/11/2022;LUKA BERAT;JIWA;0
1308;15;JAMBI;1502;150212;08/11/2022;LUKA RINGAN;JIWA;0
1309;15;JAMBI;1502;150212;08/11/2022;RUSAK TOTAL;UNIT;0
1310;15;JAMBI;1502;150212;08/11/2022;RUMAH RUSAK BERAT;UNIT;0
1311;15;JAMBI;1502;150212;08/11/2022;RUMAH RUSAK RINGAN;UNIT;0
1312;15;JAMBI;1502;150212;08/11/2022;TERGENANG;UNIT;0
1313;15;JAMBI;1502;150212;08/11/2022;TERENDAM;UNIT;0
1314;15;JAMBI;1502;150212;08/11/2022;KIOS;UNIT;0
1315;15;JAMBI;1502;150212;08/11/2022;BANGUNAN LAIN;UNIT;0
1316;15;JAMBI;1502;150212;08/11/2022;KEPALA KELUARGA;JIWA;0
1317;15;JAMBI;1502;150212;08/11/2022;JIWA;JIWA;0
1318;15;JAMBI;1502;150212;08/11/2022;SEKOLAH;UNIT;0
1319;15;JAMBI;1502;150212;08/11/2022;KANTOR;UNIT;0
1320;15;JAMBI;1502;150212;08/11/2022;TEMPAT IBADAH;JIWA;0
1321;15;JAMBI;1502;150212;08/11/2022;SARANA KESEHATAN;UNIT;0
1322;15;JAMBI;1502;150212;08/11/2022;PASAR;UNIT;0
1323;15;JAMBI;1502;150212;08/11/2022;JEMBATAN;UNIT;0
1324;15;JAMBI;1502;150212;08/11/2022;JALAN;TITIK;1
1325;15;JAMBI;1502;150212;08/11/2022;JALAN;KM;80
1326;15;JAMBI;1502;150212;08/11/2022;IRIGASI;HA;0
1327;15;JAMBI;1502;150212;08/11/2022;KEBUN;HEKTAR;0
1328;15;JAMBI;1502;150212;08/11/2022;KOLAM;HA;0
1329;15;JAMBI;1502;150212;08/11/2022;SAWAH;HA;0
1330;15;JAMBI;1502;150212;08/11/2022;LAHAN TIDUR;HEKTAR;0
1331;15;JAMBI;1505;150507;05/11/2022;MENINGGAL DUNIA;JIWA;0
1332;15;JAMBI;1505;150507;05/11/2022;LUKA BERAT;JIWA;0
1333;15;JAMBI;1505;150507;05/11/2022;LUKA RINGAN;JIWA;0
1334;15;JAMBI;1505;150507;05/11/2022;RUSAK TOTAL;UNIT;0
1335;15;JAMBI;1505;150507;05/11/2022;RUMAH RUSAK BERAT;UNIT;0
1336;15;JAMBI;1505;150507;05/11/2022;RUMAH RUSAK RINGAN;UNIT;0
1337;15;JAMBI;1505;150507;05/11/2022;TERGENANG;UNIT;0
1338;15;JAMBI;1505;150507;05/11/2022;TERENDAM;UNIT;0
1339;15;JAMBI;1505;150507;05/11/2022;KIOS;UNIT;0
1340;15;JAMBI;1505;150507;05/11/2022;BANGUNAN LAIN;UNIT;0
1341;15;JAMBI;1505;150507;05/11/2022;KEPALA KELUARGA;JIWA;0
1342;15;JAMBI;1505;150507;05/11/2022;JIWA;JIWA;0
1343;15;JAMBI;1505;150507;05/11/2022;SEKOLAH;UNIT;0
1344;15;JAMBI;1505;150507;05/11/2022;KANTOR;UNIT;0
1345;15;JAMBI;1505;150507;05/11/2022;TEMPAT IBADAH;JIWA;0
1346;15;JAMBI;1505;150507;05/11/2022;SARANA KESEHATAN;UNIT;0
1347;15;JAMBI;1505;150507;05/11/2022;PASAR;UNIT;0
1348;15;JAMBI;1505;150507;05/11/2022;JEMBATAN;UNIT;0
1349;15;JAMBI;1505;150507;05/11/2022;JALAN;TITIK;1
1350;15;JAMBI;1505;150507;05/11/2022;JALAN;KM;0
1351;15;JAMBI;1505;150507;05/11/2022;IRIGASI;HA;0
1352;15;JAMBI;1505;150507;05/11/2022;KEBUN;HEKTAR;0
1353;15;JAMBI;1505;150507;05/11/2022;KOLAM;HA;0
1354;15;JAMBI;1505;150507;05/11/2022;SAWAH;HA;0
1355;15;JAMBI;1505;150507;05/11/2022;LAHAN TIDUR;HEKTAR;0
1356;15;JAMBI;1502;150211;26/10/2022;MENINGGAL DUNIA;JIWA;0
1357;15;JAMBI;1502;150211;26/10/2022;LUKA BERAT;JIWA;0
1358;15;JAMBI;1502;150211;26/10/2022;LUKA RINGAN;JIWA;0
1359;15;JAMBI;1502;150211;26/10/2022;RUSAK TOTAL;UNIT;0
1360;15;JAMBI;1502;150211;26/10/2022;RUMAH RUSAK BERAT;UNIT;0
1361;15;JAMBI;1502;150211;26/10/2022;RUMAH RUSAK RINGAN;UNIT;0
1362;15;JAMBI;1502;150211;26/10/2022;TERGENANG;UNIT;0
1363;15;JAMBI;1502;150211;26/10/2022;TERENDAM;UNIT;0
1364;15;JAMBI;1502;150211;26/10/2022;KIOS;UNIT;0
1365;15;JAMBI;1502;150211;26/10/2022;BANGUNAN LAIN;UNIT;0
1366;15;JAMBI;1502;150211;26/10/2022;KEPALA KELUARGA;JIWA;0
1367;15;JAMBI;1502;150211;26/10/2022;JIWA;JIWA;0
1368;15;JAMBI;1502;150211;26/10/2022;SEKOLAH;UNIT;0
1369;15;JAMBI;1502;150211;26/10/2022;KANTOR;UNIT;0
1370;15;JAMBI;1502;150211;26/10/2022;TEMPAT IBADAH;JIWA;0
1371;15;JAMBI;1502;150211;26/10/2022;SARANA KESEHATAN;UNIT;0
1372;15;JAMBI;1502;150211;26/10/2022;PASAR;UNIT;0
1373;15;JAMBI;1502;150211;26/10/2022;JEMBATAN;UNIT;0
1374;15;JAMBI;1502;150211;26/10/2022;JALAN;TITIK;5
1375;15;JAMBI;1502;150211;26/10/2022;JALAN;KM;50
1376;15;JAMBI;1502;150211;26/10/2022;IRIGASI;HA;0
1377;15;JAMBI;1502;150211;26/10/2022;KEBUN;HEKTAR;0
1378;15;JAMBI;1502;150211;26/10/2022;KOLAM;HA;0
1379;15;JAMBI;1502;150211;26/10/2022;SAWAH;HA;0
1380;15;JAMBI;1502;150211;26/10/2022;LAHAN TIDUR;HEKTAR;0
1381;15;JAMBI;1502;150202;24/10/2022;MENINGGAL DUNIA;JIWA;0
1382;15;JAMBI;1502;150202;24/10/2022;LUKA BERAT;JIWA;0
1383;15;JAMBI;1502;150202;24/10/2022;LUKA RINGAN;JIWA;0
1384;15;JAMBI;1502;150202;24/10/2022;RUSAK TOTAL;UNIT;0
1385;15;JAMBI;1502;150202;24/10/2022;RUMAH RUSAK BERAT;UNIT;0
1386;15;JAMBI;1502;150202;24/10/2022;RUMAH RUSAK RINGAN;UNIT;1
1387;15;JAMBI;1502;150202;24/10/2022;TERGENANG;UNIT;0
1388;15;JAMBI;1502;150202;24/10/2022;TERENDAM;UNIT;0
1389;15;JAMBI;1502;150202;24/10/2022;KIOS;UNIT;0
1390;15;JAMBI;1502;150202;24/10/2022;BANGUNAN LAIN;UNIT;0
1391;15;JAMBI;1502;150202;24/10/2022;KEPALA KELUARGA;JIWA;0
1392;15;JAMBI;1502;150202;24/10/2022;JIWA;JIWA;0
1393;15;JAMBI;1502;150202;24/10/2022;SEKOLAH;UNIT;0
1394;15;JAMBI;1502;150202;24/10/2022;KANTOR;UNIT;0
1395;15;JAMBI;1502;150202;24/10/2022;TEMPAT IBADAH;JIWA;0
1396;15;JAMBI;1502;150202;24/10/2022;SARANA KESEHATAN;UNIT;0
1397;15;JAMBI;1502;150202;24/10/2022;PASAR;UNIT;0
1398;15;JAMBI;1502;150202;24/10/2022;JEMBATAN;UNIT;0
1399;15;JAMBI;1502;150202;24/10/2022;JALAN;TITIK;0
1400;15;JAMBI;1502;150202;24/10/2022;JALAN;KM;0
1401;15;JAMBI;1502;150202;24/10/2022;IRIGASI;HA;0
1402;15;JAMBI;1502;150202;24/10/2022;KEBUN;HEKTAR;0
1403;15;JAMBI;1502;150202;24/10/2022;KOLAM;HA;0
1404;15;JAMBI;1502;150202;24/10/2022;SAWAH;HA;0
1405;15;JAMBI;1502;150202;24/10/2022;LAHAN TIDUR;HEKTAR;0
1406;15;JAMBI;1502;150202;24/10/2022;MENINGGAL DUNIA;JIWA;0
1407;15;JAMBI;1502;150202;24/10/2022;LUKA BERAT;JIWA;0
1408;15;JAMBI;1502;150202;24/10/2022;LUKA RINGAN;JIWA;0
1409;15;JAMBI;1502;150202;24/10/2022;RUSAK TOTAL;UNIT;0
1410;15;JAMBI;1502;150202;24/10/2022;RUMAH RUSAK BERAT;UNIT;0
1411;15;JAMBI;1502;150202;24/10/2022;RUMAH RUSAK RINGAN;UNIT;0
1412;15;JAMBI;1502;150202;24/10/2022;TERGENANG;UNIT;0
1413;15;JAMBI;1502;150202;24/10/2022;TERENDAM;UNIT;0
1414;15;JAMBI;1502;150202;24/10/2022;KIOS;UNIT;0
1415;15;JAMBI;1502;150202;24/10/2022;BANGUNAN LAIN;UNIT;0
1416;15;JAMBI;1502;150202;24/10/2022;KEPALA KELUARGA;JIWA;0
1417;15;JAMBI;1502;150202;24/10/2022;JIWA;JIWA;0
1418;15;JAMBI;1502;150202;24/10/2022;SEKOLAH;UNIT;0
1419;15;JAMBI;1502;150202;24/10/2022;KANTOR;UNIT;0
1420;15;JAMBI;1502;150202;24/10/2022;TEMPAT IBADAH;JIWA;0
1421;15;JAMBI;1502;150202;24/10/2022;SARANA KESEHATAN;UNIT;0
1422;15;JAMBI;1502;150202;24/10/2022;PASAR;UNIT;0
1423;15;JAMBI;1502;150202;24/10/2022;JEMBATAN;UNIT;0
1424;15;JAMBI;1502;150202;24/10/2022;JALAN;TITIK;1
1425;15;JAMBI;1502;150202;24/10/2022;JALAN;KM;10
1426;15;JAMBI;1502;150202;24/10/2022;IRIGASI;HA;0
1427;15;JAMBI;1502;150202;24/10/2022;KEBUN;HEKTAR;0
1428;15;JAMBI;1502;150202;24/10/2022;KOLAM;HA;0
1429;15;JAMBI;1502;150202;24/10/2022;SAWAH;HA;0
1430;15;JAMBI;1502;150202;24/10/2022;LAHAN TIDUR;HEKTAR;0
1431;15;JAMBI;1502;150212;24/10/2022;MENINGGAL DUNIA;JIWA;0
1432;15;JAMBI;1502;150212;24/10/2022;LUKA BERAT;JIWA;0
1433;15;JAMBI;1502;150212;24/10/2022;LUKA RINGAN;JIWA;0
1434;15;JAMBI;1502;150212;24/10/2022;RUSAK TOTAL;UNIT;0
1435;15;JAMBI;1502;150212;24/10/2022;RUMAH RUSAK BERAT;UNIT;1
1436;15;JAMBI;1502;150212;24/10/2022;RUMAH RUSAK RINGAN;UNIT;0
1437;15;JAMBI;1502;150212;24/10/2022;TERGENANG;UNIT;0
1438;15;JAMBI;1502;150212;24/10/2022;TERENDAM;UNIT;0
1439;15;JAMBI;1502;150212;24/10/2022;KIOS;UNIT;0
1440;15;JAMBI;1502;150212;24/10/2022;BANGUNAN LAIN;UNIT;0
1441;15;JAMBI;1502;150212;24/10/2022;KEPALA KELUARGA;JIWA;0
1442;15;JAMBI;1502;150212;24/10/2022;JIWA;JIWA;0
1443;15;JAMBI;1502;150212;24/10/2022;SEKOLAH;UNIT;0
1444;15;JAMBI;1502;150212;24/10/2022;KANTOR;UNIT;0
1445;15;JAMBI;1502;150212;24/10/2022;TEMPAT IBADAH;JIWA;0
1446;15;JAMBI;1502;150212;24/10/2022;SARANA KESEHATAN;UNIT;0
1447;15;JAMBI;1502;150212;24/10/2022;PASAR;UNIT;0
1448;15;JAMBI;1502;150212;24/10/2022;JEMBATAN;UNIT;0
1449;15;JAMBI;1502;150212;24/10/2022;JALAN;TITIK;0
1450;15;JAMBI;1502;150212;24/10/2022;JALAN;KM;0
1451;15;JAMBI;1502;150212;24/10/2022;IRIGASI;HA;0
1452;15;JAMBI;1502;150212;24/10/2022;KEBUN;HEKTAR;0
1453;15;JAMBI;1502;150212;24/10/2022;KOLAM;HA;0
1454;15;JAMBI;1502;150212;24/10/2022;SAWAH;HA;0
1455;15;JAMBI;1502;150212;24/10/2022;LAHAN TIDUR;HEKTAR;0
1456;15;JAMBI;1502;150202;24/10/2022;MENINGGAL DUNIA;JIWA;0
1457;15;JAMBI;1502;150202;24/10/2022;LUKA BERAT;JIWA;0
1458;15;JAMBI;1502;150202;24/10/2022;LUKA RINGAN;JIWA;0
1459;15;JAMBI;1502;150202;24/10/2022;RUSAK TOTAL;UNIT;0
1460;15;JAMBI;1502;150202;24/10/2022;RUMAH RUSAK BERAT;UNIT;0
1461;15;JAMBI;1502;150202;24/10/2022;RUMAH RUSAK RINGAN;UNIT;0
1462;15;JAMBI;1502;150202;24/10/2022;TERGENANG;UNIT;0
1463;15;JAMBI;1502;150202;24/10/2022;TERENDAM;UNIT;0
1464;15;JAMBI;1502;150202;24/10/2022;KIOS;UNIT;0
1465;15;JAMBI;1502;150202;24/10/2022;BANGUNAN LAIN;UNIT;0
1466;15;JAMBI;1502;150202;24/10/2022;KEPALA KELUARGA;JIWA;0
1467;15;JAMBI;1502;150202;24/10/2022;JIWA;JIWA;0
1468;15;JAMBI;1502;150202;24/10/2022;SEKOLAH;UNIT;0
1469;15;JAMBI;1502;150202;24/10/2022;KANTOR;UNIT;0
1470;15;JAMBI;1502;150202;24/10/2022;TEMPAT IBADAH;JIWA;0
1471;15;JAMBI;1502;150202;24/10/2022;SARANA KESEHATAN;UNIT;0
1472;15;JAMBI;1502;150202;24/10/2022;PASAR;UNIT;0
1473;15;JAMBI;1502;150202;24/10/2022;JEMBATAN;UNIT;1
1474;15;JAMBI;1502;150202;24/10/2022;JALAN;TITIK;0
1475;15;JAMBI;1502;150202;24/10/2022;JALAN;KM;0
1476;15;JAMBI;1502;150202;24/10/2022;IRIGASI;HA;0
1477;15;JAMBI;1502;150202;24/10/2022;KEBUN;HEKTAR;0
1478;15;JAMBI;1502;150202;24/10/2022;KOLAM;HA;0
1479;15;JAMBI;1502;150202;24/10/2022;SAWAH;HA;0
1480;15;JAMBI;1502;150202;24/10/2022;LAHAN TIDUR;HEKTAR;0
1481;15;JAMBI;1502;150202;23/10/2022;MENINGGAL DUNIA;JIWA;0
1482;15;JAMBI;1502;150202;23/10/2022;LUKA BERAT;JIWA;0
1483;15;JAMBI;1502;150202;23/10/2022;LUKA RINGAN;JIWA;0
1484;15;JAMBI;1502;150202;23/10/2022;RUSAK TOTAL;UNIT;0
1485;15;JAMBI;1502;150202;23/10/2022;RUMAH RUSAK BERAT;UNIT;0
1486;15;JAMBI;1502;150202;23/10/2022;RUMAH RUSAK RINGAN;UNIT;0
1487;15;JAMBI;1502;150202;23/10/2022;TERGENANG;UNIT;0
1488;15;JAMBI;1502;150202;23/10/2022;TERENDAM;UNIT;0
1489;15;JAMBI;1502;150202;23/10/2022;KIOS;UNIT;0
1490;15;JAMBI;1502;150202;23/10/2022;BANGUNAN LAIN;UNIT;0
1491;15;JAMBI;1502;150202;23/10/2022;KEPALA KELUARGA;JIWA;46
1492;15;JAMBI;1502;150202;23/10/2022;JIWA;JIWA;116
1493;15;JAMBI;1502;150202;23/10/2022;SEKOLAH;UNIT;0
1494;15;JAMBI;1502;150202;23/10/2022;KANTOR;UNIT;0
1495;15;JAMBI;1502;150202;23/10/2022;TEMPAT IBADAH;JIWA;0
1496;15;JAMBI;1502;150202;23/10/2022;SARANA KESEHATAN;UNIT;0
1497;15;JAMBI;1502;150202;23/10/2022;PASAR;UNIT;0
1498;15;JAMBI;1502;150202;23/10/2022;JEMBATAN;UNIT;1
1499;15;JAMBI;1502;150202;23/10/2022;JALAN;TITIK;0
1500;15;JAMBI;1502;150202;23/10/2022;JALAN;KM;0
1501;15;JAMBI;1502;150202;23/10/2022;IRIGASI;HA;0
1502;15;JAMBI;1502;150202;23/10/2022;KEBUN;HEKTAR;0
1503;15;JAMBI;1502;150202;23/10/2022;KOLAM;HA;0
1504;15;JAMBI;1502;150202;23/10/2022;SAWAH;HA;0
1505;15;JAMBI;1502;150202;23/10/2022;LAHAN TIDUR;HEKTAR;0
1506;15;JAMBI;1503;150308;23/10/2022;MENINGGAL DUNIA;JIWA;0
1507;15;JAMBI;1503;150308;23/10/2022;LUKA BERAT;JIWA;0
1508;15;JAMBI;1503;150308;23/10/2022;LUKA RINGAN;JIWA;0
1509;15;JAMBI;1503;150308;23/10/2022;RUSAK TOTAL;UNIT;0
1510;15;JAMBI;1503;150308;23/10/2022;RUMAH RUSAK BERAT;UNIT;0
1511;15;JAMBI;1503;150308;23/10/2022;RUMAH RUSAK RINGAN;UNIT;0
1512;15;JAMBI;1503;150308;23/10/2022;TERGENANG;UNIT;0
1513;15;JAMBI;1503;150308;23/10/2022;TERENDAM;UNIT;0
1514;15;JAMBI;1503;150308;23/10/2022;KIOS;UNIT;0
1515;15;JAMBI;1503;150308;23/10/2022;BANGUNAN LAIN;UNIT;0
1516;15;JAMBI;1503;150308;23/10/2022;KEPALA KELUARGA;JIWA;0
1517;15;JAMBI;1503;150308;23/10/2022;JIWA;JIWA;0
1518;15;JAMBI;1503;150308;23/10/2022;SEKOLAH;UNIT;0
1519;15;JAMBI;1503;150308;23/10/2022;KANTOR;UNIT;0
1520;15;JAMBI;1503;150308;23/10/2022;TEMPAT IBADAH;JIWA;0
1521;15;JAMBI;1503;150308;23/10/2022;SARANA KESEHATAN;UNIT;0
1522;15;JAMBI;1503;150308;23/10/2022;PASAR;UNIT;0
1523;15;JAMBI;1503;150308;23/10/2022;JEMBATAN;UNIT;0
1524;15;JAMBI;1503;150308;23/10/2022;JALAN;TITIK;1
1525;15;JAMBI;1503;150308;23/10/2022;JALAN;KM;10
1526;15;JAMBI;1503;150308;23/10/2022;IRIGASI;HA;0
1527;15;JAMBI;1503;150308;23/10/2022;KEBUN;HEKTAR;0
1528;15;JAMBI;1503;150308;23/10/2022;KOLAM;HA;0
1529;15;JAMBI;1503;150308;23/10/2022;SAWAH;HA;0
1530;15;JAMBI;1503;150308;23/10/2022;LAHAN TIDUR;HEKTAR;0
1531;15;JAMBI;1502;150202;22/10/2022;MENINGGAL DUNIA;JIWA;0
1532;15;JAMBI;1502;150202;22/10/2022;LUKA BERAT;JIWA;0
1533;15;JAMBI;1502;150202;22/10/2022;LUKA RINGAN;JIWA;0
1534;15;JAMBI;1502;150202;22/10/2022;RUSAK TOTAL;UNIT;0
1535;15;JAMBI;1502;150202;22/10/2022;RUMAH RUSAK BERAT;UNIT;0
1536;15;JAMBI;1502;150202;22/10/2022;RUMAH RUSAK RINGAN;UNIT;0
1537;15;JAMBI;1502;150202;22/10/2022;TERGENANG;UNIT;0
1538;15;JAMBI;1502;150202;22/10/2022;TERENDAM;UNIT;0
1539;15;JAMBI;1502;150202;22/10/2022;KIOS;UNIT;0
1540;15;JAMBI;1502;150202;22/10/2022;BANGUNAN LAIN;UNIT;0
1541;15;JAMBI;1502;150202;22/10/2022;KEPALA KELUARGA;JIWA;40
1542;15;JAMBI;1502;150202;22/10/2022;JIWA;JIWA;102
1543;15;JAMBI;1502;150202;22/10/2022;SEKOLAH;UNIT;0
1544;15;JAMBI;1502;150202;22/10/2022;KANTOR;UNIT;0
1545;15;JAMBI;1502;150202;22/10/2022;TEMPAT IBADAH;JIWA;0
1546;15;JAMBI;1502;150202;22/10/2022;SARANA KESEHATAN;UNIT;0
1547;15;JAMBI;1502;150202;22/10/2022;PASAR;UNIT;0
1548;15;JAMBI;1502;150202;22/10/2022;JEMBATAN;UNIT;1
1549;15;JAMBI;1502;150202;22/10/2022;JALAN;TITIK;0
1550;15;JAMBI;1502;150202;22/10/2022;JALAN;KM;0
1551;15;JAMBI;1502;150202;22/10/2022;IRIGASI;HA;0
1552;15;JAMBI;1502;150202;22/10/2022;KEBUN;HEKTAR;0
1553;15;JAMBI;1502;150202;22/10/2022;KOLAM;HA;0
1554;15;JAMBI;1502;150202;22/10/2022;SAWAH;HA;0
1555;15;JAMBI;1502;150202;22/10/2022;LAHAN TIDUR;HEKTAR;0
1556;15;JAMBI;1502;150203;22/10/2022;MENINGGAL DUNIA;JIWA;0
1557;15;JAMBI;1502;150203;22/10/2022;LUKA BERAT;JIWA;0
1558;15;JAMBI;1502;150203;22/10/2022;LUKA RINGAN;JIWA;0
1559;15;JAMBI;1502;150203;22/10/2022;RUSAK TOTAL;UNIT;0
1560;15;JAMBI;1502;150203;22/10/2022;RUMAH RUSAK BERAT;UNIT;0
1561;15;JAMBI;1502;150203;22/10/2022;RUMAH RUSAK RINGAN;UNIT;0
1562;15;JAMBI;1502;150203;22/10/2022;TERGENANG;UNIT;0
1563;15;JAMBI;1502;150203;22/10/2022;TERENDAM;UNIT;0
1564;15;JAMBI;1502;150203;22/10/2022;KIOS;UNIT;0
1565;15;JAMBI;1502;150203;22/10/2022;BANGUNAN LAIN;UNIT;0
1566;15;JAMBI;1502;150203;22/10/2022;KEPALA KELUARGA;JIWA;0
1567;15;JAMBI;1502;150203;22/10/2022;JIWA;JIWA;0
1568;15;JAMBI;1502;150203;22/10/2022;SEKOLAH;UNIT;0
1569;15;JAMBI;1502;150203;22/10/2022;KANTOR;UNIT;0
1570;15;JAMBI;1502;150203;22/10/2022;TEMPAT IBADAH;JIWA;0
1571;15;JAMBI;1502;150203;22/10/2022;SARANA KESEHATAN;UNIT;0
1572;15;JAMBI;1502;150203;22/10/2022;PASAR;UNIT;0
1573;15;JAMBI;1502;150203;22/10/2022;JEMBATAN;UNIT;0
1574;15;JAMBI;1502;150203;22/10/2022;JALAN;TITIK;1
1575;15;JAMBI;1502;150203;22/10/2022;JALAN;KM;0
1576;15;JAMBI;1502;150203;22/10/2022;IRIGASI;HA;0
1577;15;JAMBI;1502;150203;22/10/2022;KEBUN;HEKTAR;0
1578;15;JAMBI;1502;150203;22/10/2022;KOLAM;HA;0
1579;15;JAMBI;1502;150203;22/10/2022;SAWAH;HA;0
1580;15;JAMBI;1502;150203;22/10/2022;LAHAN TIDUR;HEKTAR;0
1581;15;JAMBI;1508;150805;04/10/2022;MENINGGAL DUNIA;JIWA;0
1582;15;JAMBI;1508;150805;04/10/2022;LUKA BERAT;JIWA;0
1583;15;JAMBI;1508;150805;04/10/2022;LUKA RINGAN;JIWA;0
1584;15;JAMBI;1508;150805;04/10/2022;RUSAK TOTAL;UNIT;0
1585;15;JAMBI;1508;150805;04/10/2022;RUMAH RUSAK BERAT;UNIT;3
1586;15;JAMBI;1508;150805;04/10/2022;RUMAH RUSAK RINGAN;UNIT;0
1587;15;JAMBI;1508;150805;04/10/2022;TERGENANG;UNIT;0
1588;15;JAMBI;1508;150805;04/10/2022;TERENDAM;UNIT;0
1589;15;JAMBI;1508;150805;04/10/2022;KIOS;UNIT;0
1590;15;JAMBI;1508;150805;04/10/2022;BANGUNAN LAIN;UNIT;0
1591;15;JAMBI;1508;150805;04/10/2022;KEPALA KELUARGA;JIWA;3
1592;15;JAMBI;1508;150805;04/10/2022;JIWA;JIWA;12
1593;15;JAMBI;1508;150805;04/10/2022;SEKOLAH;UNIT;0
1594;15;JAMBI;1508;150805;04/10/2022;KANTOR;UNIT;0
1595;15;JAMBI;1508;150805;04/10/2022;TEMPAT IBADAH;JIWA;0
1596;15;JAMBI;1508;150805;04/10/2022;SARANA KESEHATAN;UNIT;0
1597;15;JAMBI;1508;150805;04/10/2022;PASAR;UNIT;0
1598;15;JAMBI;1508;150805;04/10/2022;JEMBATAN;UNIT;0
1599;15;JAMBI;1508;150805;04/10/2022;JALAN;TITIK;1
1600;15;JAMBI;1508;150805;04/10/2022;JALAN;KM;0
