NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;komoditi;jumlah_petani;satuan;tahun
1;15;JAMBI;1509;NILAM;57;KEPALA KELUARGA;2022
2;15;JAMBI;1502;NILAM;2601;KEPALA KELUARGA;2022
3;15;JAMBI;1503;NILAM;160;KEPALA KELUARGA;2022
4;15;JAMBI;1509;NILAM;26;KEPALA KELUARGA;2023
5;15;JAMBI;1502;NILAM;2521;KEPALA KELUARGA;2023
6;15;JAMBI;1503;NILAM;83;KEPALA KELUARGA;2023
