id;id_provinsi;nama_provinsi;uraian_data;satuan;jumlah;tahun
1;15;JAMBI;JUMLAH ANGGOTA PERPUSTAKAAN;ORANG;17.884;2024
2;15;JAMBI;JUMLAH ANGGOTA PERPUSTAKAAN;ORANG;11.091;2023
3;15;JAMBI;JUMLAH ANGGOTA PERPUSTAKAAN;ORANG;8.631;2022
4;15;JAMBI;JUMLAH ANGGOTA PERPUSTAKAAN;ORANG;6.867;2021
