no;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kategori;data;semester;jumlah;satuan;tahun
22;15;JAMBI;1508;150813;PEREKAMAN KTP;WAJIB KTP;1;22166;JIWA;2022
23;15;JAMBI;1508;150805;PEREKAMAN KTP;WAJIB KTP;1;17025;JIWA;2022
24;15;JAMBI;1508;150817;PEREKAMAN KTP;WAJIB KTP;1;17136;JIWA;2022
25;15;JAMBI;1508;150801;PEREKAMAN KTP;WAJIB KTP;1;10936;JIWA;2022
26;15;JAMBI;1501;150105;PEREKAMAN KTP;WAJIB KTP;1;9068;JIWA;2022
27;15;JAMBI;1501;150121;PEREKAMAN KTP;WAJIB KTP;1;7746;JIWA;2022
28;15;JAMBI;1501;150111;PEREKAMAN KTP;WAJIB KTP;1;15837;JIWA;2022
29;15;JAMBI;1501;150107;PEREKAMAN KTP;WAJIB KTP;1;9069;JIWA;2022
30;15;JAMBI;1501;150120;PEREKAMAN KTP;WAJIB KTP;1;9991;JIWA;2022
31;15;JAMBI;1501;150102;PEREKAMAN KTP;WAJIB KTP;1;10097;JIWA;2022
32;15;JAMBI;1501;150123;PEREKAMAN KTP;WAJIB KTP;1;9801;JIWA;2022
33;15;JAMBI;1501;150117;PEREKAMAN KTP;WAJIB KTP;1;13152;JIWA;2022
34;15;JAMBI;1501;150106;PEREKAMAN KTP;WAJIB KTP;1;9416;JIWA;2022
35;15;JAMBI;1501;150101;PEREKAMAN KTP;WAJIB KTP;1;6600;JIWA;2022
36;15;JAMBI;1501;150115;PEREKAMAN KTP;WAJIB KTP;1;10869;JIWA;2022
37;15;JAMBI;1501;150109;PEREKAMAN KTP;WAJIB KTP;1;14389;JIWA;2022
38;15;JAMBI;1501;150119;PEREKAMAN KTP;WAJIB KTP;1;15474;JIWA;2022
39;15;JAMBI;1501;150108;PEREKAMAN KTP;WAJIB KTP;1;10480;JIWA;2022
40;15;JAMBI;1501;150104;PEREKAMAN KTP;WAJIB KTP;1;7884;JIWA;2022
41;15;JAMBI;1501;150116;PEREKAMAN KTP;WAJIB KTP;1;17097;JIWA;2022
42;15;JAMBI;1501;150118;PEREKAMAN KTP;WAJIB KTP;1;8800;JIWA;2022
43;15;JAMBI;1501;150122;PEREKAMAN KTP;WAJIB KTP;1;7318;JIWA;2022
44;15;JAMBI;1571;157109;PEREKAMAN KTP;WAJIB KTP;1;78414;JIWA;2022
45;15;JAMBI;1571;157110;PEREKAMAN KTP;WAJIB KTP;1;31433;JIWA;2022
46;15;JAMBI;1571;157106;PEREKAMAN KTP;WAJIB KTP;1;9478;JIWA;2022
47;15;JAMBI;1571;157102;PEREKAMAN KTP;WAJIB KTP;1;42636;JIWA;2022
48;15;JAMBI;1571;157103;PEREKAMAN KTP;WAJIB KTP;1;49153;JIWA;2022
49;15;JAMBI;1571;157108;PEREKAMAN KTP;WAJIB KTP;1;44646;JIWA;2022
50;15;JAMBI;1571;157107;PEREKAMAN KTP;WAJIB KTP;1;59560;JIWA;2022
51;15;JAMBI;1571;157111;PEREKAMAN KTP;WAJIB KTP;1;77089;JIWA;2022
52;15;JAMBI;1571;157104;PEREKAMAN KTP;WAJIB KTP;1;8597;JIWA;2022
53;15;JAMBI;1571;157105;PEREKAMAN KTP;WAJIB KTP;1;9485;JIWA;2022
