NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;kode_kecamatan;nama_kecamatan;tahun;jumlah_keluarga_berisiko_stunting;keluarga_tidak_memiliki_sumber_air_minum_layak;keluarga_tidak_memiliki_jamban_layak;pus_terlalu_muda_tidak_menggunakan_KB;pus_terlalu_tua_tidak_menggunakan_KB;pus_terlalu_dekat_tidak_menggunakan_KB;pus_terlalu_banyak_tidak_menggunakan_KB
;15;JAMBI;1501;KERINCI;150119;KAYU ARO BARAT;2024;482;194;169;20;92;2;55
;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;2024;113;5;26;5;56;3;32
;15;JAMBI;1501;KERINCI;150104;SITINJAU LAUT;2024;404;11;302;7;103;1;28
;15;JAMBI;1501;KERINCI;150116;SIULAK;2024;850;38;666;40;136;1;47
;15;JAMBI;1501;KERINCI;150118;SIULAK MUKAI;2024;409;6;362;11;48;1;5
;15;JAMBI;1501;KERINCI;150122;TANAH COGOK;2024;254;4;133;2;102;3;34
;15;JAMBI;1502;MERANGIN;150202;BANGKO;2024;786;90;67;12;454;12;263
;15;JAMBI;1502;MERANGIN;150210;BANGKO BARAT;2024;668;513;135;5;82;3;57
;15;JAMBI;1502;MERANGIN;150212;BATANG MASUMAI;2024;432;79;165;9;146;1;137
;15;JAMBI;1502;MERANGIN;150201;JANGKAT;2024;302;25;55;44;132;1;101
;15;JAMBI;1502;MERANGIN;150218;JANGKAT TIMUR;2024;633;191;462;42;56;0;45
;15;JAMBI;1502;MERANGIN;150209;LEMBAH MASURAI;2024;465;27;369;35;57;1;15
;15;JAMBI;1502;MERANGIN;150221;MARGO TABIR;2024;537;190;372;44;46;1;37
;15;JAMBI;1502;MERANGIN;150203;MUARA SIAU;2024;300;74;138;18;78;0;53
;15;JAMBI;1502;MERANGIN;150211;NALO TANTAN;2024;436;27;116;4;246;3;100
;15;JAMBI;1502;MERANGIN;150206;PAMENANG;2024;991;294;465;21;235;3;100
;15;JAMBI;1502;MERANGIN;150213;PAMENANG BARAT;2024;459;150;190;20;129;1;80
;15;JAMBI;1502;MERANGIN;150220;PAMENANG SELATAN;2024;394;163;229;8;64;1;49
;15;JAMBI;1502;MERANGIN;150217;PANGKALAN JAMBU;2024;125;7;59;11;39;2;15
;15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;2024;183;47;26;6;90;0;31
;15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;2024;504;165;249;18;107;5;116
;15;JAMBI;1502;MERANGIN;150204;SUNGAI MANAU;2024;567;154;327;17;80;1;78
;15;JAMBI;1502;MERANGIN;150205;TABIR;2024;2.054;767;1.469;36;262;1;163
;15;JAMBI;1502;MERANGIN;150223;TABIR BARAT;2024;582;223;413;7;91;1;52
;15;JAMBI;1502;MERANGIN;150214;TABIR ILIR;2024;440;102;372;14;42;2;18
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;2024;276;70;152;6;62;0;29
;15;JAMBI;1502;MERANGIN;150208;TABIR SELATAN;2024;681;212;164;19;245;4;151
;15;JAMBI;1502;MERANGIN;150215;TABIR TIMUR;2024;526;258;243;13;70;0;46
;15;JAMBI;1502;MERANGIN;150207;TABIR ULU;2024;697;254;567;20;49;1;48
;15;JAMBI;1502;MERANGIN;150224;TIANG PUMPUNG;2024;114;42;63;7;30;0;9
;15;JAMBI;1503;SAROLANGUN;150307;AIR HITAM;2024;1.275;578;532;17;268;2;181
;15;JAMBI;1503;SAROLANGUN;150301;BATANG ASAI;2024;2.412;1.531;1.540;39;245;3;295
;15;JAMBI;1503;SAROLANGUN;150308;BATHIN VIII;2024;524;122;213;10;203;0;100
;15;JAMBI;1503;SAROLANGUN;150310;CERMIN NAN GEDANG;2024;395;145;220;27;69;0;74
;15;JAMBI;1503;SAROLANGUN;150302;LIMUN;2024;874;322;575;9;90;1;78
;15;JAMBI;1503;SAROLANGUN;150306;MANDIANGIN;2024;1.066;387;575;22;336;2;206
;15;JAMBI;1503;SAROLANGUN;150311;MANDIANGIN TIMUR;2024;245;64;75;8;118;1;41
;15;JAMBI;1503;SAROLANGUN;150304;PAUH;2024;1.135;631;300;18;218;3;173
;15;JAMBI;1503;SAROLANGUN;150305;PELAWAN;2024;1.050;246;352;15;369;17;282
;15;JAMBI;1503;SAROLANGUN;150303;SAROLANGUN;2024;1.745;314;446;33;703;13;574
;15;JAMBI;1503;SAROLANGUN;150309;SINGKUT;2024;894;241;307;17;295;3;182
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;2024;1.597;1.148;481;25;280;5;166
;15;JAMBI;1504;BATANGHARI;150404;BATIN XXIV;2024;1.322;453;644;15;302;4;166
;15;JAMBI;1504;BATANGHARI;150408;MARO SEBO ILIR;2024;456;128;178;9;127;2;77
;15;JAMBI;1504;BATANGHARI;150406;MARO SEBO ULU;2024;2.011;355;1.346;70;334;3;251
;15;JAMBI;1504;BATANGHARI;150401;MERSAM;2024;564;134;225;17;182;2;106
;15;JAMBI;1504;BATANGHARI;150403;MUARA BULIAN;2024;2.619;1.090;452;39;860;25;685
;15;JAMBI;1504;BATANGHARI;150402;MUARA TEMBESI;2024;1.221;522;431;44;293;11;216
;15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;2024;1.282;546;372;35;340;7;282
;15;JAMBI;1505;MUARO JAMBI;150510;BAHAR SELATAN;2024;402;60;154;10;125;2;93
;15;JAMBI;1505;MUARO JAMBI;150509;BAHAR UTARA;2024;310;47;79;10;124;7;103
;15;JAMBI;1505;MUARO JAMBI;150501;JAMBI LUAR KOTA;2024;2.450;564;563;24;931;27;764
;15;JAMBI;1505;MUARO JAMBI;150503;KUMPEH;2024;1.945;102;1.718;27;175;1;92
;15;JAMBI;1505;MUARO JAMBI;150506;KUMPEH ULU;2024;2.520;775;704;15;904;12;671
;15;JAMBI;1505;MUARO JAMBI;150504;MARO SEBO;2024;983;726;278;24;96;1;70
;15;JAMBI;1505;MUARO JAMBI;150505;MESTONG;2024;1.180;511;434;19;385;8;178
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;2024;1.538;522;309;8;582;5;422
;15;JAMBI;1505;MUARO JAMBI;150507;SUNGAI BAHAR;2024;606;73;71;18;290;5;238
;15;JAMBI;1505;MUARO JAMBI;150508;SUNGAI GELAM;2024;2.219;526;380;12;970;10;685
;15;JAMBI;1505;MUARO JAMBI;150511;TAMAN RAJO;2024;553;263;77;12;135;4;127
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;2024;1.199;182;399;23;451;12;432
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150604;BETARA;2024;2.419;1.914;440;6;339;4;205
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150611;BRAM ITAM;2024;2.687;2.503;697;11;199;3;147
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150612;KUALA BETARA;2024;2.375;2.361;628;16;112;2;66
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150605;MERLUNG;2024;324;58;95;13;119;2;86
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150609;MUARA PAPALIK;2024;89;6;21;8;45;1;21
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;2024;4.324;4.267;1.219;10;299;7;211
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;2024;653;162;378;9;156;4;141
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150610;SEBERANG KOTA;2024;1.458;1.432;543;3;49;1;41
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150613;SENYERANG;2024;3.901;3.626;1.525;19;324;3;146
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150606;TEBING TINGGI;2024;997;167;367;8;377;7;288
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;2024;5.114;3.551;1.909;4;676;5;569
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150601;TUNGKAL ULU;2024;241;8;88;4;104;1;74
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150711;BERBAK;2024;555;149;455;0;32;1;18
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150706;DENDANG;2024;1.004;753;302;1;99;1;54
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150710;GERAGAI;2024;978;670;82;15;229;6;125
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150708;KUALA JAMBI;2024;1.787;1.116;1.058;1;127;3;109
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;2024;3.235;2.986;1.194;10;270;2;142
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;2024;764;172;404;22;187;3;165
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;2024;794;317;137;4;279;3;167
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150701;MUARA SABAK TIMUR;2024;2.055;1.169;870;7;268;5;148
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150702;NIPAH PANJANG;2024;2.903;2.289;1.008;11;264;2;211
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;2024;541;348;144;2;125;0;47
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;2024;1.118;497;839;16;158;3;107
;15;JAMBI;1508;BUNGO;150815;BATHIN II PELAYANG;2024;282;151;110;10;46;0;31
;15;JAMBI;1508;BUNGO;150811;BATHIN III;2024;911;197;384;13;303;5;214
;15;JAMBI;1508;BUNGO;150814;BATHIN III ULU;2024;740;344;531;28;75;4;93
;15;JAMBI;1508;BUNGO;150810;BATIN II BABEKO;2024;486;127;266;11;95;1;62
;15;JAMBI;1508;BUNGO;150812;BUNGO DANI;2024;1.024;189;307;6;402;3;291
;15;JAMBI;1508;BUNGO;150804;JUJUHAN;2024;456;46;166;12;175;6;138
;15;JAMBI;1508;BUNGO;150816;JUJUHAN ILIR;2024;161;33;66;1;60;1;28
;15;JAMBI;1508;BUNGO;150807;LIMBUR LUBUK MENGKUANG;2024;834;94;633;13;108;2;90
;15;JAMBI;1508;BUNGO;150808;MUKO-MUKO BATHIN VII;2024;835;247;516;22;105;4;96
;15;JAMBI;1508;BUNGO;150803;PASAR MUARO BUNGO;2024;584;56;59;3;298;5;276
;15;JAMBI;1508;BUNGO;150806;PELEPAT;2024;1.591;591;792;47;337;4;280
;15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;2024;1.383;223;417;42;570;10;353
;15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;2024;610;153;459;14;82;0;50
;15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;2024;566;24;62;12;339;4;188
;15;JAMBI;1508;BUNGO;150805;TANAH SEPENGGAL;2024;1.698;696;1.178;27;237;0;120
;15;JAMBI;1508;BUNGO;150817;TANAH SEPENGGAL LINTAS;2024;994;380;486;27;178;6;188
;15;JAMBI;1508;BUNGO;150801;TANAH TUMBUH;2024;680;276;503;38;88;1;46
;15;JAMBI;1509;TEBO;150912;MUARA TABIR;2024;1.242;501;639;56;123;2;53
;15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;2024;1.528;227;254;21;743;9;501
;15;JAMBI;1509;TEBO;150908;RIMBO ILIR;2024;738;448;60;4;210;1;83
;15;JAMBI;1509;TEBO;150907;RIMBO ULU;2024;859;292;300;5;272;3;133
;15;JAMBI;1509;TEBO;150910;SERAI SERUMPUN;2024;338;153;208;16;42;0;18
;15;JAMBI;1509;TEBO;150905;SUMAY;2024;957;281;456;24;306;4;148
;15;JAMBI;1509;TEBO;150902;TEBO ILIR;2024;223;25;80;27;83;3;42
;15;JAMBI;1509;TEBO;150901;TEBO TENGAH;2024;921;152;247;11;449;4;236
;15;JAMBI;1509;TEBO;150903;TEBO ULU;2024;1.174;562;543;33;206;1;120
;15;JAMBI;1509;TEBO;150909;TENGAH ILIR;2024;501;86;268;4;176;1;117
;15;JAMBI;1509;TEBO;150906;VII KOTO;2024;632;302;216;18;140;2;96
;15;JAMBI;1509;TEBO;150911;VII KOTO ILIR;2024;795;372;577;19;124;1;52
;15;JAMBI;1571;KOTA JAMBI;157109;ALAM BARAJO;2024;1.885;46;52;7;1.319;14;604
;15;JAMBI;1571;KOTA JAMBI;157110;DANAU SIPIN;2024;396;19;58;6;240;8;105
;15;JAMBI;1571;KOTA JAMBI;157106;DANAU TELUK;2024;123;6;16;4;81;0;26
;15;JAMBI;1571;KOTA JAMBI;157102;JAMBI SELATAN;2024;1.213;117;378;4;502;10;301
;15;JAMBI;1571;KOTA JAMBI;157103;JAMBI TIMUR;2024;1.495;91;234;5;781;17;584
;15;JAMBI;1571;KOTA JAMBI;157108;JELUTUNG;2024;548;42;48;4;343;7;144
;15;JAMBI;1571;KOTA JAMBI;157107;KOTA BARU;2024;2.280;131;137;2;1.408;31;872
;15;JAMBI;1571;KOTA JAMBI;157111;PAAL MERAH;2024;2.715;186;447;4;1.535;26;812
;15;JAMBI;1571;KOTA JAMBI;157104;PASAR JAMBI;2024;148;0;57;1;64;1;45
;15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;2024;264;27;46;1;114;4;132
;15;JAMBI;1571;KOTA JAMBI;157101;TELANAIPURA;2024;810;76;39;5;463;9;299
;15;JAMBI;1572;KOTA SUNGAI PENUH;157203;HAMPARAN RAWANG;2024;355;28;241;4;87;3;48
;15;JAMBI;1572;KOTA SUNGAI PENUH;157207;KOTO BARU;2024;230;5;191;13;22;0;10
;15;JAMBI;1572;KOTA SUNGAI PENUH;157205;KUMUN DEBAI;2024;186;124;143;1;27;1;11
;15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;2024;208;7;95;7;74;2;45
;15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;2024;465;24;150;5;184;3;168
;15;JAMBI;1572;KOTA SUNGAI PENUH;157208;SUNGAI BUNGKAL;2024;236;5;104;4;92;0;82
;15;JAMBI;1572;KOTA SUNGAI PENUH;157201;SUNGAI PENUH;2024;165;8;81;1;65;2;36
;15;JAMBI;1572;KOTA SUNGAI PENUH;157204;TANAH KAMPUNG;2024;223;17;115;12;84;1;20
