NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kategori;data;satuan;semester;jumlah_penduduk;tahun
428;15;JAMBI;1509;150901;AKTA LAHIR;UMUR 0-18;JIWA;1;13418;2022
507;15;JAMBI;1509;150901;AKTA LAHIR;MEMILIKI;JIWA;2;12948;2022
519;15;JAMBI;1509;150901;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;325;2022
139;15;JAMBI;1509;150902;AKTA LAHIR;MEMILIKI;JIWA;1;8411;2022
283;15;JAMBI;1509;150902;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;371;2022
427;15;JAMBI;1509;150902;AKTA LAHIR;UMUR 0-18;JIWA;1;8782;2022
508;15;JAMBI;1509;150902;AKTA LAHIR;MEMILIKI;JIWA;2;8536;2022
520;15;JAMBI;1509;150902;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;303;2022
141;15;JAMBI;1509;150903;AKTA LAHIR;MEMILIKI;JIWA;1;9285;2022
285;15;JAMBI;1509;150903;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;329;2022
429;15;JAMBI;1509;150903;AKTA LAHIR;UMUR 0-18;JIWA;1;9614;2022
509;15;JAMBI;1509;150903;AKTA LAHIR;MEMILIKI;JIWA;2;9235;2022
521;15;JAMBI;1509;150903;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;248;2022
134;15;JAMBI;1509;150904;AKTA LAHIR;MEMILIKI;JIWA;1;18640;2022
278;15;JAMBI;1509;150904;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;387;2022
422;15;JAMBI;1509;150904;AKTA LAHIR;UMUR 0-18;JIWA;1;19027;2022
510;15;JAMBI;1509;150904;AKTA LAHIR;MEMILIKI;JIWA;2;18472;2022
522;15;JAMBI;1509;150904;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;293;2022
138;15;JAMBI;1509;150905;AKTA LAHIR;MEMILIKI;JIWA;1;7130;2022
282;15;JAMBI;1509;150905;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;422;2022
426;15;JAMBI;1509;150905;AKTA LAHIR;UMUR 0-18;JIWA;1;7552;2022
511;15;JAMBI;1509;150905;AKTA LAHIR;MEMILIKI;JIWA;2;7419;2022
523;15;JAMBI;1509;150905;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;364;2022
143;15;JAMBI;1509;150906;AKTA LAHIR;MEMILIKI;JIWA;1;5709;2022
287;15;JAMBI;1509;150906;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;242;2022
431;15;JAMBI;1509;150906;AKTA LAHIR;UMUR 0-18;JIWA;1;5951;2022
512;15;JAMBI;1509;150906;AKTA LAHIR;MEMILIKI;JIWA;2;5886;2022
524;15;JAMBI;1509;150906;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;161;2022
136;15;JAMBI;1509;150907;AKTA LAHIR;MEMILIKI;JIWA;1;10907;2022
280;15;JAMBI;1509;150907;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;123;2022
424;15;JAMBI;1509;150907;AKTA LAHIR;UMUR 0-18;JIWA;1;11030;2022
513;15;JAMBI;1509;150907;AKTA LAHIR;MEMILIKI;JIWA;2;10670;2022
525;15;JAMBI;1509;150907;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;94;2022
135;15;JAMBI;1509;150908;AKTA LAHIR;MEMILIKI;JIWA;1;6177;2022
279;15;JAMBI;1509;150908;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;77;2022
423;15;JAMBI;1509;150908;AKTA LAHIR;UMUR 0-18;JIWA;1;6254;2022
514;15;JAMBI;1509;150908;AKTA LAHIR;MEMILIKI;JIWA;2;6071;2022
526;15;JAMBI;1509;150908;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;54;2022
142;15;JAMBI;1509;150909;AKTA LAHIR;MEMILIKI;JIWA;1;8806;2022
286;15;JAMBI;1509;150909;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;293;2022
430;15;JAMBI;1509;150909;AKTA LAHIR;UMUR 0-18;JIWA;1;9099;2022
515;15;JAMBI;1509;150909;AKTA LAHIR;MEMILIKI;JIWA;2;8843;2022
527;15;JAMBI;1509;150909;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;257;2022
137;15;JAMBI;1509;150910;AKTA LAHIR;MEMILIKI;JIWA;1;3030;2022
281;15;JAMBI;1509;150910;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;181;2022
425;15;JAMBI;1509;150910;AKTA LAHIR;UMUR 0-18;JIWA;1;3211;2022
516;15;JAMBI;1509;150910;AKTA LAHIR;MEMILIKI;JIWA;2;3157;2022
528;15;JAMBI;1509;150910;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;154;2022
144;15;JAMBI;1509;150911;AKTA LAHIR;MEMILIKI;JIWA;1;5645;2022
288;15;JAMBI;1509;150911;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;399;2022
432;15;JAMBI;1509;150911;AKTA LAHIR;UMUR 0-18;JIWA;1;6044;2022
517;15;JAMBI;1509;150911;AKTA LAHIR;MEMILIKI;JIWA;2;5897;2022
529;15;JAMBI;1509;150911;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;335;2022
133;15;JAMBI;1509;150912;AKTA LAHIR;MEMILIKI;JIWA;1;5045;2022
277;15;JAMBI;1509;150912;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;458;2022
421;15;JAMBI;1509;150912;AKTA LAHIR;UMUR 0-18;JIWA;1;5503;2022
518;15;JAMBI;1509;150912;AKTA LAHIR;MEMILIKI;JIWA;2;5196;2022
530;15;JAMBI;1509;150912;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;397;2022
54;15;JAMBI;1571;157101;AKTA LAHIR;MEMILIKI;JIWA;1;14257;2022
198;15;JAMBI;1571;157101;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;734;2022
342;15;JAMBI;1571;157101;AKTA LAHIR;UMUR 0-18;JIWA;1;14991;2022
485;15;JAMBI;1571;157101;AKTA LAHIR;MEMILIKI;JIWA;2;15368;2022
496;15;JAMBI;1571;157101;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;525;2022
47;15;JAMBI;1571;157102;AKTA LAHIR;MEMILIKI;JIWA;1;16056;2022
191;15;JAMBI;1571;157102;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;934;2022
335;15;JAMBI;1571;157102;AKTA LAHIR;UMUR 0-18;JIWA;1;16990;2022
486;15;JAMBI;1571;157102;AKTA LAHIR;MEMILIKI;JIWA;2;15862;2022
497;15;JAMBI;1571;157102;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;542;2022
48;15;JAMBI;1571;157103;AKTA LAHIR;MEMILIKI;JIWA;1;18078;2022
192;15;JAMBI;1571;157103;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;943;2022
336;15;JAMBI;1571;157103;AKTA LAHIR;UMUR 0-18;JIWA;1;19021;2022
487;15;JAMBI;1571;157103;AKTA LAHIR;MEMILIKI;JIWA;2;17898;2022
498;15;JAMBI;1571;157103;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;538;2022
52;15;JAMBI;1571;157104;AKTA LAHIR;MEMILIKI;JIWA;1;2941;2022
196;15;JAMBI;1571;157104;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;175;2022
340;15;JAMBI;1571;157104;AKTA LAHIR;UMUR 0-18;JIWA;1;3116;2022
488;15;JAMBI;1571;157104;AKTA LAHIR;MEMILIKI;JIWA;2;2871;2022
499;15;JAMBI;1571;157104;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;119;2022
53;15;JAMBI;1571;157105;AKTA LAHIR;MEMILIKI;JIWA;1;3937;2022
197;15;JAMBI;1571;157105;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;230;2022
341;15;JAMBI;1571;157105;AKTA LAHIR;UMUR 0-18;JIWA;1;4167;2022
489;15;JAMBI;1571;157105;AKTA LAHIR;MEMILIKI;JIWA;2;3983;2022
500;15;JAMBI;1571;157105;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;150;2022
46;15;JAMBI;1571;157106;AKTA LAHIR;MEMILIKI;JIWA;1;3675;2022
190;15;JAMBI;1571;157106;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;272;2022
334;15;JAMBI;1571;157106;AKTA LAHIR;UMUR 0-18;JIWA;1;3947;2022
490;15;JAMBI;1571;157106;AKTA LAHIR;MEMILIKI;JIWA;2;3710;2022
501;15;JAMBI;1571;157106;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;188;2022
50;15;JAMBI;1571;157107;AKTA LAHIR;MEMILIKI;JIWA;1;25146;2022
194;15;JAMBI;1571;157107;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;1287;2022
338;15;JAMBI;1571;157107;AKTA LAHIR;UMUR 0-18;JIWA;1;26433;2022
491;15;JAMBI;1571;157107;AKTA LAHIR;MEMILIKI;JIWA;2;25452;2022
502;15;JAMBI;1571;157107;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;781;2022
49;15;JAMBI;1571;157108;AKTA LAHIR;MEMILIKI;JIWA;1;16572;2022
193;15;JAMBI;1571;157108;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;749;2022
337;15;JAMBI;1571;157108;AKTA LAHIR;UMUR 0-18;JIWA;1;17321;2022
492;15;JAMBI;1571;157108;AKTA LAHIR;MEMILIKI;JIWA;2;16136;2022
503;15;JAMBI;1571;157108;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;496;2022
44;15;JAMBI;1571;157109;AKTA LAHIR;MEMILIKI;JIWA;1;32773;2022
188;15;JAMBI;1571;157109;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;2117;2022
332;15;JAMBI;1571;157109;AKTA LAHIR;UMUR 0-18;JIWA;1;34890;2022
493;15;JAMBI;1571;157109;AKTA LAHIR;MEMILIKI;JIWA;2;31925;2022
504;15;JAMBI;1571;157109;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;1347;2022
45;15;JAMBI;1571;157110;AKTA LAHIR;MEMILIKI;JIWA;1;12075;2022
189;15;JAMBI;1571;157110;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;752;2022
333;15;JAMBI;1571;157110;AKTA LAHIR;UMUR 0-18;JIWA;1;12827;2022
494;15;JAMBI;1571;157110;AKTA LAHIR;MEMILIKI;JIWA;2;11908;2022
505;15;JAMBI;1571;157110;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;455;2022
51;15;JAMBI;1571;157111;AKTA LAHIR;MEMILIKI;JIWA;1;31690;2022
195;15;JAMBI;1571;157111;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;2077;2022
339;15;JAMBI;1571;157111;AKTA LAHIR;UMUR 0-18;JIWA;1;33767;2022
495;15;JAMBI;1571;157111;AKTA LAHIR;MEMILIKI;JIWA;2;31938;2022
506;15;JAMBI;1571;157111;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;1292;2022
61;15;JAMBI;1572;157201;AKTA LAHIR;MEMILIKI;JIWA;1;2786;2022
205;15;JAMBI;1572;157201;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;210;2022
349;15;JAMBI;1572;157201;AKTA LAHIR;UMUR 0-18;JIWA;1;2996;2022
469;15;JAMBI;1572;157201;AKTA LAHIR;MEMILIKI;JIWA;2;2648;2022
477;15;JAMBI;1572;157201;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;162;2022
58;15;JAMBI;1572;157202;AKTA LAHIR;MEMILIKI;JIWA;1;3274;2022
202;15;JAMBI;1572;157202;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;242;2022
346;15;JAMBI;1572;157202;AKTA LAHIR;UMUR 0-18;JIWA;1;3516;2022
470;15;JAMBI;1572;157202;AKTA LAHIR;MEMILIKI;JIWA;2;3143;2022
478;15;JAMBI;1572;157202;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;171;2022
55;15;JAMBI;1572;157203;AKTA LAHIR;MEMILIKI;JIWA;1;3772;2022
199;15;JAMBI;1572;157203;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;230;2022
343;15;JAMBI;1572;157203;AKTA LAHIR;UMUR 0-18;JIWA;1;4002;2022
471;15;JAMBI;1572;157203;AKTA LAHIR;MEMILIKI;JIWA;2;3565;2022
479;15;JAMBI;1572;157203;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;169;2022
62;15;JAMBI;1572;157204;AKTA LAHIR;MEMILIKI;JIWA;1;2390;2022
206;15;JAMBI;1572;157204;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;211;2022
350;15;JAMBI;1572;157204;AKTA LAHIR;UMUR 0-18;JIWA;1;2601;2022
472;15;JAMBI;1572;157204;AKTA LAHIR;MEMILIKI;JIWA;2;2272;2022
480;15;JAMBI;1572;157204;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;149;2022
57;15;JAMBI;1572;157205;AKTA LAHIR;MEMILIKI;JIWA;1;2445;2022
201;15;JAMBI;1572;157205;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;264;2022
345;15;JAMBI;1572;157205;AKTA LAHIR;UMUR 0-18;JIWA;1;2709;2022
473;15;JAMBI;1572;157205;AKTA LAHIR;MEMILIKI;JIWA;2;2371;2022
481;15;JAMBI;1572;157205;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;182;2022
59;15;JAMBI;1572;157206;AKTA LAHIR;MEMILIKI;JIWA;1;5014;2022
203;15;JAMBI;1572;157206;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;363;2022
347;15;JAMBI;1572;157206;AKTA LAHIR;UMUR 0-18;JIWA;1;5377;2022
474;15;JAMBI;1572;157206;AKTA LAHIR;MEMILIKI;JIWA;2;4826;2022
482;15;JAMBI;1572;157206;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;253;2022
56;15;JAMBI;1572;157207;AKTA LAHIR;MEMILIKI;JIWA;1;2448;2022
200;15;JAMBI;1572;157207;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;371;2022
344;15;JAMBI;1572;157207;AKTA LAHIR;UMUR 0-18;JIWA;1;2819;2022
475;15;JAMBI;1572;157207;AKTA LAHIR;MEMILIKI;JIWA;2;2378;2022
483;15;JAMBI;1572;157207;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;231;2022
60;15;JAMBI;1572;157208;AKTA LAHIR;MEMILIKI;JIWA;1;2956;2022
204;15;JAMBI;1572;157208;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;234;2022
348;15;JAMBI;1572;157208;AKTA LAHIR;UMUR 0-18;JIWA;1;3190;2022
476;15;JAMBI;1572;157208;AKTA LAHIR;MEMILIKI;JIWA;2;2848;2022
484;15;JAMBI;1572;157208;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;173;2022
1178;15;JAMBI;1501;150101;AKTA LAHIR;MEMILIKI;JIWA;2;2247;2023
1322;15;JAMBI;1501;150101;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;16;2023
1466;15;JAMBI;1501;150101;AKTA LAHIR;UMUR 0-18;JIWA;2;2263;2023
1179;15;JAMBI;1501;150102;AKTA LAHIR;MEMILIKI;JIWA;2;3580;2023
1323;15;JAMBI;1501;150102;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;46;2023
1467;15;JAMBI;1501;150102;AKTA LAHIR;UMUR 0-18;JIWA;2;3626;2023
1180;15;JAMBI;1501;150104;AKTA LAHIR;MEMILIKI;JIWA;2;2444;2023
1324;15;JAMBI;1501;150104;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;17;2023
1468;15;JAMBI;1501;150104;AKTA LAHIR;UMUR 0-18;JIWA;2;2461;2023
1181;15;JAMBI;1501;150105;AKTA LAHIR;MEMILIKI;JIWA;2;2453;2023
1325;15;JAMBI;1501;150105;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;9;2023
1469;15;JAMBI;1501;150105;AKTA LAHIR;UMUR 0-18;JIWA;2;2462;2023
1182;15;JAMBI;1501;150106;AKTA LAHIR;MEMILIKI;JIWA;2;3830;2023
1326;15;JAMBI;1501;150106;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;29;2023
1470;15;JAMBI;1501;150106;AKTA LAHIR;UMUR 0-18;JIWA;2;3859;2023
1183;15;JAMBI;1501;150107;AKTA LAHIR;MEMILIKI;JIWA;2;3689;2023
1327;15;JAMBI;1501;150107;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;39;2023
1471;15;JAMBI;1501;150107;AKTA LAHIR;UMUR 0-18;JIWA;2;3728;2023
1184;15;JAMBI;1501;150108;AKTA LAHIR;MEMILIKI;JIWA;2;3035;2023
1328;15;JAMBI;1501;150108;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;23;2023
1472;15;JAMBI;1501;150108;AKTA LAHIR;UMUR 0-18;JIWA;2;3058;2023
1185;15;JAMBI;1501;150109;AKTA LAHIR;MEMILIKI;JIWA;2;6296;2023
1329;15;JAMBI;1501;150109;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;36;2023
1473;15;JAMBI;1501;150109;AKTA LAHIR;UMUR 0-18;JIWA;2;6332;2023
1186;15;JAMBI;1501;150111;AKTA LAHIR;MEMILIKI;JIWA;2;4682;2023
1330;15;JAMBI;1501;150111;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;36;2023
1474;15;JAMBI;1501;150111;AKTA LAHIR;UMUR 0-18;JIWA;2;4718;2023
1187;15;JAMBI;1501;150115;AKTA LAHIR;MEMILIKI;JIWA;2;4851;2023
1331;15;JAMBI;1501;150115;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;32;2023
1475;15;JAMBI;1501;150115;AKTA LAHIR;UMUR 0-18;JIWA;2;4883;2023
1188;15;JAMBI;1501;150116;AKTA LAHIR;MEMILIKI;JIWA;2;6343;2023
1332;15;JAMBI;1501;150116;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;42;2023
1476;15;JAMBI;1501;150116;AKTA LAHIR;UMUR 0-18;JIWA;2;6385;2023
1189;15;JAMBI;1501;150117;AKTA LAHIR;MEMILIKI;JIWA;2;4160;2023
1333;15;JAMBI;1501;150117;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;24;2023
1477;15;JAMBI;1501;150117;AKTA LAHIR;UMUR 0-18;JIWA;2;4184;2023
1190;15;JAMBI;1501;150118;AKTA LAHIR;MEMILIKI;JIWA;2;3061;2023
1334;15;JAMBI;1501;150118;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;27;2023
1478;15;JAMBI;1501;150118;AKTA LAHIR;UMUR 0-18;JIWA;2;3088;2023
1191;15;JAMBI;1501;150119;AKTA LAHIR;MEMILIKI;JIWA;2;6181;2023
1335;15;JAMBI;1501;150119;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;42;2023
1479;15;JAMBI;1501;150119;AKTA LAHIR;UMUR 0-18;JIWA;2;6223;2023
1192;15;JAMBI;1501;150120;AKTA LAHIR;MEMILIKI;JIWA;2;3708;2023
1336;15;JAMBI;1501;150120;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;31;2023
1480;15;JAMBI;1501;150120;AKTA LAHIR;UMUR 0-18;JIWA;2;3739;2023
1193;15;JAMBI;1501;150121;AKTA LAHIR;MEMILIKI;JIWA;2;2658;2023
1337;15;JAMBI;1501;150121;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;17;2023
1481;15;JAMBI;1501;150121;AKTA LAHIR;UMUR 0-18;JIWA;2;2675;2023
1194;15;JAMBI;1501;150122;AKTA LAHIR;MEMILIKI;JIWA;2;2153;2023
1338;15;JAMBI;1501;150122;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;12;2023
1482;15;JAMBI;1501;150122;AKTA LAHIR;UMUR 0-18;JIWA;2;2165;2023
1195;15;JAMBI;1501;150123;AKTA LAHIR;MEMILIKI;JIWA;2;2690;2023
1339;15;JAMBI;1501;150123;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;9;2023
1483;15;JAMBI;1501;150123;AKTA LAHIR;UMUR 0-18;JIWA;2;2699;2023
1215;15;JAMBI;1502;150201;AKTA LAHIR;MEMILIKI;JIWA;2;3570;2023
1359;15;JAMBI;1502;150201;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;3;2023
1503;15;JAMBI;1502;150201;AKTA LAHIR;UMUR 0-18;JIWA;2;3573;2023
1216;15;JAMBI;1502;150202;AKTA LAHIR;MEMILIKI;JIWA;2;15744;2023
1360;15;JAMBI;1502;150202;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;53;2023
1504;15;JAMBI;1502;150202;AKTA LAHIR;UMUR 0-18;JIWA;2;15797;2023
1217;15;JAMBI;1502;150203;AKTA LAHIR;MEMILIKI;JIWA;2;3194;2023
1361;15;JAMBI;1502;150203;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;9;2023
1505;15;JAMBI;1502;150203;AKTA LAHIR;UMUR 0-18;JIWA;2;3203;2023
1218;15;JAMBI;1502;150204;AKTA LAHIR;MEMILIKI;JIWA;2;3613;2023
1362;15;JAMBI;1502;150204;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;20;2023
1506;15;JAMBI;1502;150204;AKTA LAHIR;UMUR 0-18;JIWA;2;3633;2023
1219;15;JAMBI;1502;150205;AKTA LAHIR;MEMILIKI;JIWA;2;10300;2023
1363;15;JAMBI;1502;150205;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;48;2023
1507;15;JAMBI;1502;150205;AKTA LAHIR;UMUR 0-18;JIWA;2;10348;2023
1220;15;JAMBI;1502;150206;AKTA LAHIR;MEMILIKI;JIWA;2;10495;2023
1364;15;JAMBI;1502;150206;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;74;2023
1508;15;JAMBI;1502;150206;AKTA LAHIR;UMUR 0-18;JIWA;2;10569;2023
1221;15;JAMBI;1502;150207;AKTA LAHIR;MEMILIKI;JIWA;2;2442;2023
1365;15;JAMBI;1502;150207;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;12;2023
1509;15;JAMBI;1502;150207;AKTA LAHIR;UMUR 0-18;JIWA;2;2454;2023
1222;15;JAMBI;1502;150208;AKTA LAHIR;MEMILIKI;JIWA;2;9040;2023
1366;15;JAMBI;1502;150208;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;29;2023
1510;15;JAMBI;1502;150208;AKTA LAHIR;UMUR 0-18;JIWA;2;9069;2023
1223;15;JAMBI;1502;150209;AKTA LAHIR;MEMILIKI;JIWA;2;5274;2023
1367;15;JAMBI;1502;150209;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;31;2023
1511;15;JAMBI;1502;150209;AKTA LAHIR;UMUR 0-18;JIWA;2;5305;2023
1224;15;JAMBI;1502;150210;AKTA LAHIR;MEMILIKI;JIWA;2;3329;2023
1368;15;JAMBI;1502;150210;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;14;2023
1512;15;JAMBI;1502;150210;AKTA LAHIR;UMUR 0-18;JIWA;2;3343;2023
1225;15;JAMBI;1502;150211;AKTA LAHIR;MEMILIKI;JIWA;2;6572;2023
1369;15;JAMBI;1502;150211;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;31;2023
1513;15;JAMBI;1502;150211;AKTA LAHIR;UMUR 0-18;JIWA;2;6603;2023
1226;15;JAMBI;1502;150212;AKTA LAHIR;MEMILIKI;JIWA;2;3756;2023
1370;15;JAMBI;1502;150212;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;20;2023
1514;15;JAMBI;1502;150212;AKTA LAHIR;UMUR 0-18;JIWA;2;3776;2023
1227;15;JAMBI;1502;150213;AKTA LAHIR;MEMILIKI;JIWA;2;5299;2023
1371;15;JAMBI;1502;150213;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;16;2023
1515;15;JAMBI;1502;150213;AKTA LAHIR;UMUR 0-18;JIWA;2;5315;2023
1228;15;JAMBI;1502;150214;AKTA LAHIR;MEMILIKI;JIWA;2;2928;2023
1372;15;JAMBI;1502;150214;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;14;2023
1516;15;JAMBI;1502;150214;AKTA LAHIR;UMUR 0-18;JIWA;2;2942;2023
1229;15;JAMBI;1502;150215;AKTA LAHIR;MEMILIKI;JIWA;2;2428;2023
1373;15;JAMBI;1502;150215;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;3;2023
1517;15;JAMBI;1502;150215;AKTA LAHIR;UMUR 0-18;JIWA;2;2431;2023
1230;15;JAMBI;1502;150216;AKTA LAHIR;MEMILIKI;JIWA;2;4389;2023
1374;15;JAMBI;1502;150216;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;16;2023
1518;15;JAMBI;1502;150216;AKTA LAHIR;UMUR 0-18;JIWA;2;4405;2023
1231;15;JAMBI;1502;150217;AKTA LAHIR;MEMILIKI;JIWA;2;2080;2023
1375;15;JAMBI;1502;150217;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;18;2023
1519;15;JAMBI;1502;150217;AKTA LAHIR;UMUR 0-18;JIWA;2;2098;2023
1232;15;JAMBI;1502;150218;AKTA LAHIR;MEMILIKI;JIWA;2;3425;2023
1376;15;JAMBI;1502;150218;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;6;2023
1520;15;JAMBI;1502;150218;AKTA LAHIR;UMUR 0-18;JIWA;2;3431;2023
1233;15;JAMBI;1502;150219;AKTA LAHIR;MEMILIKI;JIWA;2;4175;2023
1377;15;JAMBI;1502;150219;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;14;2023
1521;15;JAMBI;1502;150219;AKTA LAHIR;UMUR 0-18;JIWA;2;4189;2023
1234;15;JAMBI;1502;150220;AKTA LAHIR;MEMILIKI;JIWA;2;3398;2023
1378;15;JAMBI;1502;150220;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;3;2023
1522;15;JAMBI;1502;150220;AKTA LAHIR;UMUR 0-18;JIWA;2;3401;2023
1235;15;JAMBI;1502;150221;AKTA LAHIR;MEMILIKI;JIWA;2;3874;2023
1379;15;JAMBI;1502;150221;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;24;2023
1523;15;JAMBI;1502;150221;AKTA LAHIR;UMUR 0-18;JIWA;2;3898;2023
1236;15;JAMBI;1502;150222;AKTA LAHIR;MEMILIKI;JIWA;2;2494;2023
1380;15;JAMBI;1502;150222;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;16;2023
1524;15;JAMBI;1502;150222;AKTA LAHIR;UMUR 0-18;JIWA;2;2510;2023
1237;15;JAMBI;1502;150223;AKTA LAHIR;MEMILIKI;JIWA;2;2931;2023
1381;15;JAMBI;1502;150223;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;11;2023
1525;15;JAMBI;1502;150223;AKTA LAHIR;UMUR 0-18;JIWA;2;2942;2023
1238;15;JAMBI;1502;150224;AKTA LAHIR;MEMILIKI;JIWA;2;1329;2023
1382;15;JAMBI;1502;150224;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;4;2023
1526;15;JAMBI;1502;150224;AKTA LAHIR;UMUR 0-18;JIWA;2;1333;2023
1250;15;JAMBI;1503;150301;AKTA LAHIR;MEMILIKI;JIWA;2;6692;2023
1394;15;JAMBI;1503;150301;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;28;2023
1538;15;JAMBI;1503;150301;AKTA LAHIR;UMUR 0-18;JIWA;2;6720;2023
1251;15;JAMBI;1503;150302;AKTA LAHIR;MEMILIKI;JIWA;2;6468;2023
1395;15;JAMBI;1503;150302;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;31;2023
1539;15;JAMBI;1503;150302;AKTA LAHIR;UMUR 0-18;JIWA;2;6499;2023
