id ;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;nama_perusahaan;nib;tanggal_terbit_oss;status_penanaman_modal;flag_umk;uraian_jenis_perusahaan;alamat_perusahaan
141;15;JAMBI;1571;KOTA JAMBI;RADAR STAR GLOBAL;0403230004643;03/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Lorong Telaga Biru No 35
142;15;JAMBI;1507;TANJUNG JABUNG TIMUR;ADIGUNA MEGA PERKASA NUSANTARA;0403230005236;03/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Melati
143;15;JAMBI;1571;KOTA JAMBI;SERIBU BIDUK BATANGHARI;0403230011558;03/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Abdul Chatab No.81
144;15;JAMBI;1571;KOTA JAMBI;DNASTI SAHABAT PERKASA;0503230019516;03/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lingkar Selatan 2
145;15;JAMBI;1571;KOTA JAMBI;MAHAKA MEDIA INDONESIA;0503230026218;03/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Purnama No.2 Kelurahan Suka Karya , Kecamatan Kota Baru.Kota Jambi, Provinsi Jambi
146;15;JAMBI;1571;KOTA JAMBI;PUTRA JOYO MAKMUR;0603230019719;03/06/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jln. Hos. Cokroaminoto
147;15;JAMBI;1571;KOTA JAMBI;AFINARA JAYA PERKASA;0603230030629;03/06/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Ternate, Rt 004, Kelurahan Thehok, Kecamatan Jambi Selatan, Kota Jambi, Provinsi Jambi
148;15;JAMBI;1503;SAROLANGUN;SAROLANGUN DANAU PUTIH;0603230070536;03/06/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Rawasari
149;15;JAMBI;1508;BUNGO;PANDAWA PERKASA GROUP;0603230077714;03/06/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Bukit Kemuning
150;15;JAMBI;1505;MUARO JAMBI;BUYUNG MANDIRI UTAMA;0803230029421;03/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Desa Tanjung Pauh Km.32
151;15;JAMBI;1571;KOTA JAMBI;BAROKAH INDAH BERSAMA;0803230046238;03/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Lrg Abdi Utama
152;15;JAMBI;1571;KOTA JAMBI;ENERGI HIJAU PRATAMA;0803230087181;03/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl.Bougenvile 4 No 31
153;15;JAMBI;1503;SAROLANGUN;QUARSA MEMBAWA BERKAH;0903230009453;03/09/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Dusun Suko Mulyo
154;15;JAMBI;1571;KOTA JAMBI;BISNIS USAHA MILIK LIM;0903230051224;03/09/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Komplek Transmart,Plaza E, No. 51-52, Jl. Jendral Sudirman
155;15;JAMBI;1571;KOTA JAMBI;ANGKAT ANGKUT GLOBAL INDONESIA;0903230082895;03/09/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Pattimura No. 21
156;15;JAMBI;1508;BUNGO;AIRA DUTA ENERGI;0903230102423;03/09/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Husin Saat
157;15;JAMBI;1571;KOTA JAMBI;ADARA MEDIA BERSAMA;1203230028207;03/12/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perum Aura Bimantara No.52
158;15;JAMBI;1571;KOTA JAMBI;PELITA ASA SEJAHTERA;1303230076147;03/13/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Ar. Saleh Lorong Abdi Utama Nomor 39
159;15;JAMBI;1571;KOTA JAMBI;MALINDO NUSANTARA INDAH;1303230083865;03/13/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sari Bakti
160;15;JAMBI;1571;KOTA JAMBI;PELITA HARAPAN ANDI NUGRAHA;1303230103878;03/13/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jln.Rb.Siagian
161;15;JAMBI;1503;SAROLANGUN;EMPAT PUTRI HARAPAN;1303230120109;03/13/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Prumnas Puri Gunung Kembang
162;15;JAMBI;1505;MUARO JAMBI;PINANG MASAK BERKAH;1403230028156;03/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Tangkit
163;15;JAMBI;1571;KOTA JAMBI;PUTRA HARAPAN BANGSA;1403230042782;03/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Pesona Kenali Blok 2 Gang Kelapa Nomor 31
164;15;JAMBI;1571;KOTA JAMBI;TRANS JAMBI COAL;1403230048305;03/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Raden Wijaya Lorong Galaxi No.59 B
165;15;JAMBI;1501;KERINCI;KERINCI UMRAH UTAMA;1403230059296;03/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Tambak Tinggi Sekungkung
166;15;JAMBI;1571;KOTA JAMBI;BASIT BERKAH LESTARI;1503230086725;03/15/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Abdul Chatab No.40
167;15;JAMBI;1508;BUNGO;BINA AGRO MUKTI;1503230099597;03/15/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Jakarta Rukun Tetangga 010 Rukun Warga 003 Dusun Karya Harapan Mukti, Kecamatan Pelepat Ilir,
168;15;JAMBI;1571;KOTA JAMBI;RAMZ JAYA PROPERTINDO;1603230011179;03/16/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Fatahillah
169;15;JAMBI;1508;BUNGO;USAHA MUKTI BERSAMA;1603230063203;03/16/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Jakarta Rukun Tetangga 010 Rukun Warga 003 Dusun Karya Harapan Mukti, Kecamatan Pelepat Ilir,
170;15;JAMBI;1508;BUNGO;MAKMUR MUKTI SENTOSA;1603230065519;03/16/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Jakarta Rukun Tetangga 010 Rukun Warga 003 Dusun Karya Harapan Mukti, Kecamatan Pelepat Ilir,
171;15;JAMBI;1571;KOTA JAMBI;GENTALA HOSPITALITY SCHOOL;1803230020769;03/18/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Rajawali I
172;15;JAMBI;1504;BATANGHARI;CHAKRADHARA ARTHA SEJAHTERA;1803230024639;03/18/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Hutan Lindung Lorong Kamai, Kelurahan Rengas Condong
173;15;JAMBI;1571;KOTA JAMBI;ANGSO PRATAMA JAMBI;2003230111096;03/20/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Yos Sudarso
174;15;JAMBI;1571;KOTA JAMBI;JASMIN JAMILAH JAYA;2303230006444;03/23/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Tp Sriwijaya Samping Perumahan Griya Cipta Pesona 2 Nomor 15
175;15;JAMBI;1509;TEBO;PELAYANG INDAH;2403230008469;03/24/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl.Lintas Jambi-Tebo.Km.185
176;15;JAMBI;1571;KOTA JAMBI;SAMUDRA PALM OIL;2403230039058;03/24/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Kapt. A Chatib No. 32 Komplek Bukit Indah 
177;15;JAMBI;1571;KOTA JAMBI;PRIMA ANUGRAH REZEKI KENCANA;2403230055969;03/24/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Ir. H. Juanda
178;15;JAMBI;1571;KOTA JAMBI;AROMA CEMPAKA UTAMA;2503230006773;03/25/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sultan Agung, Nomor 3
179;15;JAMBI;1571;KOTA JAMBI;ZAKY PUTRA ANDALAS;2503230010924;03/25/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perum Sevilla Blok C No.34
180;15;JAMBI;1507;TANJUNG JABUNG TIMUR;TANJUNG JABUNG SEJAHTERA;2603230012613;03/26/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan H. Arifin
181;15;JAMBI;1508;BUNGO;USAHA JAYA MUKTI;2603230018136;03/26/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Jakarta Rukun Tetangga 010 Rukun Warga 003 Dusun Karya Harapan Mukti, Kecamatan Pelepat Ilir,
182;15;JAMBI;1571;KOTA JAMBI;TOKIO NUSANTARA ENERGI;2703230012625;03/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jln. M. Husni Thamrin No. 37
183;15;JAMBI;1571;KOTA JAMBI;JAMBI SUMBER JAYA ENERGI;2703230055419;03/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lingkar Selatan I
184;15;JAMBI;1505;MUARO JAMBI;WIRA CENTRAL UTAMA;2703230073228;03/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl.Lintas Timur
185;15;JAMBI;1502;MERANGIN;ASYIFAH BUANA INDONESIA;2803230005742;03/28/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Sungai Kapas
186;15;JAMBI;1571;KOTA JAMBI;SMART SUMBER ENERGI;2803230017936;03/28/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Rd. Wijaya
187;15;JAMBI;1505;MUARO JAMBI;AFINDO MANDIRI PERKASA MULIA;2803230041911;03/28/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl.Lingkar Selatan No.88
188;15;JAMBI;1571;KOTA JAMBI;REGENERATIVE AGRICULTURE INDONESIA;2803230042563;03/28/2023;PMA;Non UMK;PERSEROAN TERBATAS (PT);Perumahan Bumi Mayang Mangurai Block Widuri 03
189;15;JAMBI;1571;KOTA JAMBI;CAKRAWALA CENDANA INDONESIA;2903230049575;03/29/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sumbawa Nomor 28 B
190;15;JAMBI;1571;KOTA JAMBI;BERKAH BATANGHARI ENERGI;2903230081163;03/29/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. M Yamin Sh
191;15;JAMBI;1571;KOTA JAMBI;TIGA PANDAWARA PRAKARSA;2903230086881;03/29/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Nias
192;15;JAMBI;1505;MUARO JAMBI;AISYAH PRATAMA GEMILANG;3003230002041;03/30/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Marryland Blok E.15
193;15;JAMBI;1571;KOTA JAMBI;ALMA JAYA BERSAMA;3003230010703;03/30/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Multatuli Lorong Panorama
194;15;JAMBI;1571;KOTA JAMBI;RAJAINAL PUNYA KAROSERI;3103230025679;03/31/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jln. Kopral Ramli
195;15;JAMBI;1504;BATANGHARI;SRIKANDI BATANGHARI ENERGI;3103230060757;03/31/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Gajah Mada
196;15;JAMBI;1504;BATANGHARI;BUMI MINERALS NUSANTARA;0104230012737;04/01/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Kembang Paseban
197;15;JAMBI;1504;BATANGHARI;JANGGA BARA ENERGY;0204230018827;04/02/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Gajah Mada Bulian Bisnis Center (Bbc)
198;15;JAMBI;1504;BATANGHARI;SELAMA SENTOSA BAHAGIA;0304230034376;04/03/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lintas Jambi-Sarolangun, Desa Simpang Aur Gading
199;15;JAMBI;1508;BUNGO;DIAN PRATAMA TRANSPORT;0404230025772;04/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl Lintas Sumatera Perumahan Puri Indah Lestari
200;15;JAMBI;1571;KOTA JAMBI;TUJUH BINTANG SUKSES;0404230027166;04/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan M Yamin Sh
201;15;JAMBI;1571;KOTA JAMBI;MEMPAWAH BERLIAN ENERGI;0404230041068;04/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Kol M. Kukuh Komp. Perum Villa Kota Baru Permai
202;15;JAMBI;1571;KOTA JAMBI;PANCA NIAGA SUKSES;0404230058782;04/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Yos Sudarso
203;15;JAMBI;1571;KOTA JAMBI;BERKAH JAYA KUSUMA EKSPRES;0404230080218;04/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl Lingkar Selatan,  No 58
204;15;JAMBI;1571;KOTA JAMBI;JAYA MUARO MANDIRI;0504230003374;04/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Pangeran Hidayat No. 06
205;15;JAMBI;1571;KOTA JAMBI;PERDANA UTAMA MEDIA;0604230019871;04/06/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Supriyanto No.114D
206;15;JAMBI;1505;MUARO JAMBI;SINAR BUMI ANDALAS;0604230040387;04/06/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Sungai Dayut
207;15;JAMBI;1572;KOTA SUNGAI PENUH;NIRWANA CENDEKIA UTAMA;0604230054326;04/06/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Muradi Nomor 25
208;15;JAMBI;1501;KERINCI;DIGITAL ANAK NEGERI;0704230005738;04/07/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Desa Pasar Senen Dahulu Desa Senimpik, Kecamatan Siulak, Kabupaten Kerinci, Provinsi Jambi
209;15;JAMBI;1571;KOTA JAMBI;TRONA SENTOSA LESTARI;0704230011147;04/07/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Nusa Dua Nomor 25
210;15;JAMBI;1571;KOTA JAMBI;LOCUS ENGINEER CONSULTANT;0704230017258;04/07/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Kayu Manis 2, Blok B No. 2, Rt 014
211;15;JAMBI;1571;KOTA JAMBI;LINTANG MAJU SEJAHTERA;0804230001353;04/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Rb. Siagian Lr. Rahayu Nomor 15 Rt.015
212;15;JAMBI;1509;TEBO;AKTHAR TUNGGAL MANDIRI;0804230013569;04/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Simpang Niam
213;15;JAMBI;1571;KOTA JAMBI;MITRA KARUNIA SEMESTA;0904230003391;04/09/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl Lintas Timur No 08
214;15;JAMBI;1505;MUARO JAMBI;CEPAT SEJAHTERA NUSANTARA;0904230025169;04/09/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lintas Timur Jambi-Palembang Km.14
215;15;JAMBI;1572;KOTA SUNGAI PENUH;CENDRAWASIH GRAFIKA INDOPERSADA;1004230023087;04/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sri Sudewi, Rt. 09, Desa Koto Renah, Kecamatan Pesisir Bukit, Kota Sungai Penuh, Provinsi Jambi
216;15;JAMBI;1571;KOTA JAMBI;SUKMA DAYA SELARAS;1004230040898;04/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Aster Biru, No 143
217;15;JAMBI;1571;KOTA JAMBI;SINERGI KENCANA KENALI;1004230048842;04/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Let. Mud. Sarniem
218;15;JAMBI;1505;MUARO JAMBI;GLOBAL SAMUDERA SINERGI;1004230059754;04/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Rukun Tetangga 026 Paal 11
219;15;JAMBI;1571;KOTA JAMBI;GANESHA MEDIA VIJAYA;1004230083187;04/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Dahlia I Nomor 36
220;15;JAMBI;1571;KOTA JAMBI;MARCELINDO CAHAYA GEMILANG;1004230084616;04/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Tanjung Agung, Perumahan Arta Uli Ii Blok E No. 23
221;15;JAMBI;1571;KOTA JAMBI;NUSA INDAH TIGA;1004230084818;04/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Nusa Indah 3 No. 27
222;15;JAMBI;1571;KOTA JAMBI;CONFIDENT HUMAN LAW;1104230029943;04/11/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Tp. Sriwijaya No. 35
223;15;JAMBI;1571;KOTA JAMBI;BUFFET PEDIA INDONESIA;1104230054355;04/11/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl Sentot Ali Basa, Lrg Masjid Taqwa
224;15;JAMBI;1571;KOTA JAMBI;BUDI ORBIT SUKSES SEJAHTERA;1104230059193;04/11/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Sumber Rejo Mayang Ujung
225;15;JAMBI;1504;BATANGHARI;ARTHA LANGIT BERKAH;1104230086463;04/11/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Simpang Sungai Rengas
226;15;JAMBI;1571;KOTA JAMBI;BERKAH TIGA BERSAMA;1204230013463;04/12/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perum Villa Kenali Permai Blok K2 No 1
227;15;JAMBI;1571;KOTA JAMBI;SILVA ANDALAN NUGRAH;1204230026063;04/12/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Komplek Perumahan Teguh Permai Iv Blok G Nomor 7  
228;15;JAMBI;1571;KOTA JAMBI;SINAR TERANG PAGI;1204230040992;04/12/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Kol Pol M Taher No 6 Rt 24
229;15;JAMBI;1571;KOTA JAMBI;MEDIATAMA DUTA MANDIRI;1304230012189;04/13/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Komplek Garuda Tiga Jaya Blok. C68
230;15;JAMBI;1571;KOTA JAMBI;SEBAPO ANUGRAH SEJATI;1304230023327;04/13/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Komplek Griya Kenali Asri Blok E 42
231;15;JAMBI;1571;KOTA JAMBI;ANUGRAH JAMBI UTAMA;1304230025491;04/13/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jln Kapten Patimura
232;15;JAMBI;1572;KOTA SUNGAI PENUH;OYISI SIGINDO NUSANTARA;1304230082029;04/13/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Pancasila Nomor 92
233;15;JAMBI;1504;BATANGHARI;BARA ALAM MANDIRI;1304230102437;04/13/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lintas Jambi Sarolangun No 179
234;15;JAMBI;1571;KOTA JAMBI;MIKOLINDO CEMERLANG JAMBI;1404230052727;04/14/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jalan Hmo Bafadhal
235;15;JAMBI;1571;KOTA JAMBI;ROMER MURA ENERGI;1704230005208;04/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Tp. Sriwijaya
236;15;JAMBI;1571;KOTA JAMBI;SAUDARA RANGKAYO ENERGI;1704230044507;04/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sumberejo
237;15;JAMBI;1571;KOTA JAMBI;GEOMEKANIKA INTI SEJATI;1804230009059;04/18/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Merpati Ii Nomor 45
238;15;JAMBI;1571;KOTA JAMBI;KURSA PERKASA MANDIRI;1804230039266;04/18/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Galaxy Blok G11
239;15;JAMBI;1571;KOTA JAMBI;BUMI KUARSA SAROLANGUN;1804230039854;04/18/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jalan H Ibrahim Perum Amuntai A Nomor 2
240;15;JAMBI;1505;MUARO JAMBI;REKAWAN ABADI NUSANTARA INDONESIA;1804230064523;04/18/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Dusun I
241;15;JAMBI;1571;KOTA JAMBI;ARSINDO MANDIRI BERSAMA;2604230032493;04/26/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sultan Hasanudin, Rt. 016
242;15;JAMBI;1571;KOTA JAMBI;TERRA INDO MAKMUR;2704230078159;04/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sunan Drajat Nomor 207
243;15;JAMBI;1505;MUARO JAMBI;SUMATERA COAL MINIG;0105230014268;05/01/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Perumahan Meryland Blok B No. 12B
244;15;JAMBI;1509;TEBO;IMARAH MANDIRI INTERNASIONAL;0205230018907;05/02/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lintas Tebo-Bungo Km 02
245;15;JAMBI;1571;KOTA JAMBI;HANAZZAM TERANG ENERGI;0205230060046;05/02/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Ir. Juanda Lorong Bersama
246;15;JAMBI;1571;KOTA JAMBI;DEVALINDO ABADI SUKSES;0305230072087;05/03/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Abdul Chatab No.07
247;15;JAMBI;1571;KOTA JAMBI;BERKAH JAMBI JAYA;0405230031814;05/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Bumi Pal Merah Indah, Jalan Baung I No 133,
248;15;JAMBI;1571;KOTA JAMBI;CAKRA MANGGALA ABADI;0405230067217;05/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl Halmahera
249;15;JAMBI;1503;SAROLANGUN;WAZA SAROLANGUN MULTIMEDIA;0505230034954;05/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Aur Gading
250;15;JAMBI;1505;MUARO JAMBI;GUNUNG MAS SRIWIJAYA;0505230046079;05/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Bumi Perkemahan
251;15;JAMBI;1571;KOTA JAMBI;SIKO CITRA MEDIA;0805230001714;05/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Prabu Siliwangi 
252;15;JAMBI;1507;TANJUNG JABUNG TIMUR;MUTIARA KENTJANA HARUM;0805230037852;05/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Taman Berbak
253;15;JAMBI;1509;TEBO;KARYA PUTRA BATANGHARI;0805230069023;05/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Dewi Sartika
254;15;JAMBI;1501;KERINCI;MEGA REKSA SEHAT;0905230025936;05/09/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Desa Telago Biru
255;15;JAMBI;1505;MUARO JAMBI;DEWA WANARA GROUP;0905230031099;05/09/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jalan Buper Lorong Tambak Sari I
256;15;JAMBI;1571;KOTA JAMBI;TERRA ENERGI PRIMA;0905230039664;05/09/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jl. Kol. M. Kukuh, Perum Golden Hill Residence Blok D No. 004
257;15;JAMBI;1571;KOTA JAMBI;JAMBI POS MULTIMEDIA;1005230039663;05/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sunan Drajat Gang Seroja Nomor 64
258;15;JAMBI;1505;MUARO JAMBI;DIAMOND HUNTER INDONESIA;1005230049023;05/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Dusun Lubuk Selasih
259;15;JAMBI;1503;SAROLANGUN;RADIO CANTIKA INDAH MANDIRI;1005230053793;05/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl.Jenderal Sudirman Dusun Ii A Suka Mulya Rt.15 Desa Payo Lebar, Kecamatan Pelawan Singkut
260;15;JAMBI;1508;BUNGO;KERENT AURA WISATA;1005230055233;05/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Rang Kayo Hitam (Simp Drum)
261;15;JAMBI;1571;KOTA JAMBI;RAMAN NUSA PRAKARSA;1005230068474;05/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Kelurahan Kenali Besar
262;15;JAMBI;1571;KOTA JAMBI;BUANA JAYA ANUGRAH;1105230052365;05/11/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lingkar Iii Nomor 9
263;15;JAMBI;1509;TEBO;MAHA MERU BERJAYA;1205230023353;05/12/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Patimura
264;15;JAMBI;1571;KOTA JAMBI;BEST WORKERS SIGINJAI;1305230007953;05/13/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Tp. Sriwijaya Lorong Hamba Nomor 33A
265;15;JAMBI;1508;BUNGO;NOOR ZURFA WARDANI;1505230034505;05/15/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Umar Ahmad
266;15;JAMBI;1508;BUNGO;KABUCI PROMEDIA SEJAHTERA;1505230038419;05/15/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Btn Royal Asri Blok F Nomor 04
267;15;JAMBI;1571;KOTA JAMBI;BUMI SIGINJAI LESTARI;1505230046894;05/15/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Jendral Sudirman, Nomor 13
268;15;JAMBI;1571;KOTA JAMBI;BERKAH JAMBRI SOLUTION TECH;1605230006325;05/16/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Kapten Dirham No. 55 
269;15;JAMBI;1571;KOTA JAMBI;SUMBER ENERGI NUSANTA;1705230024359;05/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perusahaan Grand Kenali 2 Blok D Nomor 17
270;15;JAMBI;1571;KOTA JAMBI;NAWASENA SEJAHTERA SINERGI;1705230031368;05/17/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Gg Tiga Nomor 108
271;15;JAMBI;1571;KOTA JAMBI;MEDIATAMA DUTA MANDIRI;1705230081579;05/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perum. Garuda Tiga Lrg. Murai Rt. 12 No.68 Kel. Bagan Pete Kec. Alam Barajo Kota Jambi
272;15;JAMBI;1571;KOTA JAMBI;SANATA INTEGRA MANUNGGAL SEJAHTERA;1705230082929;05/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jln D.I. Panjaitan No 30 Simpang Surya
273;15;JAMBI;1571;KOTA JAMBI;GEMILANG AGRIMAKMUR PERSADA;2105230000309;05/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Komplek Talang Banjar Permai Blok D8
274;15;JAMBI;1571;KOTA JAMBI;SAN MARTOWIDJOYO BERKAH;2105230009991;05/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jln.Erlangga No.56 
275;15;JAMBI;1571;KOTA JAMBI;PELITA EMAS SUKSES;2105230019821;05/21/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jl. Ar. Saleh
276;15;JAMBI;1571;KOTA JAMBI;BADIZAI MAKMUR INDONESIA;2105230032518;05/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Murai I Nomor 46
277;15;JAMBI;1571;KOTA JAMBI;SEMESTA ALAM ANDALAS;2205230040327;05/22/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Kapten Pattimura No.48
278;15;JAMBI;1571;KOTA JAMBI;ASR PETROLIN ENERGI;2205230061637;05/22/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Surya Dharma, No.3
