id ;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;nama_perusahaan;nib;tanggal_terbit_oss;status_penanaman_modal;flag_umk;uraian_jenis_perusahaan;alamat_perusahaan
1;15;JAMBI;1571;KOTA JAMBI;ANUGERAH MITRA TRAKTOR;0201230024738;01/02/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sumatera Nomor 48
2;15;JAMBI;1505;MUARO JAMBI;NIZZAM JAMBI INTERMEDIA;0301230008045;01/03/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Dusun Teng Tuo
3;15;JAMBI;1571;KOTA JAMBI;ARYA PLASINDO PERKASA;0301230029217;01/03/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Raden Fatah
4;15;JAMBI;1571;KOTA JAMBI;KOSA GROUP INDONESIA;0401230012625;01/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Abdul Chatab No. 47
5;15;JAMBI;1503;SAROLANGUN;MEDIA CAHAYA INDAH;0401230022584;01/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lintas Sumatera
6;15;JAMBI;1571;KOTA JAMBI;FAMILY ALAM BAROKAH;0401230033707;01/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumnas Aur Duri Indah
7;15;JAMBI;1571;KOTA JAMBI;FIKRI PUTRA TUNGGAL;0401230034892;01/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Depati Purbo
8;15;JAMBI;1571;KOTA JAMBI;PRIMA VANTONI NUSANTARA;0401230040255;01/04/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jl. Lingkar Timur No 91
9;15;JAMBI;1501;KERINCI;GIHON MAGGOT INDONESIA;0401230042992;01/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Desa Telun Berasap
10;15;JAMBI;1571;KOTA JAMBI;ORASI MEDIA GROUP;0401230057324;01/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Lorong Pattimura
11;15;JAMBI;1571;KOTA JAMBI;TRANSA BUMI BARA;0501230041077;01/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Orang Kayo Hitam No. 18
12;15;JAMBI;1571;KOTA JAMBI;SRIKANDI BATANGHARI INDONESIA;0501230048639;01/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Jawa No. 27
13;15;JAMBI;1571;KOTA JAMBI;ANDOEN ENERGI BERSAMA;0501230049629;01/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan H Agus Salim Nomor 61B
14;15;JAMBI;1571;KOTA JAMBI;KOPASTAMA MEDIA GROUP;0501230049743;01/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl Penerangan, Perum Panorama Sakura Asri Blok T 62
15;15;JAMBI;1508;BUNGO;HARIAN MEDIA SEJAHTERA;0501230049789;01/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan R. M. Thaher
16;15;JAMBI;1508;BUNGO;MUARA ENIM ENERGY PRIMA;0601230030686;01/06/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Teuku Umar
17;15;JAMBI;1571;KOTA JAMBI;RAJA KAISAR ALIFAH TRANSPORT;1101230000146;01/11/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Abadi No. 01
18;15;JAMBI;1572;KOTA SUNGAI PENUH;NATAMA ITALOHO PERKASA;1201230041918;01/12/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Desa Sungai Ning, Kecamatan Sungai Bungkal, Kota Sungai Penuh, Provinsi Jambi
19;15;JAMBI;1505;MUARO JAMBI;GEM INTERNATIONAL TRADE JAMBI;1201230042649;01/12/2023;PMA;Non UMK;PERSEROAN TERBATAS (PT);Jalan Jembatan Aur Duri Ii Muara Sabak Kilometer 12 Nomor 04
20;15;JAMBI;1505;MUARO JAMBI;SEJAHTERA REZEKI BERSAMA;1201230043358;01/12/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Aston Villa Blok V No. 17
21;15;JAMBI;1571;KOTA JAMBI;CAKRA NUNGGAL INDONESIA;1201230058526;01/12/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Berbah Dalam
22;15;JAMBI;1509;TEBO;HANOGAR JAYA PERKASA;1201230060776;01/12/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lintas Tebo-Bungo Km 12
23;15;JAMBI;1571;KOTA JAMBI;SRS AGRO INTERNATIONAL;1201230071587;01/12/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Perum Griya Citra Pesona, Jalan Tp Sriwijaya
24;15;JAMBI;1571;KOTA JAMBI;GANESHA MANGGALA INDONESIA;1301230040705;01/13/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl.H.Mangku Umar Perumahan Bumi Mayang Mangurai Blok Widuri Nomor 6
25;15;JAMBI;1571;KOTA JAMBI;SUMBER PANCA COAL MINING;1401230008365;01/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Yunus Sanis Rt.03 No.17
26;15;JAMBI;1571;KOTA JAMBI;AKHA JAYA PERMATA;1601230062207;01/16/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lingkar Barat Perumahan Annisa Asri 3 Blok I1
27;15;JAMBI;1508;BUNGO;BUKIT BATU SUKSES;1601230066351;01/16/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Sungai Kerjan
28;15;JAMBI;1508;BUNGO;UMUL QURA MEDICAL CENTRE;1701230039756;01/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jln. Lintas Sumatera Km.61 Tukum Ii
29;15;JAMBI;1505;MUARO JAMBI;TRANS INDO SEJAHTERA;1701230043128;01/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Sungai Gelam
30;15;JAMBI;1504;BATANGHARI;PASIR MUARA BULIAN;1701230052817;01/17/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jl. Lintas Jambi - Muara Bulian No. 42
31;15;JAMBI;1571;KOTA JAMBI;GENTA ADZIMAN SEJAHTERA;1701230074913;01/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Liposos Ii Perumahan Graha Bumi Eka Jaya
32;15;JAMBI;1571;KOTA JAMBI;AMIMA PUTRA PRATAMA;1701230078726;01/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Raden Sayuti Perumahan Permata Asri 2 Blok F7
33;15;JAMBI;1571;KOTA JAMBI;KERTAPATI JAMBI BERSAMA;1901230005749;01/19/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Yulius Usman
34;15;JAMBI;1506;TANJUNG JABUNG BARAT;BERKAH MEDIA WASAKA;1901230022671;01/19/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl Kh Dewantara
35;15;JAMBI;1571;KOTA JAMBI;RIDHO SUKSES ANUGRAH;1901230047612;01/19/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Ruko Lazio Residence Blok A No. 31 Jl. Dr. Tazar 
36;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SUKSES BERSAMA MADUNIA;1901230073104;01/19/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lintas Sbk Jambi
37;15;JAMBI;1571;KOTA JAMBI;ANDITHIRA CAHAYA ASIA;1901230073576;01/19/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Komp. Perum Sevilla Blok C No.04
38;15;JAMBI;1571;KOTA JAMBI;BUMI ARTHA BERSINERGI;1901230078372;01/19/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Rb. Siagian 
39;15;JAMBI;1571;KOTA JAMBI;ANUGRAH ULTIMA GROUP;2001230000642;01/20/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Komplek Teluk Permai No. 19
40;15;JAMBI;1571;KOTA JAMBI;BERKAH ENGINEERING SAMUDRA TIRTA;2001230002126;01/20/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Komplek Pertokoan Pasar Villa Kenali Permai Blok N1 Nomor 3
41;15;JAMBI;1571;KOTA JAMBI;BARKALIN REVALINDO ENERGY;2001230006604;01/20/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl Lingkar Barat ( Perum Milan Regency)
42;15;JAMBI;1571;KOTA JAMBI;GRAHA UTAMA IMPIAN;2001230042211;01/20/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lingkar Selatan Ii
43;15;JAMBI;1571;KOTA JAMBI;BATU BERINGIN BERKAH;2001230049683;01/20/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Depati Purbo
44;15;JAMBI;1571;KOTA JAMBI;BINTANG BERKAH SEJATI;2001230053167;01/20/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Broni Lorong Remaja
45;15;JAMBI;1571;KOTA JAMBI;KARYA DOYO BANTOLO;2001230053496;01/20/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Jawa Nomor 88
46;15;JAMBI;1504;BATANGHARI;RANI BARA ENERGI;2001230057388;01/20/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jln. Keramat Johor
47;15;JAMBI;1571;KOTA JAMBI;TRIASIH SAKTI MANDIRI;2001230061653;01/20/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Samudra Afroza Nomor A2
48;15;JAMBI;1501;KERINCI;ALAM SAKTI TEHNIK;2001230061888;01/20/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Kabupaten Kerinci
49;15;JAMBI;1571;KOTA JAMBI;HILTOB INDO MANDIRI;2001230069191;01/20/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Dr. Tazar Perumahan Permata Citra 4 Blok D No. 02
50;15;JAMBI;1571;KOTA JAMBI;MEDICAL WORKSHOP KALIBRAMED;2101230012051;01/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Kaca Piring Ii Nomor 26
51;15;JAMBI;1571;KOTA JAMBI;INDONESIA COAL TRADING;2201230020319;01/22/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Sultan Agung Tirtayasa No. 70
52;15;JAMBI;1508;BUNGO;FRINERGY PIRAMIDA ABADI;2501230052004;01/25/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl.M.Saidi Rt.001 Rw.001
53;15;JAMBI;1571;KOTA JAMBI;TAN MOTOR GROUP;2501230052873;01/25/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Kapten Pattimura
54;15;JAMBI;1508;BUNGO;FRACHMAN MAJU BERSAMA;2501230054208;01/25/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jl.Saidi Rt.001 Rw.001
55;15;JAMBI;1508;BUNGO;KELUARGA SEHAT AYBUN;2601230037078;01/26/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Poros
56;15;JAMBI;1506;TANJUNG JABUNG BARAT;JABUNG TUAH SEDAYA;2701230003972;01/27/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jl. Btn Al-Ikhlas Lorong Cermai Nomor 01
57;15;JAMBI;1502;MERANGIN;KEYRA KENZO MAJU MANDIRI;2701230046024;01/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Depati Siang Dito
58;15;JAMBI;1571;KOTA JAMBI;BEDUA MEGAH PERKASA;2701230053538;01/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lingkar Barat Perum Griya Harjita Blok E-05
59;15;JAMBI;1505;MUARO JAMBI;VANTONI SAMUDRA SUKSES;2701230061537;01/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Dusun Belanti Sempit
60;15;JAMBI;1505;MUARO JAMBI;SHREE BALAJI EKSPOR;2801230002645;01/28/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Dusun Ii
61;15;JAMBI;1502;MERANGIN;MANEKI KREASI NUSANTARA;2801230023749;01/28/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Diponegoro 
62;15;JAMBI;1504;BATANGHARI;PUTRA MERSAM SEJAHTERA;3001230027204;01/30/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Inuman Mudo
63;15;JAMBI;1571;KOTA JAMBI;RIZQI RAZIQ PRATAMA;3001230027476;01/30/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Hayam Wuruk No. 13, Lantai 2
64;15;JAMBI;1571;KOTA JAMBI;RICH DIMENSI LAND;3001230054724;01/30/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perum Grand Kenali Blok D No. 01
65;15;JAMBI;1503;SAROLANGUN;SATRIA PRAWIRA MAHARDIKA;3001230057738;01/30/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lintas Sumatera Km 01
66;15;JAMBI;1504;BATANGHARI;PARA SAHABAT GROUP;0102230031455;02/01/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Pelayangan
67;15;JAMBI;1505;MUARO JAMBI;SINAR INDERA MATA;0102230031679;02/01/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Sengeti
68;15;JAMBI;1571;KOTA JAMBI;PERSADA ARUNG SAMUDERA;0302230060193;02/03/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Halim Perdana Kusuma Nomor. 5
69;15;JAMBI;1571;KOTA JAMBI;INDUSTRIES ET FORETS ASIATIQUES;0302230066054;02/03/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jl. Urip Sumohardjo No. 31, Sungai Putri
70;15;JAMBI;1571;KOTA JAMBI;DUSUN ARO FOREST PLYWOOD;0302230067123;02/03/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jl.Urip Sumoharjo No.31, Sungai Putri, Telanaipura
71;15;JAMBI;1571;KOTA JAMBI;MUDA MANDIRI ENERGI;0402230000702;02/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Sunan Giri, No. 4
72;15;JAMBI;1571;KOTA JAMBI;PUTRA MITRA ENERGY;0402230003674;02/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sersan Anwar Bay
73;15;JAMBI;1571;KOTA JAMBI;OJT COAL MINING;0402230016713;02/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Harapan
74;15;JAMBI;1571;KOTA JAMBI;MASURAI ENERGI UTAMA;0502230002457;02/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lirik No. 4
75;15;JAMBI;1571;KOTA JAMBI;GLOBALINDO KARYARASA INDUSTRI;0602230089977;02/06/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Kapten Pattimura No. 100
76;15;JAMBI;1571;KOTA JAMBI;POWERNETSIA GLOBAL NETWORK;0702230033862;02/07/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Orang Kayo Pingai No. 55, Rt. 009
77;15;JAMBI;1571;KOTA JAMBI;PUSAT PENERANGAN TERKINI;0702230068964;02/07/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Penerangan Perum Panorama Sakura Asri Blok T Nomor 52
78;15;JAMBI;1508;BUNGO;BUNGO MEKKAH MADINAH;0702230073192;02/07/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan H. A. Gafar Baid
79;15;JAMBI;1505;MUARO JAMBI;JAMRAS INDUSTRI NUSANTARA;0702230077139;02/07/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Raya Boulevard No. 54 Blok K
80;15;JAMBI;1571;KOTA JAMBI;RAJAMIN KAHURIPAN ENERGI;0702230091427;02/07/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Abd. Rahman Saleh
81;15;JAMBI;1503;SAROLANGUN;DEVANDRA RIMBA SEJAHTERA;0802230015391;02/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Dusun Suka Sari
82;15;JAMBI;1504;BATANGHARI;MAZAYA IRSYAD TOUR DAN TRAVEL;0802230018629;02/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Desa Simpang Kandang Kubu
83;15;JAMBI;1571;KOTA JAMBI;LINLIND ARTE PURE;0802230039794;02/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jln. Akhmat Bastari No.49
84;15;JAMBI;1571;KOTA JAMBI;KANTI PARA MUDA;0802230079541;02/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sk.Rd.Syahbudin Lorong Alamanda Ii No.107
85;15;JAMBI;1571;KOTA JAMBI;GRAHA MEDIA SEJAHTERA;0802230088346;02/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Ir. H. Juanda, Rt 22, Kel. Mayang Mangurai, Kec. Kota Baru
86;15;JAMBI;1571;KOTA JAMBI;OJT CONTRACTOR BARA;0902230061505;02/09/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Harapan
87;15;JAMBI;1571;KOTA JAMBI;NUSANTARA CIPTA ENERGY;1002230032423;02/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Arief Rahman Hakim
88;15;JAMBI;1571;KOTA JAMBI;SUWARNA DWAYA HAMSA;1002230047058;02/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Orang Kayo Pingai No. 55
89;15;JAMBI;1571;KOTA JAMBI;SINAR JAYA ELEKTRIKAL;1002230052019;02/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lirik Villa Wijaya B 07
90;15;JAMBI;1571;KOTA JAMBI;CHANDI SELARAS SAMPURNA;1002230059627;02/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Haji Ali Noe N0.39
91;15;JAMBI;1509;TEBO;ARTHA RESTU BUMI;1002230071946;02/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Pahlawan
92;15;JAMBI;1501;KERINCI;FAMILY HOMESTAY AND RESORT;1302230043608;02/13/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Desa Lindung Jaya M10
93;15;JAMBI;1504;BATANGHARI;RAJAWALI BUMI KREASINDO;1402230038066;02/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Muara Bulian
94;15;JAMBI;1509;TEBO;SPAU HAULING PERKASA;1402230047029;02/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Padang Lamo Km. 16
95;15;JAMBI;1571;KOTA JAMBI;SEARAH MEDIA ORGANIZER;1502230033646;02/15/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perum.Torino Blok D41
96;15;JAMBI;1571;KOTA JAMBI;STAR ONE GROUP;1502230047517;02/15/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Payo Selincah
97;15;JAMBI;1505;MUARO JAMBI;ARYAGUNA MARBEN SAMMENA;1502230047866;02/15/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perum Puri Masurai Ii Blok A.I
98;15;JAMBI;1571;KOTA JAMBI;NARADEVA DWI KARYA;1502230104428;02/15/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jl. Prabu Siliwangi No. 38
99;15;JAMBI;1503;SAROLANGUN;SAROLANGUN BATU BETUAH;1602230037642;02/16/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Puyang Jenggot
100;15;JAMBI;1503;SAROLANGUN;SEJAHTERA BARA PUTIH;1602230044741;02/16/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Amal
101;15;JAMBI;1571;KOTA JAMBI;MULTIMAS ENERGI SEJATI;1602230065529;02/16/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Halim Perdana Kusuma Nomor 37
102;15;JAMBI;1503;SAROLANGUN;SAKTI SAROLANGUN PRIMA;1602230083068;02/16/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Cendana
103;15;JAMBI;1571;KOTA JAMBI;SURYA JAYA ARTHA BATU BARA;1602230088323;02/16/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Aster Biru Blok D No. 123 Rt. 027
104;15;JAMBI;1571;KOTA JAMBI;SURYA JAYA JAMBI TAMBANG;1602230111179;02/16/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Aster Biru, Blok 123 Rt. 027
105;15;JAMBI;1571;KOTA JAMBI;SURYA JAYA WAHANA INDONESIA TAMBANG;1702230039318;02/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Aster Biru Blok D No. 123 
106;15;JAMBI;1571;KOTA JAMBI;GELORA GEMILANG JAYA;1702230062819;02/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Elang I No. 040
107;15;JAMBI;1571;KOTA JAMBI;MONRAD JASA TAMBANG;1702230071483;02/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lingkar Selatan, Perumahan Taman Palmerah Indah Blok C No. 45
108;15;JAMBI;1571;KOTA JAMBI;MONRAD NIAGA MINERBA;1802230013748;02/18/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lingkar Selatan, Perumahan Taman Palmerah Indah Blok C No. 45
109;15;JAMBI;1505;MUARO JAMBI;SENTRAL ASIA PRATAMA;2002230039165;02/20/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lingkar Selatan Lorong Tanah Bertuah
110;15;JAMBI;1571;KOTA JAMBI;SURYA JAYA PRATAMA TAMBANG SILIKA;2002230064104;02/20/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Aster Biru Blok D No. 123 Rt. 027
111;15;JAMBI;1571;KOTA JAMBI;ANUGRAH SALBI SEJAHTERA;2002230075558;02/20/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sunan Gunung Jati, Lorong Al Muttazam, Perumahan Griya Bossman, Blok A, Nomor 02
112;15;JAMBI;1571;KOTA JAMBI;BARRA COAL MANDIRI;2002230081305;02/20/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Abdul Chatab No.40
113;15;JAMBI;1571;KOTA JAMBI;CIPTA KARYA AGUNG PRAKARSA;2102230051099;02/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Hj Nurijah Arifin Manap No. 02A
114;15;JAMBI;1571;KOTA JAMBI;DAYA BINA PROFESI;2102230079995;02/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Saribakti
115;15;JAMBI;1505;MUARO JAMBI;KAN JAMBI SEJAHTERA;2102230090387;02/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Raya Kasang Pudak, Perumahan Griya Bumi Lestari
116;15;JAMBI;1571;KOTA JAMBI;PELABUHAN NAZMIRA INDONESIA;2202230022919;02/22/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jalan Jend S Parman No 32 Komplek Dprd
117;15;JAMBI;1505;MUARO JAMBI;JAMBI BABA INTERMEDIA;2202230074616;02/22/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Mudung Darat
118;15;JAMBI;1509;TEBO;DIAMOND BRING LUCK;2202230075189;02/22/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Griya Tebo Indah
119;15;JAMBI;1571;KOTA JAMBI;TUNAS SIJUNJUNG BARINGIN;2202230082828;02/22/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Pratu Satir Nomor 163
120;15;JAMBI;1571;KOTA JAMBI;MITRA GARDA OPTIMAL;2402230017659;02/24/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Kolonel Amir Hamzah Nomor 124
121;15;JAMBI;1571;KOTA JAMBI;SABILUL MUHTADIN GRUP;2402230045219;02/24/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Pangeran Diponegoro
122;15;JAMBI;1571;KOTA JAMBI;BUMI BARA GEMILANG;2402230077026;02/24/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Raden Fatah Nomor 07
123;15;JAMBI;1571;KOTA JAMBI;RAKSAKA TARUNA CAKRA;2402230092293;02/24/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Slamet Riyadi No. 38-
124;15;JAMBI;1509;TEBO;MEGA PUTRA BERKARYA;2502230022103;02/25/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Padang Lamo No 02
125;15;JAMBI;1571;KOTA JAMBI;GIAT PERKASA INSANI;2702230038974;02/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Raden Wijaya
126;15;JAMBI;1508;BUNGO;RISKI BINTANG SAMUDRA;2702230077641;02/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Kampung Bendung Raya
127;15;JAMBI;1503;SAROLANGUN;SELAYAR ALAM SEJAHTERA;2702230081711;02/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Gunung Kembang Asri
128;15;JAMBI;1504;BATANGHARI;REDJANG JAMBI PRATAMA;2702230084207;02/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lintas Sarolangun - Muara Tembesi Komplek Perkantoran Belakang Jp Mart Durian Luncuk
129;15;JAMBI;1571;KOTA JAMBI;PENTA BERSAUDARA JAYA;2802230007181;02/28/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Wijaya Kusuma
130;15;JAMBI;1571;KOTA JAMBI;PORMAN ANUGERAH SEJATI;2802230036025;02/28/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jalan Emprit Raya Iv No. 07
131;15;JAMBI;1502;MERANGIN;MEKAR MAS JAYA;2802230065841;02/28/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Sungai Pinang Dusun Muara Sipin
132;15;JAMBI;1508;BUNGO;SUMBER DJAYA MAKMOER;2802230079723;02/28/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sudirman
133;15;JAMBI;1571;KOTA JAMBI;JAMBI PERMAI SENTOSA;0103230014817;03/01/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lingkar Selatan Ii
134;15;JAMBI;1505;MUARO JAMBI;YUZAR SAKO JAYA;0103230045871;03/01/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lingkungan Iii Dusun Rejo Mulyo
135;15;JAMBI;1571;KOTA JAMBI;JAMBI PRIMA ARTHA INVESTMENT;0103230073003;03/01/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl.Kapt Pattimura No.9
136;15;JAMBI;1571;KOTA JAMBI;BUANA MEDIKA RAYA;0203230064037;03/02/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Multatuli
137;15;JAMBI;1571;KOTA JAMBI;LAKSANA CAHAYA ISKANDAR;0203230064974;03/02/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Pagai
138;15;JAMBI;1572;KOTA SUNGAI PENUH;SEMESTA JAMBI MULTI MEDIA;0203230065716;03/02/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Desa Sungai Jernih, Kecamatan Pondok Tinggi, Kota Sungai Penuh, Provinsi Jambi
139;15;JAMBI;1571;KOTA JAMBI;AGUNG JASA PERDANA;0303230014145;03/03/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Yos Sudarso
140;15;JAMBI;1505;MUARO JAMBI;MUARO JAMBI TERMINAL;0303230045419;03/03/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Desa Talang Duku
