id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kelurahan_desa;sumber;jumlah_balita_anak;pendek_anak;sangat_pendek_anak;prevalensi
1091;15;JAMBI;1506;1506092007;KEMENDAGRI;36;6;1;19,4
1092;15;JAMBI;1506;1506092006;KEMENDAGRI;105;11;2;12,4
1093;15;JAMBI;1506;1506031001;KEMENDAGRI;549;1;1;0,4
1094;15;JAMBI;1506;1506032007;KEMENDAGRI;168;0;1;0,6
1095;15;JAMBI;1506;1506032006;KEMENDAGRI;269;2;1;1,1
1096;15;JAMBI;1506;1506032008;KEMENDAGRI;137;1;2;2,2
1097;15;JAMBI;1506;1506032015;KEMENDAGRI;89;1;0;1,1
1098;15;JAMBI;1506;1506032016;KEMENDAGRI;108;2;0;1,9
1099;15;JAMBI;1506;1506032013;KEMENDAGRI;91;1;2;3,3
1100;15;JAMBI;1506;1506032012;KEMENDAGRI;76;2;0;2,6
1101;15;JAMBI;1506;1502172006;KEMENDAGRI;116;1;0;0,9
1102;15;JAMBI;1506;1507022006;KEMENDAGRI;108;0;1;0,9
1103;15;JAMBI;1506;1503012017;KEMENDAGRI;165;2;2;2,4
1104;15;JAMBI;1506;1506032018;KEMENDAGRI;233;4;3;3
1105;15;JAMBI;1506;1506032020;KEMENDAGRI;132;0;1;0,8
1106;15;JAMBI;1506;1506132005;KEMENDAGRI;113;6;2;7,1
1107;15;JAMBI;1506;1509032002;KEMENDAGRI;198;9;5;7,1
1108;15;JAMBI;1506;1504052019;KEMENDAGRI;166;4;1;3
1109;15;JAMBI;1506;1506132002;KEMENDAGRI;204;1;0;0,5
1110;15;JAMBI;1506;1506131001;KEMENDAGRI;153;9;3;7,8
1111;15;JAMBI;1506;1506132007;KEMENDAGRI;72;6;12;25
1112;15;JAMBI;1506;1506132006;KEMENDAGRI;265;17;6;8,7
1113;15;JAMBI;1506;1506132009;KEMENDAGRI;319;3;2;1,6
1114;15;JAMBI;1506;1506132010;KEMENDAGRI;51;0;2;3,9
1115;15;JAMBI;1506;1506132008;KEMENDAGRI;244;0;2;0,8
1116;15;JAMBI;1506;1506021006;KEMENDAGRI;972;11;0;1,1
1117;15;JAMBI;1506;1506021004;KEMENDAGRI;524;13;5;3,4
1118;15;JAMBI;1506;1506021005;KEMENDAGRI;0;5;4;0
1119;15;JAMBI;1506;1506021007;KEMENDAGRI;0;11;3;0
1120;15;JAMBI;1506;1506022003;KEMENDAGRI;216;5;5;4,6
1121;15;JAMBI;1506;1506022014;KEMENDAGRI;217;9;4;6
1122;15;JAMBI;1506;1506021018;KEMENDAGRI;0;5;5;0
1123;15;JAMBI;1506;1506021017;KEMENDAGRI;0;0;0;0
1124;15;JAMBI;1506;1506021016;KEMENDAGRI;876;5;7;1,4
1125;15;JAMBI;1506;1506021015;KEMENDAGRI;862;11;0;1,3
1126;15;JAMBI;1506;1506112002;KEMENDAGRI;181;11;1;6,6
1127;15;JAMBI;1506;1506111001;KEMENDAGRI;386;5;5;2,6
1128;15;JAMBI;1506;1506112004;KEMENDAGRI;305;8;1;3
1129;15;JAMBI;1506;1506112003;KEMENDAGRI;62;3;3;9,7
1130;15;JAMBI;1506;1506112007;KEMENDAGRI;98;4;4;8,2
1131;15;JAMBI;1506;1506112008;KEMENDAGRI;92;5;1;6,5
1132;15;JAMBI;1506;1506112006;KEMENDAGRI;82;8;1;11
1133;15;JAMBI;1506;1506112005;KEMENDAGRI;276;1;10;4
1134;15;JAMBI;1506;1506112009;KEMENDAGRI;75;4;3;9,3
1135;15;JAMBI;1506;1506112010;KEMENDAGRI;80;4;0;5
1136;15;JAMBI;1506;1506102004;KEMENDAGRI;110;8;9;15,5
1137;15;JAMBI;1506;1506101001;KEMENDAGRI;77;4;1;6,5
1138;15;JAMBI;1506;1506102002;KEMENDAGRI;78;9;1;12,8
1139;15;JAMBI;1506;1506102003;KEMENDAGRI;62;8;2;16,1
1140;15;JAMBI;1506;1506102007;KEMENDAGRI;62;10;3;21
1141;15;JAMBI;1506;1506102006;KEMENDAGRI;102;12;5;16,7
1142;15;JAMBI;1506;1506102005;KEMENDAGRI;62;8;5;21
1143;15;JAMBI;1506;1506102008;KEMENDAGRI;68;7;1;11,8
1144;15;JAMBI;1506;1506042001;KEMENDAGRI;340;2;2;1,2
1145;15;JAMBI;1506;1506042009;KEMENDAGRI;178;2;1;1,7
1146;15;JAMBI;1506;1506042008;KEMENDAGRI;88;1;1;2,3
1147;15;JAMBI;1506;1501092045;KEMENDAGRI;206;1;1;1
1148;15;JAMBI;1506;1506042010;KEMENDAGRI;183;2;5;3,8
1149;15;JAMBI;1506;1506042011;KEMENDAGRI;135;1;0;0,7
1150;15;JAMBI;1506;1506042012;KEMENDAGRI;66;6;1;10,6
1151;15;JAMBI;1506;1506042013;KEMENDAGRI;90;2;0;2,2
1152;15;JAMBI;1506;1506042014;KEMENDAGRI;95;4;3;7,4
1153;15;JAMBI;1506;1506042017;KEMENDAGRI;108;3;1;3,7
1154;15;JAMBI;1506;1505062018;KEMENDAGRI;130;2;5;5,4
1155;15;JAMBI;1506;1501222002;KEMENDAGRI;398;6;7;3,3
1156;15;JAMBI;1506;1506122004;KEMENDAGRI;90;16;6;24,4
1157;15;JAMBI;1506;1506122002;KEMENDAGRI;98;12;5;17,3
1158;15;JAMBI;1506;1506121001;KEMENDAGRI;101;18;8;25,7
1159;15;JAMBI;1506;1506122003;KEMENDAGRI;99;17;12;29,3
1160;15;JAMBI;1506;1506122007;KEMENDAGRI;71;13;3;22,5
1161;15;JAMBI;1506;1506122008;KEMENDAGRI;68;11;2;19,1
1162;15;JAMBI;1506;1571061004;KEMENDAGRI;150;32;22;36
1163;15;JAMBI;1506;1506122005;KEMENDAGRI;105;19;2;20
1164;15;JAMBI;1506;1506122009;KEMENDAGRI;62;15;4;30,6
1165;15;JAMBI;1506;1506122010;KEMENDAGRI;81;18;11;35,8
1166;15;JAMBI;1509;1509022008;KEMENDAGRI;169;12;2;8,3
1167;15;JAMBI;1509;1509022003;KEMENDAGRI;152;4;0;2,6
1168;15;JAMBI;1509;1509022005;KEMENDAGRI;167;8;2;6
1169;15;JAMBI;1509;1509022004;KEMENDAGRI;174;8;2;5,7
1170;15;JAMBI;1509;1509022015;KEMENDAGRI;185;0;0;0
1171;15;JAMBI;1509;1509021001;KEMENDAGRI;526;2;0;0,4
1172;15;JAMBI;1509;1509022011;KEMENDAGRI;224;1;0;0,4
1173;15;JAMBI;1509;1509022012;KEMENDAGRI;210;0;0;0
1174;15;JAMBI;1509;1509022002;KEMENDAGRI;159;0;0;0
1175;15;JAMBI;1509;1505112001;KEMENDAGRI;105;0;0;0
1176;15;JAMBI;1509;1509022017;KEMENDAGRI;72;0;0;0
1177;15;JAMBI;1509;1508172006;KEMENDAGRI;185;1;1;1,1
1178;15;JAMBI;1509;1509122002;KEMENDAGRI;211;2;0;0,9
1179;15;JAMBI;1509;1509052004;KEMENDAGRI;176;0;1;0,6
1180;15;JAMBI;1509;1509122004;KEMENDAGRI;291;1;2;1
1181;15;JAMBI;1509;1509122006;KEMENDAGRI;288;2;1;1
1182;15;JAMBI;1509;1509122001;KEMENDAGRI;189;1;0;0,5
1183;15;JAMBI;1509;1509122007;KEMENDAGRI;115;1;0;0,9
1184;15;JAMBI;1509;1504062009;KEMENDAGRI;133;1;1;1,5
1185;15;JAMBI;1509;1509012011;KEMENDAGRI;213;0;0;0
1186;15;JAMBI;1509;1509011001;KEMENDAGRI;189;0;0;0
1187;15;JAMBI;1509;1508082001;KEMENDAGRI;250;1;1;0,8
1188;15;JAMBI;1509;1509012006;KEMENDAGRI;132;0;0;0
1189;15;JAMBI;1509;1508052001;KEMENDAGRI;202;0;1;0,5
1190;15;JAMBI;1509;1509012007;KEMENDAGRI;190;0;0;0
1191;15;JAMBI;1509;1502052007;KEMENDAGRI;135;0;0;0
1192;15;JAMBI;1509;1509012003;KEMENDAGRI;194;1;1;1
1193;15;JAMBI;1509;1501022005;KEMENDAGRI;498;0;1;0,2
1194;15;JAMBI;1509;1509012012;KEMENDAGRI;294;0;0;0
1195;15;JAMBI;1509;1508152001;KEMENDAGRI;255;1;0;0,4
1196;15;JAMBI;1509;1509012010;KEMENDAGRI;221;0;1;0,5
1197;15;JAMBI;1509;1509052004;KEMENDAGRI;89;0;0;0
1198;15;JAMBI;1509;1509052006;KEMENDAGRI;71;0;0;0
1199;15;JAMBI;1509;1509052005;KEMENDAGRI;172;0;1;0,6
1200;15;JAMBI;1509;1509052002;KEMENDAGRI;65;0;0;0
1201;15;JAMBI;1509;1509052001;KEMENDAGRI;124;0;0;0
1202;15;JAMBI;1509;1509052008;KEMENDAGRI;93;0;0;0
1203;15;JAMBI;1509;1509052007;KEMENDAGRI;200;0;0;0
1204;15;JAMBI;1509;1509052003;KEMENDAGRI;114;0;0;0
1205;15;JAMBI;1509;1509052009;KEMENDAGRI;254;1;1;0,8
1206;15;JAMBI;1509;1509052010;KEMENDAGRI;108;0;0;0
1207;15;JAMBI;1509;1509052011;KEMENDAGRI;125;0;0;0
1208;15;JAMBI;1509;1509052012;KEMENDAGRI;101;0;0;0
1209;15;JAMBI;1509;1509092002;KEMENDAGRI;219;0;1;0,5
1210;15;JAMBI;1509;1509092001;KEMENDAGRI;287;0;0;0
1211;15;JAMBI;1509;1509092003;KEMENDAGRI;198;0;0;0
1212;15;JAMBI;1509;1509092004;KEMENDAGRI;123;1;0;0,8
1213;15;JAMBI;1509;1509092005;KEMENDAGRI;1,007;1;2;0,3
1214;15;JAMBI;1509;1509042003;KEMENDAGRI;369;0;3;0,8
1215;15;JAMBI;1509;1509042007;KEMENDAGRI;477;0;2;0,4
1216;15;JAMBI;1509;1509042008;KEMENDAGRI;134;0;1;0,7
1217;15;JAMBI;1509;1509042005;KEMENDAGRI;585;4;6;1,7
1218;15;JAMBI;1509;1509042006;KEMENDAGRI;680;0;1;0,1
1219;15;JAMBI;1509;1509042004;KEMENDAGRI;488;4;1;1
1220;15;JAMBI;1509;1509042002;KEMENDAGRI;901;1;2;0,3
1221;15;JAMBI;1509;1509041001;KEMENDAGRI;830;0;1;0,1
1222;15;JAMBI;1509;1509072005;KEMENDAGRI;101;0;0;0
1223;15;JAMBI;1509;1503112005;KEMENDAGRI;435;1;0;0,2
1224;15;JAMBI;1509;1503022023;KEMENDAGRI;662;0;0;0
1225;15;JAMBI;1509;1509072002;KEMENDAGRI;634;0;1;0,2
1226;15;JAMBI;1509;1502212004;KEMENDAGRI;571;0;0;0
1227;15;JAMBI;1509;1509072003;KEMENDAGRI;437;1;0;0,2
1228;15;JAMBI;1509;1509082003;KEMENDAGRI;156;3;0;1,9
1229;15;JAMBI;1509;1509082004;KEMENDAGRI;204;2;1;1,5
1230;15;JAMBI;1509;1509082002;KEMENDAGRI;132;2;2;3
1231;15;JAMBI;1509;1508162004;KEMENDAGRI;276;4;2;2,2
1232;15;JAMBI;1509;1502212002;KEMENDAGRI;179;3;2;2,8
1233;15;JAMBI;1509;1509082005;KEMENDAGRI;175;6;0;3,4
1234;15;JAMBI;1509;1509082001;KEMENDAGRI;341;4;2;1,8
1235;15;JAMBI;1509;1509082008;KEMENDAGRI;103;8;0;7,8
1236;15;JAMBI;1509;1509082009;KEMENDAGRI;87;2;1;3,4
1237;15;JAMBI;1509;1509032011;KEMENDAGRI;278;5;1;2,2
1238;15;JAMBI;1509;1508112002;KEMENDAGRI;128;0;0;0
1239;15;JAMBI;1509;1509031001;KEMENDAGRI;246;0;0;0
1240;15;JAMBI;1509;1509032009;KEMENDAGRI;167;1;1;1,2
1241;15;JAMBI;1509;1502082005;KEMENDAGRI;93;1;0;1,1
1242;15;JAMBI;1509;1509032007;KEMENDAGRI;76;1;0;1,3
1243;15;JAMBI;1509;1509032006;KEMENDAGRI;65;2;0;3,1
1244;15;JAMBI;1509;1509032004;KEMENDAGRI;96;0;0;0
1245;15;JAMBI;1509;1509032003;KEMENDAGRI;303;0;0;0
1246;15;JAMBI;1509;1509032002;KEMENDAGRI;151;0;0;0
1247;15;JAMBI;1509;1509032012;KEMENDAGRI;112;2;1;2,7
1248;15;JAMBI;1509;1508042003;KEMENDAGRI;69;0;2;2,9
1249;15;JAMBI;1509;1509032017;KEMENDAGRI;75;0;0;0
1250;15;JAMBI;1509;1509032005;KEMENDAGRI;104;0;0;0
1251;15;JAMBI;1509;1509032018;KEMENDAGRI;140;0;0;0
1252;15;JAMBI;1509;1509032019;KEMENDAGRI;106;0;0;0
1253;15;JAMBI;1509;1509032015;KEMENDAGRI;81;0;1;1,2
1254;15;JAMBI;1509;1503082004;KEMENDAGRI;358;8;0;2,2
1255;15;JAMBI;1509;1508162007;KEMENDAGRI;107;0;0;0
1256;15;JAMBI;1509;1509062003;KEMENDAGRI;103;0;0;0
1257;15;JAMBI;1509;1501162014;KEMENDAGRI;40;0;0;0
1258;15;JAMBI;1509;1509062007;KEMENDAGRI;64;0;0;0
1259;15;JAMBI;1509;1508142007;KEMENDAGRI;125;0;0;0
1260;15;JAMBI;1509;1503032006;KEMENDAGRI;146;0;0;0
1261;15;JAMBI;1509;1509062013;KEMENDAGRI;116;0;0;0
1262;15;JAMBI;1509;1509062016;KEMENDAGRI;50;0;0;0
1263;15;JAMBI;1509;1509062015;KEMENDAGRI;25;0;0;0
1264;15;JAMBI;1509;1509102001;KEMENDAGRI;128;0;1;0,8
1265;15;JAMBI;1509;1509102002;KEMENDAGRI;113;0;0;0
1266;15;JAMBI;1509;1509102003;KEMENDAGRI;112;0;0;0
1267;15;JAMBI;1509;1509102004;KEMENDAGRI;132;0;0;0
1268;15;JAMBI;1509;1509102005;KEMENDAGRI;123;0;0;0
1269;15;JAMBI;1509;1509102006;KEMENDAGRI;101;1;1;2
1270;15;JAMBI;1509;1509102007;KEMENDAGRI;60;0;0;0
1271;15;JAMBI;1509;1504012011;KEMENDAGRI;89;1;2;3,4
1272;15;JAMBI;1509;1509112001;KEMENDAGRI;73;0;0;0
1273;15;JAMBI;1509;1509112004;KEMENDAGRI;127;0;0;0
1274;15;JAMBI;1509;1509112002;KEMENDAGRI;110;1;1;1,8
1275;15;JAMBI;1509;1509112005;KEMENDAGRI;96;0;0;0
1276;15;JAMBI;1509;1509112003;KEMENDAGRI;115;0;0;0
1277;15;JAMBI;1509;1509112006;KEMENDAGRI;68;0;1;1,5
1278;15;JAMBI;1508;1508062009;KEMENDAGRI;36;2;0;5,6
1279;15;JAMBI;1508;1508062001;KEMENDAGRI;200;2;0;1
1280;15;JAMBI;1508;1508062005;KEMENDAGRI;127;1;0;0,8
1281;15;JAMBI;1508;1508062004;KEMENDAGRI;64;0;0;0
1282;15;JAMBI;1508;1508062007;KEMENDAGRI;96;4;0;4,2
1283;15;JAMBI;1508;1508062003;KEMENDAGRI;188;1;0;0,5
1284;15;JAMBI;1508;1508062002;KEMENDAGRI;141;2;0;1,4
1285;15;JAMBI;1508;1508062012;KEMENDAGRI;104;2;1;2,9
1286;15;JAMBI;1508;1508062010;KEMENDAGRI;231;1;0;0,4
1287;15;JAMBI;1508;1508062011;KEMENDAGRI;176;1;1;1,1
1288;15;JAMBI;1508;1508062013;KEMENDAGRI;179;0;0;0
1289;15;JAMBI;1508;1508062008;KEMENDAGRI;80;0;0;0
1290;15;JAMBI;1508;1508062006;KEMENDAGRI;293;1;0;0,3
1291;15;JAMBI;1508;1508062015;KEMENDAGRI;85;0;0;0
1292;15;JAMBI;1508;1508062014;KEMENDAGRI;79;2;0;2,5
1293;15;JAMBI;1508;1508092005;KEMENDAGRI;150;1;0;0,7
1294;15;JAMBI;1508;1508092006;KEMENDAGRI;218;2;0;0,9
1295;15;JAMBI;1508;1505092003;KEMENDAGRI;119;3;0;2,5
1296;15;JAMBI;1508;1508092008;KEMENDAGRI;213;3;0;1,4
1297;15;JAMBI;1508;1505032019;KEMENDAGRI;126;2;0;1,6
1298;15;JAMBI;1508;1508092011;KEMENDAGRI;222;1;0;0,5
1299;15;JAMBI;1508;1508092012;KEMENDAGRI;278;2;0;0,7
1300;15;JAMBI;1508;1508092007;KEMENDAGRI;189;1;0;0,5
1301;15;JAMBI;1508;1508092013;KEMENDAGRI;262;5;1;2,3
1302;15;JAMBI;1508;1508092014;KEMENDAGRI;294;4;2;2
1303;15;JAMBI;1508;1508092016;KEMENDAGRI;300;5;0;1,7
1304;15;JAMBI;1508;1508092015;KEMENDAGRI;108;4;0;3,7
1305;15;JAMBI;1508;1508092003;KEMENDAGRI;46;1;0;2,2
1306;15;JAMBI;1508;1508092004;KEMENDAGRI;84;1;0;1,2
1307;15;JAMBI;1508;1502112007;KEMENDAGRI;130;2;0;1,5
1308;15;JAMBI;1508;1508012016;KEMENDAGRI;104;2;0;1,9
1309;15;JAMBI;1508;1508092017;KEMENDAGRI;108;1;0;0,9
1310;15;JAMBI;1508;1508102003;KEMENDAGRI;329;1;0;0,3
1311;15;JAMBI;1508;1508102002;KEMENDAGRI;134;0;0;0
1312;15;JAMBI;1508;1508102004;KEMENDAGRI;292;1;2;1
1313;15;JAMBI;1508;1508102001;KEMENDAGRI;139;1;0;0,7
1314;15;JAMBI;1508;1505072004;KEMENDAGRI;134;2;0;1,5
1315;15;JAMBI;1508;1508102006;KEMENDAGRI;146;1;1;1,4
1316;15;JAMBI;1508;1508132003;KEMENDAGRI;444;7;3;2,3
1317;15;JAMBI;1508;1504032019;KEMENDAGRI;354;1;1;0,6
1318;15;JAMBI;1508;1508131001;KEMENDAGRI;557;5;4;1,6
1319;15;JAMBI;1508;1508131002;KEMENDAGRI;373;3;2;1,3
1320;15;JAMBI;1508;1508121002;KEMENDAGRI;493;0;0;0
1321;15;JAMBI;1508;1508122004;KEMENDAGRI;384;2;1;0,8
1322;15;JAMBI;1508;1508122003;KEMENDAGRI;346;4;2;1,7
1323;15;JAMBI;1508;1502042007;KEMENDAGRI;462;1;0;0,2
1324;15;JAMBI;1508;1508122005;KEMENDAGRI;139;0;0;0
1325;15;JAMBI;1508;1508031008;KEMENDAGRI;198;1;0;0,5
1326;15;JAMBI;1508;1508031023;KEMENDAGRI;262;1;0;0,4
1327;15;JAMBI;1508;1508031007;KEMENDAGRI;110;0;0;0
1328;15;JAMBI;1508;1508031022;KEMENDAGRI;357;4;0;1,1
1329;15;JAMBI;1508;1502062005;KEMENDAGRI;173;2;0;1,2
1330;15;JAMBI;1508;1508111001;KEMENDAGRI;498;0;0;0
1331;15;JAMBI;1508;1508111004;KEMENDAGRI;440;1;0;0,2
1332;15;JAMBI;1508;1508111003;KEMENDAGRI;65;0;0;0
1333;15;JAMBI;1508;1508112006;KEMENDAGRI;167;2;1;1,8
1334;15;JAMBI;1508;1508112005;KEMENDAGRI;212;2;0;0,9
1335;15;JAMBI;1508;1508112008;KEMENDAGRI;184;1;1;1,1
1336;15;JAMBI;1508;1508112002;KEMENDAGRI;116;1;0;0,9
1337;15;JAMBI;1508;1508112007;KEMENDAGRI;93;0;0;0
1338;15;JAMBI;1508;1508022004;KEMENDAGRI;121;2;0;1,7
1339;15;JAMBI;1508;1508022005;KEMENDAGRI;80;4;1;6,3
1340;15;JAMBI;1508;1508022002;KEMENDAGRI;92;8;2;10,9
1341;15;JAMBI;1508;1508022003;KEMENDAGRI;261;8;2;3,8
1342;15;JAMBI;1508;1508022001;KEMENDAGRI;219;4;0;1,8
1343;15;JAMBI;1508;1508022015;KEMENDAGRI;79;2;1;3,8
1344;15;JAMBI;1508;1501022005;KEMENDAGRI;88;2;1;3,4
1345;15;JAMBI;1508;1508082007;KEMENDAGRI;84;0;2;2,4
1346;15;JAMBI;1508;1508082005;KEMENDAGRI;138;1;1;1,4
1347;15;JAMBI;1508;1508082004;KEMENDAGRI;114;3;3;5,3
1348;15;JAMBI;1508;1508082003;KEMENDAGRI;169;2;0;1,2
1349;15;JAMBI;1508;1508082002;KEMENDAGRI;184;0;4;2,2
1350;15;JAMBI;1508;1508082001;KEMENDAGRI;125;4;3;5,6
1351;15;JAMBI;1508;1508082008;KEMENDAGRI;141;1;2;2,1
1352;15;JAMBI;1508;1508082009;KEMENDAGRI;40;1;6;17,5
1353;15;JAMBI;1508;1508142009;KEMENDAGRI;181;1;1;1,1
1354;15;JAMBI;1508;1508142005;KEMENDAGRI;105;2;0;1,9
1355;15;JAMBI;1508;1508142004;KEMENDAGRI;102;0;0;0
1356;15;JAMBI;1508;1508142001;KEMENDAGRI;63;1;2;4,8
1357;15;JAMBI;1508;1508142002;KEMENDAGRI;86;1;4;5,8
1358;15;JAMBI;1508;1502032008;KEMENDAGRI;59;3;0;5,1
1359;15;JAMBI;1508;1508142003;KEMENDAGRI;87;0;3;3,4
1360;15;JAMBI;1508;1508142006;KEMENDAGRI;107;0;2;1,9
1361;15;JAMBI;1508;1508142007;KEMENDAGRI;76;2;0;2,6
1362;15;JAMBI;1508;1503082004;KEMENDAGRI;167;3;0;1,8
1363;15;JAMBI;1508;1508052009;KEMENDAGRI;284;3;0;1,1
1364;15;JAMBI;1508;1502232006;KEMENDAGRI;69;0;0;0
1365;15;JAMBI;1508;1508052017;KEMENDAGRI;127;2;0;1,6
1366;15;JAMBI;1508;1508052007;KEMENDAGRI;236;0;3;1,3
1367;15;JAMBI;1508;1508052006;KEMENDAGRI;141;0;0;0
1368;15;JAMBI;1508;1508052012;KEMENDAGRI;258;3;0;1,2
1369;15;JAMBI;1508;1508052003;KEMENDAGRI;209;2;4;2,9
1370;15;JAMBI;1508;1508052001;KEMENDAGRI;203;3;2;2,5
1371;15;JAMBI;1508;1504032018;KEMENDAGRI;66;0;0;0
1372;15;JAMBI;1508;1508172006;KEMENDAGRI;212;0;0;0
1373;15;JAMBI;1508;1508172001;KEMENDAGRI;61;6;1;11,5
1374;15;JAMBI;1508;1508172002;KEMENDAGRI;272;2;0;0,7
1375;15;JAMBI;1508;1508172003;KEMENDAGRI;217;3;0;1,4
1376;15;JAMBI;1508;1508172009;KEMENDAGRI;63;4;0;6,3
1377;15;JAMBI;1508;1501022005;KEMENDAGRI;81;3;0;3,7
1378;15;JAMBI;1508;1508172004;KEMENDAGRI;47;3;0;6,4
1379;15;JAMBI;1508;1504042005;KEMENDAGRI;33;1;0;3
1380;15;JAMBI;1508;1508172007;KEMENDAGRI;42;1;1;4,8
1381;15;JAMBI;1508;1508172010;KEMENDAGRI;145;3;2;3,4
1382;15;JAMBI;1508;1508172011;KEMENDAGRI;137;2;0;1,5
1383;15;JAMBI;1508;1507112003;KEMENDAGRI;102;2;0;2
1384;15;JAMBI;1508;1508012006;KEMENDAGRI;69;2;0;2,9
1385;15;JAMBI;1508;1508012007;KEMENDAGRI;151;4;2;4
1386;15;JAMBI;1508;1508012005;KEMENDAGRI;80;0;0;0
1387;15;JAMBI;1508;1508012001;KEMENDAGRI;116;0;0;0
1388;15;JAMBI;1508;1508012002;KEMENDAGRI;88;2;2;4,5
1389;15;JAMBI;1508;1508012004;KEMENDAGRI;113;2;1;2,7
1390;15;JAMBI;1508;1503082006;KEMENDAGRI;104;2;0;1,9
1391;15;JAMBI;1508;1508012008;KEMENDAGRI;71;1;0;1,4
1392;15;JAMBI;1508;1508012009;KEMENDAGRI;99;3;1;4
1393;15;JAMBI;1508;1508012016;KEMENDAGRI;95;1;0;1,1
1394;15;JAMBI;1508;1508012015;KEMENDAGRI;88;3;0;3,4
1395;15;JAMBI;1508;1508072007;KEMENDAGRI;71;1;0;1,4
1396;15;JAMBI;1508;1508072011;KEMENDAGRI;122;0;0;0
1397;15;JAMBI;1508;1508072010;KEMENDAGRI;121;0;0;0
1398;15;JAMBI;1508;1508072009;KEMENDAGRI;59;1;0;1,7
1399;15;JAMBI;1508;1508072005;KEMENDAGRI;57;2;0;3,5
1400;15;JAMBI;1508;1508072001;KEMENDAGRI;26;1;0;3,8
1401;15;JAMBI;1508;1508072004;KEMENDAGRI;142;1;0;0,7
1402;15;JAMBI;1508;1508072006;KEMENDAGRI;38;0;0;0
1403;15;JAMBI;1508;1508072012;KEMENDAGRI;107;2;0;1,9
1404;15;JAMBI;1508;1508072013;KEMENDAGRI;100;0;0;0
1405;15;JAMBI;1508;1508072003;KEMENDAGRI;59;0;0;0
1406;15;JAMBI;1508;1508072008;KEMENDAGRI;32;0;0;0
1407;15;JAMBI;1508;1508072002;KEMENDAGRI;22;0;0;0
1408;15;JAMBI;1508;1508072014;KEMENDAGRI;205;0;0;0
1409;15;JAMBI;1508;1508152004;KEMENDAGRI;70;7;0;10
1410;15;JAMBI;1508;1508152002;KEMENDAGRI;165;1;2;1,8
1411;15;JAMBI;1508;1508152001;KEMENDAGRI;48;2;1;6,3
1412;15;JAMBI;1508;1508152003;KEMENDAGRI;141;2;0;1,4
1413;15;JAMBI;1508;1508152005;KEMENDAGRI;128;3;1;3,1
1414;15;JAMBI;1508;1508042001;KEMENDAGRI;93;0;0;0
1415;15;JAMBI;1508;1508042003;KEMENDAGRI;62;4;0;6,5
1416;15;JAMBI;1508;1508042002;KEMENDAGRI;151;6;0;4
1417;15;JAMBI;1508;1503032027;KEMENDAGRI;114;3;0;2,6
1418;15;JAMBI;1508;1508042004;KEMENDAGRI;198;5;0;2,5
1419;15;JAMBI;1508;1508042013;KEMENDAGRI;113;0;0;0
1420;15;JAMBI;1508;1502032018;KEMENDAGRI;124;1;0;0,8
1421;15;JAMBI;1508;1508042007;KEMENDAGRI;95;6;0;6,3
1422;15;JAMBI;1508;1508042014;KEMENDAGRI;90;0;0;0
1423;15;JAMBI;1508;1508042015;KEMENDAGRI;110;1;0;0,9
1424;15;JAMBI;1508;1508162001;KEMENDAGRI;60;1;0;1,7
1425;15;JAMBI;1508;1504042004;KEMENDAGRI;75;1;0;1,3
1426;15;JAMBI;1508;1508162003;KEMENDAGRI;152;0;1;0,7
1427;15;JAMBI;1508;1508162004;KEMENDAGRI;157;1;0;0,6
1428;15;JAMBI;1508;1504082004;KEMENDAGRI;179;1;0;0,6
1429;15;JAMBI;1508;1508162006;KEMENDAGRI;71;2;1;4,2
1430;15;JAMBI;1508;1508162007;KEMENDAGRI;31;0;0;0
1431;15;JAMBI;1571;1571071002;KEMENDAGRI;245;1;0;0,4
1432;15;JAMBI;1571;1571071001;KEMENDAGRI;132;1;0;0,8
1433;15;JAMBI;1571;1571071005;KEMENDAGRI;591;3;3;1
1434;15;JAMBI;1571;1571071006;KEMENDAGRI;256;1;1;0,8
1435;15;JAMBI;1571;1571071004;KEMENDAGRI;372;2;1;0,8
1436;15;JAMBI;1571;1571091001;KEMENDAGRI;916;10;3;1,4
1437;15;JAMBI;1571;1571091002;KEMENDAGRI;464;8;1;1,9
1438;15;JAMBI;1571;1571091004;KEMENDAGRI;690;8;5;1,9
1439;15;JAMBI;1571;1571091005;KEMENDAGRI;168;3;0;1,8
1440;15;JAMBI;1571;1571091003;KEMENDAGRI;452;11;2;2,9
1441;15;JAMBI;1571;1571021002;KEMENDAGRI;77;0;1;1,3
1442;15;JAMBI;1571;1571021005;KEMENDAGRI;264;9;2;4,2
1443;15;JAMBI;1571;1571021006;KEMENDAGRI;270;18;8;9,6
1444;15;JAMBI;1571;1571021003;KEMENDAGRI;205;18;13;15,1
1445;15;JAMBI;1571;1571021004;KEMENDAGRI;464;4;0;0,9
1446;15;JAMBI;1571;1571111005;KEMENDAGRI;680;2;0;0,3
1447;15;JAMBI;1571;1571111001;KEMENDAGRI;839;8;0;1
1448;15;JAMBI;1571;1571111004;KEMENDAGRI;830;23;4;3,3
1449;15;JAMBI;1571;1571111003;KEMENDAGRI;636;5;0;0,8
1450;15;JAMBI;1571;1571111002;KEMENDAGRI;603;4;1;0,8
1451;15;JAMBI;1571;1571081003;KEMENDAGRI;147;13;6;12,9
1452;15;JAMBI;1571;1571081006;KEMENDAGRI;371;47;25;19,4
