id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kelurahan_desa;sumber;jumlah_balita_anak;pendek_anak;sangat_pendek_anak;prevalensi
1453;15;JAMBI;1571;1503092004;KEMENDAGRI;252;14;3;6,7
1454;15;JAMBI;1571;1571081004;KEMENDAGRI;311;11;3;4,5
1455;15;JAMBI;1571;1571081002;KEMENDAGRI;182;16;4;11
1456;15;JAMBI;1571;1571081001;KEMENDAGRI;39;2;0;5,1
1457;15;JAMBI;1571;1571081007;KEMENDAGRI;84;8;6;16,7
1458;15;JAMBI;1571;1571041001;KEMENDAGRI;145;9;2;7,6
1459;15;JAMBI;1571;1571041004;KEMENDAGRI;149;8;3;7,4
1460;15;JAMBI;1571;1571041002;KEMENDAGRI;28;0;1;3,6
1461;15;JAMBI;1571;1571041003;KEMENDAGRI;18;0;3;16,7
1462;15;JAMBI;1571;1571011010;KEMENDAGRI;468;2;0;0,4
1463;15;JAMBI;1571;1571011001;KEMENDAGRI;361;6;2;2,2
1464;15;JAMBI;1571;1571011004;KEMENDAGRI;75;2;1;4
1465;15;JAMBI;1571;1571011002;KEMENDAGRI;200;1;0;0,5
1466;15;JAMBI;1571;1571011003;KEMENDAGRI;70;1;0;1,4
1467;15;JAMBI;1571;1571011011;KEMENDAGRI;232;4;1;2,2
1468;15;JAMBI;1571;1571101004;KEMENDAGRI;254;2;1;1,2
1469;15;JAMBI;1571;1571101001;KEMENDAGRI;313;1;0;0,3
1470;15;JAMBI;1571;1571101005;KEMENDAGRI;396;3;1;1
1471;15;JAMBI;1571;1571101002;KEMENDAGRI;212;2;1;1,4
1472;15;JAMBI;1571;1571101003;KEMENDAGRI;508;2;1;0,6
1473;15;JAMBI;1571;1571061001;KEMENDAGRI;92;1;0;1,1
1474;15;JAMBI;1571;1503022014;KEMENDAGRI;101;3;1;4
1475;15;JAMBI;1571;1571061004;KEMENDAGRI;113;0;0;0
1476;15;JAMBI;1571;1504062009;KEMENDAGRI;208;1;0;0,5
1477;15;JAMBI;1571;1571061005;KEMENDAGRI;148;2;2;2,7
1478;15;JAMBI;1571;1571051004;KEMENDAGRI;39;0;0;0
1479;15;JAMBI;1571;1571051003;KEMENDAGRI;35;0;0;0
1480;15;JAMBI;1571;1571051002;KEMENDAGRI;132;2;3;3,8
1481;15;JAMBI;1571;1571051001;KEMENDAGRI;127;0;1;0,8
1482;15;JAMBI;1571;1571051005;KEMENDAGRI;185;0;1;0,5
1483;15;JAMBI;1571;1571051006;KEMENDAGRI;103;0;0;0
1484;15;JAMBI;1571;1571031005;KEMENDAGRI;110;5;0;4,5
1485;15;JAMBI;1571;1571031004;KEMENDAGRI;122;1;4;4,1
1486;15;JAMBI;1571;1571031003;KEMENDAGRI;372;2;1;0,8
1487;15;JAMBI;1571;1505102009;KEMENDAGRI;195;11;0;5,6
1488;15;JAMBI;1571;1571031010;KEMENDAGRI;401;18;5;5,7
1489;15;JAMBI;1571;1571031008;KEMENDAGRI;256;6;1;2,7
1490;15;JAMBI;1571;1571031006;KEMENDAGRI;226;7;1;3,5
1491;15;JAMBI;1571;1571031002;KEMENDAGRI;407;18;4;5,4
1492;15;JAMBI;1571;1571031001;KEMENDAGRI;216;5;1;2,8
1493;15;JAMBI;1572;1572042001;KEMENDAGRI;29;2;1;10,3
1494;15;JAMBI;1572;1572042002;KEMENDAGRI;57;0;0;0
1495;15;JAMBI;1572;1572042010;KEMENDAGRI;61;0;0;0
1496;15;JAMBI;1572;1501092045;KEMENDAGRI;31;0;1;3,2
1497;15;JAMBI;1572;1572042004;KEMENDAGRI;24;0;0;0
1498;15;JAMBI;1572;1572042005;KEMENDAGRI;53;0;0;0
1499;15;JAMBI;1572;1572042011;KEMENDAGRI;23;0;0;0
1500;15;JAMBI;1572;1572042007;KEMENDAGRI;26;1;0;3,8
1501;15;JAMBI;1572;1572042012;KEMENDAGRI;33;0;1;3
1502;15;JAMBI;1572;1572042003;KEMENDAGRI;35;0;0;0
1503;15;JAMBI;1572;1501022008;KEMENDAGRI;28;0;0;0
1504;15;JAMBI;1572;1501092010;KEMENDAGRI;25;1;0;4
1505;15;JAMBI;1572;1572042009;KEMENDAGRI;26;0;0;0
1506;15;JAMBI;1572;1572052007;KEMENDAGRI;50;0;0;0
1507;15;JAMBI;1572;1572052003;KEMENDAGRI;80;0;1;1,3
1508;15;JAMBI;1572;1572052002;KEMENDAGRI;94;0;0;0
1509;15;JAMBI;1572;1572052009;KEMENDAGRI;55;0;0;0
1510;15;JAMBI;1572;1572052001;KEMENDAGRI;67;1;0;1,5
1511;15;JAMBI;1572;1572052008;KEMENDAGRI;62;0;0;0
1512;15;JAMBI;1572;1572052004;KEMENDAGRI;44;0;0;0
1513;15;JAMBI;1572;1572052006;KEMENDAGRI;40;0;0;0
1514;15;JAMBI;1572;1572052005;KEMENDAGRI;55;0;0;0
1515;15;JAMBI;1572;1502182008;KEMENDAGRI;301;6;0;2
1516;15;JAMBI;1572;1504031004;KEMENDAGRI;29;0;0;0
1517;15;JAMBI;1572;1572011001;KEMENDAGRI;143;1;0;0,7
1518;15;JAMBI;1572;1572011003;KEMENDAGRI;66;1;0;1,5
1519;15;JAMBI;1572;1572012014;KEMENDAGRI;35;1;0;2,9
1520;15;JAMBI;1572;1509122006;KEMENDAGRI;91;1;0;1,1
1521;15;JAMBI;1572;1572062007;KEMENDAGRI;72;0;0;0
1522;15;JAMBI;1572;1507042013;KEMENDAGRI;88;1;0;1,1
1523;15;JAMBI;1572;1572062005;KEMENDAGRI;133;4;0;3
1524;15;JAMBI;1572;1572061008;KEMENDAGRI;66;0;0;0
1525;15;JAMBI;1572;1572062004;KEMENDAGRI;64;0;0;0
1526;15;JAMBI;1572;1572062003;KEMENDAGRI;56;0;0;0
1527;15;JAMBI;1572;1572062002;KEMENDAGRI;85;1;0;1,2
1528;15;JAMBI;1572;1572082001;KEMENDAGRI;37;0;0;0
1529;15;JAMBI;1572;1572082004;KEMENDAGRI;101;0;0;0
1530;15;JAMBI;1572;1501082002;KEMENDAGRI;59;1;0;1,7
1531;15;JAMBI;1572;1572082006;KEMENDAGRI;56;0;0;0
1532;15;JAMBI;1572;1572082002;KEMENDAGRI;40;0;0;0
1533;15;JAMBI;1572;1501162014;KEMENDAGRI;57;0;0;0
1534;15;JAMBI;1572;1572032012;KEMENDAGRI;92;0;0;0
1535;15;JAMBI;1572;1503082004;KEMENDAGRI;81;0;0;0
1536;15;JAMBI;1572;1572032010;KEMENDAGRI;98;0;0;0
1537;15;JAMBI;1572;1572032007;KEMENDAGRI;137;0;0;0
1538;15;JAMBI;1572;1572032009;KEMENDAGRI;33;0;0;0
1539;15;JAMBI;1572;1572032001;KEMENDAGRI;21;0;0;0
1540;15;JAMBI;1572;1572032005;KEMENDAGRI;54;0;1;1,9
1541;15;JAMBI;1572;1572032013;KEMENDAGRI;38;0;0;0
1542;15;JAMBI;1572;1501162013;KEMENDAGRI;50;0;0;0
1543;15;JAMBI;1572;1572032003;KEMENDAGRI;28;0;0;0
1544;15;JAMBI;1572;1572032006;KEMENDAGRI;43;0;0;0
1545;15;JAMBI;1572;1572032008;KEMENDAGRI;53;0;0;0
1546;15;JAMBI;1572;1572032011;KEMENDAGRI;109;1;0;0,9
1547;15;JAMBI;1572;1502012010;KEMENDAGRI;72;0;0;0
1548;15;JAMBI;1572;1572022002;KEMENDAGRI;57;0;0;0
1549;15;JAMBI;1572;1572022003;KEMENDAGRI;50;0;0;0
1550;15;JAMBI;1572;1501022008;KEMENDAGRI;77;0;0;0
1551;15;JAMBI;1572;1572022004;KEMENDAGRI;105;0;0;0
1552;15;JAMBI;1572;1572022008;KEMENDAGRI;90;0;0;0
1553;15;JAMBI;1572;1572022011;KEMENDAGRI;48;0;0;0
1554;15;JAMBI;1572;1572022015;KEMENDAGRI;41;0;0;0
1555;15;JAMBI;1572;1572022010;KEMENDAGRI;52;0;0;0
1556;15;JAMBI;1572;1572072006;KEMENDAGRI;71;2;0;2,8
1557;15;JAMBI;1572;1572072002;KEMENDAGRI;89;3;0;3,4
1558;15;JAMBI;1572;1501082023;KEMENDAGRI;109;0;0;0
1559;15;JAMBI;1572;1572072005;KEMENDAGRI;66;0;0;0
1560;15;JAMBI;1572;1572072003;KEMENDAGRI;73;0;0;0
1561;15;JAMBI;1572;1572072004;KEMENDAGRI;132;0;0;0
