id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kode_kelurahan_desa;kbli;jenis_industri;nama_perusahaan;tenaga_kerja;keterangan;kategori_perusahaan;satuan;tahun
34;15;JAMBI;1571;157107;1571071001;45101;(REPARASI MOBIL ), (PERDAGANGAN BESAR MOBIL BARU);PT. ASTRA INTERNATIONAL;0;SIINAS;B;PERUSAHAAN;2023
35;15;JAMBI;1571;157107;1571101005;45201; (REPARASI MOBIL );PT. WILTOP AUTO;0;SIINAS;B;PERUSAHAAN;2023
36;15;JAMBI;1571;157111;1571111002;16211;(INDUSTRI PLYWOOD & VENEER );CV. RAJAWALI ALAM SEMESTA;221;SIINAS;B;PERUSAHAAN;2023
37;15;JAMBI;1571;157111;1571111005;31009; (INDUSTRI BARANG DARI KARET UNTUK KEPERLUAN RUMAH TANGGA );PT. CAHAYAMURNI ANGSODUO;121;AKTIF, SIINAS;B;PERUSAHAAN;2023
38;15;JAMBI;1571;157107;1571071005;10740;(INDUSTRI MAKARONI, MIE DAN PRODUK SEJENISNYA );TBK INDOFOOD CBP SUKSES MAKMUR TBK.;235;AKTIF, SIINAS;B;PERUSAHAAN;2023
39;15;JAMBI;1571;157105;1571051006;22123;(CRUMB RUBBER );PT. HADJI DJAMALOEDIN AND HADJI SHAMSOEDIN RUBBER REMILLING;268;AKTIF, SIINAS;B;PERUSAHAAN;2023
40;15;JAMBI;1571;157103;1571031001;22123; INDUSTRI KARET REMAH (CRUMB RUBBER);PT. BATANGHARI TEMBESI;266;AKTIF, SIINAS;B;PERUSAHAAN;2023
41;15;JAMBI;1571;157105;1571051006;22123; INDUSTRI KARET REMAH (CRUMB RUBBER);PT. DJAMBI WARAS;257;AKTIF, SIINAS;B;PERUSAHAAN;2023
42;15;JAMBI;1502;150208;1502082003;1262;PERKEBUNAN BUAH KELAPA SAWIT DAN INDUSTRI MINYAK KELAPA SAWIT;PT. SARI ADITYA LOKA 1;110;AKTIF, SIINAS;B;PERUSAHAAN;2023
43;15;JAMBI;1502;150208;1502082003;10432;PERKEBUNAN BUAH KELAPA SAWIT DAN INDUSTRI MINYAK KELAPA SAWIT;PT. SARI ADITYA LOKA 1;110;AKTIF, SIINAS;B;PERUSAHAAN;2023
44;15;JAMBI;1502;150206;1502062004;10431;INDUSTRI MINYAK MENTAH KELAPA SAWIT (CPO);PT. KRESNA DUTA AGROINDO;283;AKTIF, SIINAS;B;PERUSAHAAN;2023
45;15;JAMBI;1502;150208;1502082002;10431;INDUSTRI MINYAK MENTAH KELAPA SAWIT (CPO);PT. SUMBER GUNA NABATI;0;SIINAS;B;PERUSAHAAN;2023
46;15;JAMBI;1505;150508;1505082001;10740;INDUSTRI MAKARONI, MIE DAN PRODUK SEJENISNYA, INDUSTRI KERUPUK, MERIKPIK, PEYEK DAN SEJENISNYA;CV. INDO SNACK;0;SIINAS;B;PERUSAHAAN;2023
47;15;JAMBI;1505;150508;1505082001;10794;INDUSTRI MAKARONI, MIE DAN PRODUK SEJENISNYA, INDUSTRI KERUPUK, MERIKPIK, PEYEK DAN SEJENISNYA;CV. INDO SNACK;0;SIINAS;B;PERUSAHAAN;2023
48;15;JAMBI;1505;150505;1503022023;20112;INDUSTRI KIMIA DASAR ANORGANIK GAS INDUSTRI;PT. ASIANA GASINDO JAMBI;0;SIINAS;B;PERUSAHAAN;2023
49;15;JAMBI;1505;150508;1505082005;31004;INDUSTRI FURNITUR DARI LOGAM, INDUSTRI FURNITUR LAINNYA, INDUSTRI FURNITUR DARI KAYU;PT. JAMBI BINTANG LESTARI;94;AKTIF, SIINAS;B;PERUSAHAAN;2023
50;15;JAMBI;1505;150508;1505082005;31009;INDUSTRI FURNITUR DARI LOGAM, INDUSTRI FURNITUR LAINNYA, INDUSTRI FURNITUR DARI KAYU;PT. JAMBI BINTANG LESTARI;94;AKTIF, SIINAS;B;PERUSAHAAN;2023
51;15;JAMBI;1505;150508;1505082005;31001;INDUSTRI FURNITUR DARI LOGAM, INDUSTRI FURNITUR LAINNYA, INDUSTRI FURNITUR DARI KAYU;PT. JAMBI BINTANG LESTARI;94;AKTIF, SIINAS;B;PERUSAHAAN;2023
52;15;JAMBI;1505;150502;1505022015;10432;INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM KERNEL OIL/CPKO), INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM OIL/CPO);PT. MERLUNG INTI LESTARI;148;SIINAS;B;PERUSAHAAN;2023
53;15;JAMBI;1505;150502;1505022015;10431;INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM KERNEL OIL/CPKO), INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM OIL/CPO);PT. MERLUNG INTI LESTARI;148;SIINAS;B;PERUSAHAAN;2023
54;15;JAMBI;1505;150511;1505112002;10431;INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM OIL);PT. MUSIM MAS;21;SIINAS;B;PERUSAHAAN;2023
55;15;JAMBI;1505;150508;1505082001;10710;INDUSTRI PRODUK ROTI, INDUSTRI TEPUNG CAMPURAN DAN ADONAN TEPUNG;PT. MUTIARA PRIMARASA ABADI;0;SIINAS;B;PERUSAHAAN;2023
56;15;JAMBI;1505;150508;1505082001;10614;INDUSTRI PRODUK ROTI, INDUSTRI TEPUNG CAMPURAN DAN ADONAN TEPUNG;PT. MUTIARA PRIMARASA ABADI;0;SIINAS;B;PERUSAHAAN;2023
57;15;JAMBI;1505;150509;1505092008;10431;INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM OIL);PT. PERKEBUNAN NUSANTARA VI;1219;AKTIF, SIINAS;B;PERUSAHAAN;2023
58;15;JAMBI;1505;150506;1505062003;0;INDUSTRI PUPUK;PT. GEMA FAJAR NUSANTARA;0;SIINAS;B;PERUSAHAAN;2023
59;15;JAMBI;1505;150508;1505082005;20123;INDUSTRI PUPUK BUATAN MAJEMUK HARA MAKRO PRIMER, INDUSTRI PUPUK BUATAN TUNGGAL HARA MAKRO PRIMER, INDUSTRI PUPUK ALAM/NON SINTETIS HARA MAKRO PRIMER;PT. KURNIA HARI JAYA;0;SIINAS;B;PERUSAHAAN;2023
60;15;JAMBI;1505;150508;1505082005;20122;INDUSTRI PUPUK BUATAN MAJEMUK HARA MAKRO PRIMER, INDUSTRI PUPUK BUATAN TUNGGAL HARA MAKRO PRIMER, INDUSTRI PUPUK ALAM/NON SINTETIS HARA MAKRO PRIMER;PT. KURNIA HARI JAYA;0;SIINAS;B;PERUSAHAAN;2023
61;15;JAMBI;1505;150508;1505082005;20121;INDUSTRI PUPUK BUATAN MAJEMUK HARA MAKRO PRIMER, INDUSTRI PUPUK BUATAN TUNGGAL HARA MAKRO PRIMER, INDUSTRI PUPUK ALAM/NON SINTETIS HARA MAKRO PRIMER;PT. KURNIA HARI JAYA;0;SIINAS;B;PERUSAHAAN;2023
62;15;JAMBI;1505;150505;1505052012;10432;INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM KERNEL OIL/CPKO), INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM OIL/CPO), PERKEBUNAN KELAPA SAWIT;PT. SUKSES INTI PALMA;0;SIINAS;B;PERUSAHAAN;2023
63;15;JAMBI;1505;150505;1505052012;10431;INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM KERNEL OIL/CPKO), INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM OIL/CPO), PERKEBUNAN KELAPA SAWIT;PT. SUKSES INTI PALMA;0;SIINAS;B;PERUSAHAAN;2023
64;15;JAMBI;1505;150505;1505052012;1262;INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM KERNEL OIL/CPKO), INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM OIL/CPO), PERKEBUNAN KELAPA SAWIT;PT. SUKSES INTI PALMA;0;SIINAS;B;PERUSAHAAN;2023
65;15;JAMBI;1505;150506;1505062003;11051;INDUSTRI AIR DALAM KEMASAN DAN AIR MINERAL;PT. AFRESH INDONESIA;123;AKTIF, SIINAS;B;PERUSAHAAN;2023
66;15;JAMBI;1505;150504;1505042003;1262;PERKEBUNAN KELAPA SAWIT TERPADU DENGAN INDUSTRI PENGOLAHAN MENJADI MINYAK SAWIT (CPO) DAN INTI SAWIT (KERNEL);PT. BATANGHARI SAWIT SEJAHTERA;148;AKTIF, SIINAS;B;PERUSAHAAN;2023
67;15;JAMBI;1505;150504;1505042003;10431;PERKEBUNAN KELAPA SAWIT TERPADU DENGAN INDUSTRI PENGOLAHAN MENJADI MINYAK SAWIT (CPO) DAN INTI SAWIT (KERNEL);PT. BATANGHARI SAWIT SEJAHTERA;148;AKTIF, SIINAS;B;PERUSAHAAN;2023
68;15;JAMBI;1505;150504;1505042003;10432;PERKEBUNAN KELAPA SAWIT TERPADU DENGAN INDUSTRI PENGOLAHAN MENJADI MINYAK SAWIT (CPO) DAN INTI SAWIT (KERNEL);PT. BATANGHARI SAWIT SEJAHTERA;148;AKTIF, SIINAS;B;PERUSAHAAN;2023
69;15;JAMBI;1505;150504;1505042016;52101;"PERGUDANGAN DAN PENYIMPANAN; ANGKUTAN DARAT UNTUK BARANG; PERDAGANGAN BESAR, BUKAN MOBIL DAN MOTOR; INDUSTRI BAHAN KIMIA DAN BARANG DARI BAHAN KIMIA";PT. BERKAH ENERGI ABADI;30;SIINAS;B;PERUSAHAAN;2023
70;15;JAMBI;1505;150504;1505042016;4943;"PERGUDANGAN DAN PENYIMPANAN; ANGKUTAN DARAT UNTUK BARANG; PERDAGANGAN BESAR, BUKAN MOBIL DAN MOTOR; INDUSTRI BAHAN KIMIA DAN BARANG DARI BAHAN KIMIA";PT. BERKAH ENERGI ABADI;30;SIINAS;B;PERUSAHAAN;2023
71;15;JAMBI;1505;150504;1505042016;20;"PERGUDANGAN DAN PENYIMPANAN; ANGKUTAN DARAT UNTUK BARANG; PERDAGANGAN BESAR, BUKAN MOBIL DAN MOTOR; INDUSTRI BAHAN KIMIA DAN BARANG DARI BAHAN KIMIA";PT. BERKAH ENERGI ABADI;30;SIINAS;B;PERUSAHAAN;2023
72;15;JAMBI;1505;150502;1505022015;10432;INDUSTRI MINYAK MENTAH INTI KELAPA SAWIT (CPKO);PT. BRAHMABINA BAKTI;156;AKTIF, SIINAS;B;PERUSAHAAN;2023
73;15;JAMBI;1505;150511;1505112002;20115;"INDUSTRI KIMIA DASAR ORGANIK YANG BERSUMBER DARI HASIL PERTANIAN; INDUSTRI MINYAK GORENG DARI MINYAK KELAPA SAWIT";PT. BUDI NABATI PERKASA;197;SIINAS;B;PERUSAHAAN;2023
74;15;JAMBI;1505;150511;1505112002;10437;"INDUSTRI KIMIA DASAR ORGANIK YANG BERSUMBER DARI HASIL PERTANIAN; INDUSTRI MINYAK GORENG DARI MINYAK KELAPA SAWIT";PT. BUDI NABATI PERKASA;197;SIINAS;B;PERUSAHAAN;2023
75;15;JAMBI;1505;150502;1505022013;10431;INDUSTRI PENGOLAHAN MINYAK KELAPA SAWIT;PT. BUKIT BINTANG SAWIT;173;SIINAS;B;PERUSAHAAN;2023
76;15;JAMBI;1505;150508;1505082001;110;INDUSTRI MINUMAN;PT. CAHAYA TIRTA JAYA ;31;AKTIF, SIINAS;B;PERUSAHAAN;2023
