NO;kode_provinsi;nama_provinsi;kode_kabupaten;nama_kabupaten;komoditi;produktivitas;satuan;tahun
1;15;JAMBI;1504;BATANGHARI;KELAPA SAWIT;3422;KG/HA;2022
2;15;JAMBI;1505;MUARO JAMBI;KELAPA SAWIT;2594;KG/HA;2022
3;15;JAMBI;1508;BUNGO;KELAPA SAWIT;3541;KG/HA;2022
4;15;JAMBI;1509;TEBO;KELAPA SAWIT;2814;KG/HA;2022
5;15;JAMBI;1502;MERANGIN;KELAPA SAWIT;4176;KG/HA;2022
6;15;JAMBI;1503;SAROLANGUN;KELAPA SAWIT;2598;KG/HA;2022
7;15;JAMBI;1506;TANJAB BARAT;KELAPA SAWIT;2497;KG/HA;2022
8;15;JAMBI;1507;TANJAB TIMUR;KELAPA SAWIT;2422;KG/HA;2022
9;15;JAMBI;1501;KERINCI;KELAPA SAWIT;727;KG/HA;2022
