Id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;jenis_bencana;tanggal_kejadian;kondisi_kerusakan;satuan;jumlah_kejadian; jumlah_kerugian ;tahun
2022;15;JAMBI;1504;150403;KARHUTLA;26/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2023;15;JAMBI;1504;150403;KARHUTLA;26/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2024;15;JAMBI;1504;150403;KARHUTLA;26/08/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2025;15;JAMBI;1504;150403;KARHUTLA;26/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2026;15;JAMBI;1504;150403;KARHUTLA;26/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2027;15;JAMBI;1504;150403;KARHUTLA;26/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2028;15;JAMBI;1504;150403;KARHUTLA;26/08/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2029;15;JAMBI;1504;150403;KARHUTLA;27/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2030;15;JAMBI;1504;150403;KARHUTLA;27/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2031;15;JAMBI;1504;150403;KARHUTLA;27/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2032;15;JAMBI;1504;150403;KARHUTLA;27/08/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2033;15;JAMBI;1504;150403;KARHUTLA;27/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2034;15;JAMBI;1504;150403;KARHUTLA;27/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2035;15;JAMBI;1504;150403;KARHUTLA;27/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2036;15;JAMBI;1504;150403;KARHUTLA;27/08/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2037;15;JAMBI;1504;150403;KEBAKARAN PEMUKIMAN;28/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2038;15;JAMBI;1504;150403;KEBAKARAN PEMUKIMAN;28/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2039;15;JAMBI;1504;150403;KEBAKARAN PEMUKIMAN;28/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2040;15;JAMBI;1504;150403;KEBAKARAN PEMUKIMAN;28/08/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2041;15;JAMBI;1504;150403;KARHUTLA;29/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2042;15;JAMBI;1504;150403;KARHUTLA;29/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2043;15;JAMBI;1504;150403;KARHUTLA;29/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2044;15;JAMBI;1504;150403;KARHUTLA;29/08/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2045;15;JAMBI;1504;150403;KARHUTLA;30/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2046;15;JAMBI;1504;150403;KARHUTLA;30/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2047;15;JAMBI;1504;150403;KARHUTLA;30/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2048;15;JAMBI;1504;150403;KARHUTLA;30/08/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2049;15;JAMBI;1504;150403;KARHUTLA;30/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2050;15;JAMBI;1504;150403;KARHUTLA;30/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2051;15;JAMBI;1504;150403;KARHUTLA;30/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2052;15;JAMBI;1504;150403;KARHUTLA;30/08/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2053;15;JAMBI;1504;150403;ANGIN PUTING BELIUNG;31/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp6,000,000 ;2024
2054;15;JAMBI;1504;150403;ANGIN PUTING BELIUNG;31/08/2024;RUMAH RUSAK SEDANG;UNIT;1; Rp6,000,000 ;2024
2055;15;JAMBI;1504;150403;ANGIN PUTING BELIUNG;31/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp6,000,000 ;2024
2056;15;JAMBI;1504;150403;ANGIN PUTING BELIUNG;31/08/2024;RUMAH TERENDAM;UNIT;0; Rp6,000,000 ;2024
2057;15;JAMBI;1507;150704;KARHUTLA;05/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp30,000,000 ;2024
2058;15;JAMBI;1507;150704;KARHUTLA;05/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp30,000,000 ;2024
2059;15;JAMBI;1507;150704;KARHUTLA;05/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp30,000,000 ;2024
2060;15;JAMBI;1507;150704;KARHUTLA;05/08/2024;RUMAH TERENDAM;UNIT;0; Rp30,000,000 ;2024
2061;15;JAMBI;1507;150704;KARHUTLA;06/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp3,000,000 ;2024
2062;15;JAMBI;1507;150704;KARHUTLA;06/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp3,000,000 ;2024
2063;15;JAMBI;1507;150704;KARHUTLA;06/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp3,000,000 ;2024
2064;15;JAMBI;1507;150704;KARHUTLA;06/08/2024;RUMAH TERENDAM;UNIT;0; Rp3,000,000 ;2024
2065;15;JAMBI;1507;150707;KEBAKARAN PEMUKIMAN;13/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp10,000,000 ;2024
2066;15;JAMBI;1507;150707;KEBAKARAN PEMUKIMAN;13/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp10,000,000 ;2024
2067;15;JAMBI;1507;150707;KEBAKARAN PEMUKIMAN;13/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp10,000,000 ;2024
2068;15;JAMBI;1507;150707;KEBAKARAN PEMUKIMAN;13/08/2024;RUMAH TERENDAM;UNIT;0; Rp10,000,000 ;2024
2069;15;JAMBI;1507;150706;KARHUTLA;27/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp3,000,000 ;2024
2070;15;JAMBI;1507;150706;KARHUTLA;27/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp3,000,000 ;2024
2071;15;JAMBI;1507;150706;KARHUTLA;27/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp3,000,000 ;2024
2072;15;JAMBI;1507;150706;KARHUTLA;27/08/2024;RUMAH TERENDAM;UNIT;0; Rp3,000,000 ;2024
2073;15;JAMBI;1507;150709;KARHUTLA;30/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp600,000 ;2024
2074;15;JAMBI;1507;150709;KARHUTLA;30/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp600,000 ;2024
2075;15;JAMBI;1507;150709;KARHUTLA;30/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp600,000 ;2024
2076;15;JAMBI;1507;150709;KARHUTLA;30/08/2024;RUMAH TERENDAM;UNIT;0; Rp600,000 ;2024
2077;15;JAMBI;1505;150502;KARHUTLA;01/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp3,000,000 ;2024
2078;15;JAMBI;1505;150502;KARHUTLA;01/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp3,000,000 ;2024
2079;15;JAMBI;1505;150502;KARHUTLA;01/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp3,000,000 ;2024
2080;15;JAMBI;1505;150502;KARHUTLA;01/08/2024;RUMAH TERENDAM;UNIT;0; Rp3,000,000 ;2024
2081;15;JAMBI;1505;150506;KARHUTLA;02/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp2,000,000 ;2024
2082;15;JAMBI;1505;150506;KARHUTLA;02/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp2,000,000 ;2024
2083;15;JAMBI;1505;150506;KARHUTLA;02/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp2,000,000 ;2024
2084;15;JAMBI;1505;150506;KARHUTLA;02/08/2024;RUMAH TERENDAM;UNIT;0; Rp2,000,000 ;2024
2085;15;JAMBI;1505;150505;KARHUTLA;02/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp2,000,000 ;2024
2086;15;JAMBI;1505;150505;KARHUTLA;02/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp2,000,000 ;2024
2087;15;JAMBI;1505;150505;KARHUTLA;02/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp2,000,000 ;2024
2088;15;JAMBI;1505;150505;KARHUTLA;02/08/2024;RUMAH TERENDAM;UNIT;0; Rp2,000,000 ;2024
2089;15;JAMBI;1505;150504;KARHUTLA;02/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp3,000,000 ;2024
2090;15;JAMBI;1505;150504;KARHUTLA;02/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp3,000,000 ;2024
2091;15;JAMBI;1505;150504;KARHUTLA;02/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp3,000,000 ;2024
2092;15;JAMBI;1505;150504;KARHUTLA;02/08/2024;RUMAH TERENDAM;UNIT;0; Rp3,000,000 ;2024
2093;15;JAMBI;1505;150502;ORANG TENGGELAM;04/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp500,000 ;2024
2094;15;JAMBI;1505;150502;ORANG TENGGELAM;04/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp500,000 ;2024
2095;15;JAMBI;1505;150502;ORANG TENGGELAM;04/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp500,000 ;2024
2096;15;JAMBI;1505;150502;ORANG TENGGELAM;04/08/2024;RUMAH TERENDAM;UNIT;0; Rp500,000 ;2024
2097;15;JAMBI;1505;150502;KARHUTLA;05/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp700,000 ;2024
2098;15;JAMBI;1505;150502;KARHUTLA;05/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp700,000 ;2024
2099;15;JAMBI;1505;150502;KARHUTLA;05/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp700,000 ;2024
2100;15;JAMBI;1505;150502;KARHUTLA;05/08/2024;RUMAH TERENDAM;UNIT;0; Rp700,000 ;2024
2101;15;JAMBI;1505;150511;KARHUTLA;05/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp1,000,000 ;2024
2102;15;JAMBI;1505;150511;KARHUTLA;05/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp1,000,000 ;2024
2103;15;JAMBI;1505;150511;KARHUTLA;05/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp1,000,000 ;2024
2104;15;JAMBI;1505;150511;KARHUTLA;05/08/2024;RUMAH TERENDAM;UNIT;0; Rp1,000,000 ;2024
2105;15;JAMBI;1505;150506;KARHUTLA;06/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp600,000 ;2024
2106;15;JAMBI;1505;150506;KARHUTLA;06/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp600,000 ;2024
2107;15;JAMBI;1505;150506;KARHUTLA;06/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp600,000 ;2024
2108;15;JAMBI;1505;150506;KARHUTLA;06/08/2024;RUMAH TERENDAM;UNIT;0; Rp600,000 ;2024
2109;15;JAMBI;1505;150504;KARHUTLA;06/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp400,000 ;2024
2110;15;JAMBI;1505;150504;KARHUTLA;06/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp400,000 ;2024
2111;15;JAMBI;1505;150504;KARHUTLA;06/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp400,000 ;2024
2112;15;JAMBI;1505;150504;KARHUTLA;06/08/2024;RUMAH TERENDAM;UNIT;0; Rp400,000 ;2024
2113;15;JAMBI;1505;150504;KARHUTLA;06/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp1,000,000 ;2024
2114;15;JAMBI;1505;150504;KARHUTLA;06/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp1,000,000 ;2024
2115;15;JAMBI;1505;150504;KARHUTLA;06/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp1,000,000 ;2024
2116;15;JAMBI;1505;150504;KARHUTLA;06/08/2024;RUMAH TERENDAM;UNIT;0; Rp1,000,000 ;2024
2117;15;JAMBI;1505;150506;KARHUTLA;07/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp800,000 ;2024
2118;15;JAMBI;1505;150506;KARHUTLA;07/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp800,000 ;2024
2119;15;JAMBI;1505;150506;KARHUTLA;07/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp800,000 ;2024
2120;15;JAMBI;1505;150506;KARHUTLA;07/08/2024;RUMAH TERENDAM;UNIT;0; Rp800,000 ;2024
2121;15;JAMBI;1505;150504;KARHUTLA;07/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp3,000,000 ;2024
2122;15;JAMBI;1505;150504;KARHUTLA;07/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp3,000,000 ;2024
2123;15;JAMBI;1505;150504;KARHUTLA;07/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp3,000,000 ;2024
2124;15;JAMBI;1505;150504;KARHUTLA;07/08/2024;RUMAH TERENDAM;UNIT;0; Rp3,000,000 ;2024
2125;15;JAMBI;1505;150502;KARHUTLA;09/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp700,000 ;2024
2126;15;JAMBI;1505;150502;KARHUTLA;09/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp700,000 ;2024
2127;15;JAMBI;1505;150502;KARHUTLA;09/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp700,000 ;2024
2128;15;JAMBI;1505;150502;KARHUTLA;09/08/2024;RUMAH TERENDAM;UNIT;0; Rp700,000 ;2024
2129;15;JAMBI;1505;150504;KARHUTLA;16/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp600,000 ;2024
2130;15;JAMBI;1505;150504;KARHUTLA;16/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp600,000 ;2024
2131;15;JAMBI;1505;150504;KARHUTLA;16/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp600,000 ;2024
2132;15;JAMBI;1505;150504;KARHUTLA;16/08/2024;RUMAH TERENDAM;UNIT;0; Rp600,000 ;2024
2133;15;JAMBI;1505;150507;KARHUTLA;17/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp3,000,000 ;2024
2134;15;JAMBI;1505;150507;KARHUTLA;17/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp3,000,000 ;2024
2135;15;JAMBI;1505;150507;KARHUTLA;17/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp3,000,000 ;2024
2136;15;JAMBI;1505;150507;KARHUTLA;17/08/2024;RUMAH TERENDAM;UNIT;0; Rp3,000,000 ;2024
2137;15;JAMBI;1505;150505;KARHUTLA;19/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp3,000,000 ;2024
2138;15;JAMBI;1505;150505;KARHUTLA;19/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp3,000,000 ;2024
2139;15;JAMBI;1505;150505;KARHUTLA;19/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp3,000,000 ;2024
2140;15;JAMBI;1505;150505;KARHUTLA;19/08/2024;RUMAH TERENDAM;UNIT;0; Rp3,000,000 ;2024
2141;15;JAMBI;1505;150503;KARHUTLA;24/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp700,000 ;2024
2142;15;JAMBI;1505;150503;KARHUTLA;24/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp700,000 ;2024
2143;15;JAMBI;1505;150503;KARHUTLA;24/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp700,000 ;2024
2144;15;JAMBI;1505;150503;KARHUTLA;24/08/2024;RUMAH TERENDAM;UNIT;0; Rp700,000 ;2024
2145;15;JAMBI;1505;150511;KARHUTLA;26/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp800,000 ;2024
2146;15;JAMBI;1505;150511;KARHUTLA;26/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp800,000 ;2024
2147;15;JAMBI;1505;150511;KARHUTLA;26/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp800,000 ;2024
2148;15;JAMBI;1505;150511;KARHUTLA;26/08/2024;RUMAH TERENDAM;UNIT;0; Rp800,000 ;2024
2149;15;JAMBI;1505;150506;KEBAKARAN PEMUKIMAN;26/08/2024;RUMAH RUSAK BERAT;UNIT;0; Rp700,000 ;2024
2150;15;JAMBI;1505;150506;KEBAKARAN PEMUKIMAN;26/08/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp700,000 ;2024
2151;15;JAMBI;1505;150506;KEBAKARAN PEMUKIMAN;26/08/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp700,000 ;2024
2152;15;JAMBI;1505;150506;KEBAKARAN PEMUKIMAN;26/08/2024;RUMAH TERENDAM;UNIT;0; Rp700,000 ;2024
2153;15;JAMBI;1502;150202;KERHUTLA;01/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2154;15;JAMBI;1502;150202;KERHUTLA;01/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2155;15;JAMBI;1502;150202;KERHUTLA;01/09/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2156;15;JAMBI;1502;150202;KERHUTLA;01/09/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2157;15;JAMBI;1502;150202;KERHUTLA;02/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2158;15;JAMBI;1502;150202;KERHUTLA;02/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2159;15;JAMBI;1502;150202;KERHUTLA;02/09/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2160;15;JAMBI;1502;150202;KERHUTLA;02/09/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2161;15;JAMBI;1502;150211;KERHUTLA;02/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2162;15;JAMBI;1502;150211;KERHUTLA;02/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2163;15;JAMBI;1502;150211;KERHUTLA;02/09/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2164;15;JAMBI;1502;150211;KERHUTLA;02/09/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2165;15;JAMBI;1502;150202;ANGIN PUTING BELIUNG;02/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp20,000,000 ;2024
2166;15;JAMBI;1502;150202;ANGIN PUTING BELIUNG;02/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp20,000,000 ;2024
2167;15;JAMBI;1502;150202;ANGIN PUTING BELIUNG;02/09/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp20,000,000 ;2024
2168;15;JAMBI;1502;150202;ANGIN PUTING BELIUNG;02/09/2024;RUMAH TERENDAM;UNIT;0; Rp20,000,000 ;2024
2169;15;JAMBI;1502;150208;ANGIN PUTING BELIUNG;02/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp111,900,000 ;2024
2170;15;JAMBI;1502;150208;ANGIN PUTING BELIUNG;02/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp111,900,000 ;2024
2171;15;JAMBI;1502;150208;ANGIN PUTING BELIUNG;02/09/2024;RUMAH RUSAK RINGAN;UNIT;50; Rp111,900,000 ;2024
2172;15;JAMBI;1502;150208;ANGIN PUTING BELIUNG;02/09/2024;RUMAH TERENDAM;UNIT;0; Rp111,900,000 ;2024
2173;15;JAMBI;1502;150216;ANGIN PUTING BELIUNG;02/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2174;15;JAMBI;1502;150216;ANGIN PUTING BELIUNG;02/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2175;15;JAMBI;1502;150216;ANGIN PUTING BELIUNG;02/09/2024;RUMAH RUSAK RINGAN;UNIT;60; Rp-   ;2024
2176;15;JAMBI;1502;150216;ANGIN PUTING BELIUNG;02/09/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2177;15;JAMBI;1502;150212;ANGIN PUTING BELIUNG;02/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2178;15;JAMBI;1502;150212;ANGIN PUTING BELIUNG;02/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2179;15;JAMBI;1502;150212;ANGIN PUTING BELIUNG;02/09/2024;RUMAH RUSAK RINGAN;UNIT;10; Rp-   ;2024
2180;15;JAMBI;1502;150212;ANGIN PUTING BELIUNG;02/09/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2181;15;JAMBI;1505;150511;KARHUTLA;03/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2182;15;JAMBI;1505;150511;KARHUTLA;03/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2183;15;JAMBI;1505;150511;KARHUTLA;03/09/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2184;15;JAMBI;1505;150511;KARHUTLA;03/09/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2185;15;JAMBI;1505;150505;KARHUTLA;02/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2186;15;JAMBI;1505;150505;KARHUTLA;02/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2187;15;JAMBI;1505;150505;KARHUTLA;02/09/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2188;15;JAMBI;1505;150505;KARHUTLA;02/09/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2189;15;JAMBI;1505;150504;KARHUTLA;03/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2190;15;JAMBI;1505;150504;KARHUTLA;03/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2191;15;JAMBI;1505;150504;KARHUTLA;03/09/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2192;15;JAMBI;1505;150504;KARHUTLA;03/09/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2193;15;JAMBI;1505;150505;KARHUTLA;03/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2194;15;JAMBI;1505;150505;KARHUTLA;03/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2195;15;JAMBI;1505;150505;KARHUTLA;03/09/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2196;15;JAMBI;1505;150505;KARHUTLA;03/09/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2197;15;JAMBI;1505;150501;ORANG TENGGELAM;03/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2198;15;JAMBI;1505;150501;ORANG TENGGELAM;03/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2199;15;JAMBI;1505;150501;ORANG TENGGELAM;03/09/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2200;15;JAMBI;1505;150501;ORANG TENGGELAM;03/09/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2201;15;JAMBI;1505;150503;KARHUTLA;03/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2202;15;JAMBI;1505;150503;KARHUTLA;03/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2203;15;JAMBI;1505;150503;KARHUTLA;03/09/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2204;15;JAMBI;1505;150503;KARHUTLA;03/09/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2205;15;JAMBI;1505;150506;KARHUTLA;04/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2206;15;JAMBI;1505;150506;KARHUTLA;04/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2207;15;JAMBI;1505;150506;KARHUTLA;04/09/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2208;15;JAMBI;1505;150506;KARHUTLA;04/09/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2209;15;JAMBI;1505;150503;KARHUTLA;04/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2210;15;JAMBI;1505;150503;KARHUTLA;04/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2211;15;JAMBI;1505;150503;KARHUTLA;04/09/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2212;15;JAMBI;1505;150503;KARHUTLA;04/09/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2213;15;JAMBI;1505;150501;KARHUTLA;04/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2214;15;JAMBI;1505;150501;KARHUTLA;04/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2215;15;JAMBI;1505;150501;KARHUTLA;04/09/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2216;15;JAMBI;1505;150501;KARHUTLA;04/09/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2217;15;JAMBI;1505;150502;KARHUTLA;06/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2218;15;JAMBI;1505;150502;KARHUTLA;06/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2219;15;JAMBI;1505;150502;KARHUTLA;06/09/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2220;15;JAMBI;1505;150502;KARHUTLA;06/09/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2221;15;JAMBI;1505;150502;KARHUTLA;06/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2222;15;JAMBI;1505;150502;KARHUTLA;06/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2223;15;JAMBI;1505;150502;KARHUTLA;06/09/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2224;15;JAMBI;1505;150502;KARHUTLA;06/09/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
2225;15;JAMBI;1505;150508;KARHUTLA;15/09/2024;RUMAH RUSAK BERAT;UNIT;0; Rp-   ;2024
2226;15;JAMBI;1505;150508;KARHUTLA;15/09/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp-   ;2024
2227;15;JAMBI;1505;150508;KARHUTLA;15/09/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp-   ;2024
2228;15;JAMBI;1505;150508;KARHUTLA;15/09/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
