Id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;jenis_bencana;tanggal_kejadian;kondisi_kerusakan;satuan;jumlah_kejadian; jumlah_kerugian ;tahun
785;15;JAMBI;1504;150406;BANJIR;22/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
786;15;JAMBI;1504;150406;BANJIR;22/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
787;15;JAMBI;1504;150406;BANJIR;22/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
788;15;JAMBI;1504;150406;BANJIR;22/01/2024;RUMAH TERENDAM;UNIT;1331; Rp-   ;2024
789;15;JAMBI;1504;150401;BANJIR;22/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
790;15;JAMBI;1504;150401;BANJIR;22/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
791;15;JAMBI;1504;150401;BANJIR;22/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
792;15;JAMBI;1504;150401;BANJIR;22/01/2024;RUMAH TERENDAM;UNIT;1704; Rp-   ;2024
793;15;JAMBI;1572;157208;LONGSOR;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
794;15;JAMBI;1572;157208;LONGSOR;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
795;15;JAMBI;1572;157208;LONGSOR;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
796;15;JAMBI;1572;157208;LONGSOR;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
797;15;JAMBI;1504;150401;ANGIN PUTING BELIUNG;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
798;15;JAMBI;1504;150401;ANGIN PUTING BELIUNG;23/01/2024;RUMAH TERENDAM;UNIT;1; Rp-   ;2024
799;15;JAMBI;1504;150401;ANGIN PUTING BELIUNG;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
800;15;JAMBI;1504;150401;ANGIN PUTING BELIUNG;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
801;15;JAMBI;1504;150401;ANGIN PUTTING BELIUNG;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
802;15;JAMBI;1504;150401;ANGIN PUTTING BELIUNG;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
803;15;JAMBI;1504;150401;ANGIN PUTTING BELIUNG;23/01/2024;RUMAH TERENDAM;UNIT;1; Rp-   ;2024
804;15;JAMBI;1504;150401;ANGIN PUTTING BELIUNG;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
805;15;JAMBI;1504;150401;ANGIN PUTTING BELIUNG;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
806;15;JAMBI;1504;150401;ANGIN PUTTING BELIUNG;23/01/2024;RUMAH TERENDAM;UNIT;1; Rp-   ;2024
807;15;JAMBI;1504;150401;ANGIN PUTTING BELIUNG;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
808;15;JAMBI;1504;150401;ANGIN PUTTING BELIUNG;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
809;15;JAMBI;1504;150406;ANGIN PUTTING BELIUNG;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
810;15;JAMBI;1504;150406;ANGIN PUTTING BELIUNG;23/01/2024;RUMAH TERENDAM;UNIT;1; Rp-   ;2024
811;15;JAMBI;1504;150406;ANGIN PUTTING BELIUNG;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
812;15;JAMBI;1504;150406;ANGIN PUTTING BELIUNG;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
813;15;JAMBI;1507;150704;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;2; Rp25,000,000 ;2024
814;15;JAMBI;1507;150704;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;0; Rp25,000,000 ;2024
815;15;JAMBI;1507;150704;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;0; Rp25,000,000 ;2024
816;15;JAMBI;1507;150704;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;0; Rp25,000,000 ;2024
817;15;JAMBI;1504;150403;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
818;15;JAMBI;1504;150403;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
819;15;JAMBI;1504;150403;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
820;15;JAMBI;1504;150403;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;666; Rp-   ;2024
821;15;JAMBI;1504;150403;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
822;15;JAMBI;1504;150403;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
823;15;JAMBI;1504;150403;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
824;15;JAMBI;1504;150403;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;1067; Rp-   ;2024
825;15;JAMBI;1504;150401;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
826;15;JAMBI;1504;150401;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
827;15;JAMBI;1504;150401;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
828;15;JAMBI;1504;150401;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;585; Rp-   ;2024
829;15;JAMBI;1503;150301;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
830;15;JAMBI;1503;150301;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
831;15;JAMBI;1503;150301;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
832;15;JAMBI;1503;150301;BANJIR;24/01/2024;RUMAH TERENDAM;UNIT;79; Rp-   ;2024
833;15;JAMBI;1504;150406;BANJIR;25/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
834;15;JAMBI;1504;150406;BANJIR;25/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
835;15;JAMBI;1504;150406;BANJIR;25/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
836;15;JAMBI;1504;150406;BANJIR;25/01/2024;RUMAH TERENDAM;UNIT;3233; Rp-   ;2024
837;15;JAMBI;1504;150406;BANJIR;26/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
838;15;JAMBI;1504;150406;BANJIR;26/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
839;15;JAMBI;1504;150406;BANJIR;26/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
840;15;JAMBI;1504;150406;BANJIR;26/01/2024;RUMAH TERENDAM;UNIT;524; Rp-   ;2024
841;15;JAMBI;1504;150405;BANJIR;26/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
842;15;JAMBI;1504;150405;BANJIR;26/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
843;15;JAMBI;1504;150405;BANJIR;26/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
844;15;JAMBI;1504;150405;BANJIR;26/01/2024;RUMAH TERENDAM;UNIT;635; Rp-   ;2024
845;15;JAMBI;1508;150812;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
846;15;JAMBI;1508;150812;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
847;15;JAMBI;1508;150812;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
848;15;JAMBI;1508;150812;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
849;15;JAMBI;1508;150803;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
850;15;JAMBI;1508;150803;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
851;15;JAMBI;1508;150803;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
852;15;JAMBI;1508;150803;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
853;15;JAMBI;1508;150811;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
854;15;JAMBI;1508;150811;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
855;15;JAMBI;1508;150811;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
856;15;JAMBI;1508;150811;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
857;15;JAMBI;1508;150817;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
858;15;JAMBI;1508;150817;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
859;15;JAMBI;1508;150817;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
860;15;JAMBI;1508;150817;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
861;15;JAMBI;1508;150816;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
862;15;JAMBI;1508;150816;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
863;15;JAMBI;1508;150816;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
864;15;JAMBI;1508;150816;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
865;15;JAMBI;1508;150807;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
866;15;JAMBI;1508;150807;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
867;15;JAMBI;1508;150807;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
868;15;JAMBI;1508;150807;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
869;15;JAMBI;1508;150810;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
870;15;JAMBI;1508;150810;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
871;15;JAMBI;1508;150810;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
872;15;JAMBI;1508;150810;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
873;15;JAMBI;1508;150805;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
874;15;JAMBI;1508;150805;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
875;15;JAMBI;1508;150805;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
876;15;JAMBI;1508;150805;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
877;15;JAMBI;1508;150801;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
878;15;JAMBI;1508;150801;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
879;15;JAMBI;1508;150801;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
880;15;JAMBI;1508;150801;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
881;15;JAMBI;1508;150804;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
882;15;JAMBI;1508;150804;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
883;15;JAMBI;1508;150804;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
884;15;JAMBI;1508;150804;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
885;15;JAMBI;1508;150815;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
886;15;JAMBI;1508;150815;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
887;15;JAMBI;1508;150815;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
888;15;JAMBI;1508;150815;BANJIR;27/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
889;15;JAMBI;1504;150404;BANJIR;29/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
890;15;JAMBI;1504;150404;BANJIR;29/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
891;15;JAMBI;1504;150404;BANJIR;29/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
892;15;JAMBI;1504;150404;BANJIR;29/01/2024;RUMAH TERENDAM;UNIT;1021; Rp-   ;2024
893;15;JAMBI;1504;150403;BANJIR;29/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
894;15;JAMBI;1504;150403;BANJIR;29/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
895;15;JAMBI;1504;150403;BANJIR;29/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
896;15;JAMBI;1504;150403;BANJIR;29/01/2024;RUMAH TERENDAM;UNIT;104; Rp-   ;2024
897;15;JAMBI;1504;150405;BANJIR;29/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
898;15;JAMBI;1504;150405;BANJIR;29/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
899;15;JAMBI;1504;150405;BANJIR;29/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
900;15;JAMBI;1504;150405;BANJIR;29/01/2024;RUMAH TERENDAM;UNIT;228; Rp-   ;2024
901;15;JAMBI;1503;150305;LONGSOR;30/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
902;15;JAMBI;1503;150305;LONGSOR;30/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
903;15;JAMBI;1503;150305;LONGSOR;30/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
904;15;JAMBI;1503;150305;LONGSOR;30/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
905;15;JAMBI;1503;150303;LONGSOR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
906;15;JAMBI;1503;150303;LONGSOR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
907;15;JAMBI;1503;150303;LONGSOR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
908;15;JAMBI;1503;150303;LONGSOR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
909;15;JAMBI;1571;157106;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
910;15;JAMBI;1571;157106;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
911;15;JAMBI;1571;157106;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
912;15;JAMBI;1571;157106;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;2; Rp-   ;2024
913;15;JAMBI;1571;157105;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
914;15;JAMBI;1571;157105;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
915;15;JAMBI;1571;157105;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
916;15;JAMBI;1571;157105;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;1; Rp-   ;2024
917;15;JAMBI;1571;157105;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
918;15;JAMBI;1571;157105;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
919;15;JAMBI;1571;157105;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
920;15;JAMBI;1571;157105;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;1; Rp-   ;2024
921;15;JAMBI;1571;157104;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
922;15;JAMBI;1571;157104;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
923;15;JAMBI;1571;157104;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
924;15;JAMBI;1571;157104;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;2; Rp-   ;2024
925;15;JAMBI;1571;157104;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
926;15;JAMBI;1571;157104;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
927;15;JAMBI;1571;157104;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
928;15;JAMBI;1571;157104;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;2; Rp-   ;2024
929;15;JAMBI;1571;157111;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
930;15;JAMBI;1571;157111;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
931;15;JAMBI;1571;157111;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
932;15;JAMBI;1571;157111;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;3; Rp-   ;2024
933;15;JAMBI;1571;157101;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
934;15;JAMBI;1571;157101;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
935;15;JAMBI;1571;157101;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
936;15;JAMBI;1571;157101;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;3; Rp-   ;2024
937;15;JAMBI;1571;157110;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
938;15;JAMBI;1571;157110;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
939;15;JAMBI;1571;157110;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
940;15;JAMBI;1571;157110;BANJIR;31/01/2024;RUMAH TERENDAM;UNIT;72; Rp-   ;2024
941;15;JAMBI;1508;150817;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
942;15;JAMBI;1508;150817;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
943;15;JAMBI;1508;150817;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
944;15;JAMBI;1508;150817;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;66; Rp-   ;2024
945;15;JAMBI;1508;150816;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
946;15;JAMBI;1508;150816;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
947;15;JAMBI;1508;150816;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
948;15;JAMBI;1508;150816;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;380; Rp-   ;2024
949;15;JAMBI;1508;150807;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
950;15;JAMBI;1508;150807;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
951;15;JAMBI;1508;150807;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
952;15;JAMBI;1508;150807;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;72; Rp-   ;2024
953;15;JAMBI;1508;150805;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
954;15;JAMBI;1508;150805;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
955;15;JAMBI;1508;150805;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
956;15;JAMBI;1508;150805;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;2594; Rp-   ;2024
957;15;JAMBI;1508;150801;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
958;15;JAMBI;1508;150801;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
959;15;JAMBI;1508;150801;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
960;15;JAMBI;1508;150801;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;1849; Rp-   ;2024
961;15;JAMBI;1508;150804;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
962;15;JAMBI;1508;150804;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
963;15;JAMBI;1508;150804;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
964;15;JAMBI;1508;150804;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;223; Rp-   ;2024
965;15;JAMBI;1508;150815;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
966;15;JAMBI;1508;150815;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
967;15;JAMBI;1508;150815;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
968;15;JAMBI;1508;150815;BANJIR;01/02/2024;RUMAH TERENDAM;UNIT;1145; Rp-   ;2024
969;15;JAMBI;1501;150118;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
970;15;JAMBI;1501;150118;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
971;15;JAMBI;1501;150118;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
972;15;JAMBI;1501;150118;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;5; Rp-   ;2024
973;15;JAMBI;1508;150812;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;0; Rp40,000,000 ;2024
974;15;JAMBI;1508;150812;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;0; Rp40,000,000 ;2024
975;15;JAMBI;1508;150812;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;0; Rp40,000,000 ;2024
976;15;JAMBI;1508;150812;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;1474; Rp40,000,000 ;2024
977;15;JAMBI;1508;150803;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
978;15;JAMBI;1508;150803;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
979;15;JAMBI;1508;150803;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
980;15;JAMBI;1508;150803;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;3530; Rp-   ;2024
981;15;JAMBI;1508;150811;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
982;15;JAMBI;1508;150811;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
983;15;JAMBI;1508;150811;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
984;15;JAMBI;1508;150811;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;2599; Rp-   ;2024
985;15;JAMBI;1508;150810;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
986;15;JAMBI;1508;150810;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
987;15;JAMBI;1508;150810;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
988;15;JAMBI;1508;150810;BANJIR;02/02/2024;RUMAH TERENDAM;UNIT;432; Rp-   ;2024
989;15;JAMBI;1506;150602;KEBAKARAN PEMUKIMAN;03/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
990;15;JAMBI;1506;150602;KEBAKARAN PEMUKIMAN;03/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
991;15;JAMBI;1506;150602;KEBAKARAN PEMUKIMAN;03/02/2024;RUMAH TERENDAM;UNIT;1; Rp-   ;2024
992;15;JAMBI;1506;150602;KEBAKARAN PEMUKIMAN;03/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
993;15;JAMBI;1508;150809;BANJIR;03/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
994;15;JAMBI;1508;150809;BANJIR;03/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
995;15;JAMBI;1508;150809;BANJIR;03/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
996;15;JAMBI;1508;150809;BANJIR;03/02/2024;RUMAH TERENDAM;UNIT;30; Rp-   ;2024
997;15;JAMBI;1506;150602;KEBAKARAN PEMUKIMAN;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
998;15;JAMBI;1506;150602;KEBAKARAN PEMUKIMAN;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
999;15;JAMBI;1506;150602;KEBAKARAN PEMUKIMAN;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
1000;15;JAMBI;1506;150602;KEBAKARAN PEMUKIMAN;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
1001;15;JAMBI;1505;150503;BANJIR;06/02/2024;RUMAH TERENDAM;UNIT;2; Rp-   ;2024
1002;15;JAMBI;1505;150503;BANJIR;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
1003;15;JAMBI;1505;150503;BANJIR;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
1004;15;JAMBI;1505;150503;BANJIR;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
1005;15;JAMBI;1505;150503;BANJIR;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
1006;15;JAMBI;1505;150503;BANJIR;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
1007;15;JAMBI;1505;150503;BANJIR;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
1008;15;JAMBI;1505;150503;BANJIR;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
1009;15;JAMBI;1505;150503;BANJIR;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
1010;15;JAMBI;1505;150503;BANJIR;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
1011;15;JAMBI;1505;150503;BANJIR;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
1012;15;JAMBI;1505;150503;BANJIR;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
1013;15;JAMBI;1505;150503;BANJIR;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
1014;15;JAMBI;1505;150503;BANJIR;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
1015;15;JAMBI;1505;150503;BANJIR;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
1016;15;JAMBI;1505;150503;BANJIR;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
1017;15;JAMBI;1505;150503;BANJIR;06/02/2024;RUMAH TERENDAM;UNIT;0; Rp-   ;2024
